number_of_rooms,Price,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
1-комнатная квартира,8000000.0,3.0,13.0,3.0,,,1975,,совмещенный,полностью меблирована
3-комнатная квартира,25500000.0,2.0,62.9,5.0,,,1983,,раздельный,частично меблирована
2-комнатная квартира,16000000.0,1.0,44.9,3.0,,,1965,2.7,совмещенный,частично меблирована
4-комнатная квартира,25000000.0,5.0,95.0,6.0,,,1979,,2 с/у и более,частично меблирована
3-комнатная квартира,23000000.0,2.0,63.0,4.0,,,1975,,раздельный,
3-комнатная квартира,13500000.0,2.0,46.0,2.0,,,1962,,совмещенный,пустая
2-комнатная квартира,23000000.0,3.0,51.0,5.0,,,1985,2.7,раздельный,полностью меблирована
1-комнатная квартира,12600000.0,3.0,35.0,5.0,,,1989,,совмещенный,
2-комнатная квартира,19000000.0,4.0,41.8,5.0,,,1987,,раздельный,полностью меблирована
3-комнатная квартира,39000000.0,3.0,74.0,6.0,,,1990,2.8,раздельный,частично меблирована
2-комнатная квартира,25000000.0,6.0,70.0,12.0,Радужный берег,монолитный,2016,2.8,раздельный,частично меблирована
3-комнатная квартира,29500000.0,1.0,75.2,9.0,,,2017,2.8,раздельный,пустая
4-комнатная квартира,25000000.0,,86.0,,,,,,раздельный,
3-комнатная квартира,25000000.0,2.0,66.2,5.0,,,1987,,раздельный,
3-комнатная квартира,19000000.0,1.0,54.1,2.0,,,,2.5,совмещенный,частично меблирована
2-комнатная квартира,25000000.0,1.0,63.6,9.0,,,2017,2.7,2 с/у и более,частично меблирована
2-комнатная квартира,25000000.0,5.0,63.5,5.0,,,2017,2.8,совмещенный,частично меблирована
3-комнатная квартира,17000000.0,1.0,45.0,2.0,,,1962,,,частично меблирована
3-комнатная квартира,30500000.0,1.0,85.6,9.0,,монолитный,2016,3.0,2 с/у и более,полностью меблирована
2-комнатная квартира,21500000.0,1.0,52.9,5.0,,,1989,2.7,раздельный,частично меблирована
3-комнатная квартира,16500000.0,2.0,55.5,2.0,,,1950,3.0,совмещенный,частично меблирована
2-комнатная квартира,21500000.0,3.0,54.0,5.0,,,1993,3.0,раздельный,частично меблирована
2-комнатная квартира,23000000.0,1.0,53.0,2.0,,,1970,,совмещенный,частично меблирована
3-комнатная квартира,15500000.0,1.0,45.0,2.0,,,1962,,совмещенный,
1-комнатная квартира,14700000.0,5.0,33.5,5.0,,,1989,2.7,совмещенный,полностью меблирована
2-комнатная квартира,15500000.0,7.0,51.3,10.0,,,2022,2.8,совмещенный,пустая
3-комнатная квартира,32000000.0,3.0,84.1,3.0,,,1970,2.65,раздельный,частично меблирована
2-комнатная квартира,16900000.0,1.0,52.0,2.0,,,1976,,2 с/у и более,
1-комнатная квартира,15000000.0,8.0,51.3,10.0,,,2022,2.8,совмещенный,пустая
1-комнатная квартира,19500000.0,2.0,51.0,5.0,Atameken Tower,панельный,2018,3.0,,пустая
2-комнатная квартира,14750000.0,1.0,42.0,2.0,,,1961,3.0,раздельный,
2-комнатная квартира,16000000.0,2.0,38.0,2.0,,,1963,2.5,совмещенный,частично меблирована
1-комнатная квартира,17700000.0,5.0,47.0,5.0,,,2018,2.8,совмещенный,полностью меблирована
1-комнатная квартира,17500000.0,2.0,41.0,5.0,Мкр Жулдыз,кирпичный,2008,2.7,совмещенный,
1-комнатная квартира,17999999.0,5.0,47.0,5.0,,,2018,2.8,совмещенный,полностью меблирована
3-комнатная квартира,34000000.0,8.0,80.0,9.0,,,,2.7,раздельный,частично меблирована
1-комнатная квартира,14500000.0,2.0,40.4,2.0,,,1976,,совмещенный,частично меблирована
2-комнатная квартира,21500000.0,4.0,51.0,5.0,,,1988,2.8,раздельный,частично меблирована
4-комнатная квартира,38000000.0,5.0,92.0,5.0,,,1989,2.8,2 с/у и более,
4-комнатная квартира,26000000.0,3.0,81.7,5.0,,,1993,,раздельный,
3-комнатная квартира,25000000.0,1.0,63.0,4.0,,,1970,,раздельный,
1-комнатная квартира,12999999.0,4.0,40.0,5.0,,,2017,,совмещенный,частично меблирована
1-комнатная квартира,12080000.0,,45.6,,Аспан Сити,монолитный,2021,2.7,,
2-комнатная квартира,16806400.0,9.0,52.52,9.0,PARASAT,монолитный,2021,,раздельный,пустая
1-комнатная квартира,16300000.0,1.0,40.0,5.0,,,2017,,раздельный,частично меблирована
3-комнатная квартира,25000000.0,1.0,61.1,4.0,,,1973,2.5,раздельный,пустая
4-комнатная квартира,30000000.0,3.0,100.0,3.0,,,1979,2.8,раздельный,частично меблирована
1-комнатная квартира,17000000.0,3.0,40.0,9.0,,,2016,,совмещенный,
2-комнатная квартира,15500000.0,1.0,40.5,3.0,,,1965,,совмещенный,пустая
2-комнатная квартира,15000000.0,2.0,59.2,3.0,,,2015,3.0,совмещенный,частично меблирована
2-комнатная квартира,12200000.0,2.0,50.0,2.0,,,,2.7,раздельный,пустая
2-комнатная квартира,14650000.0,,55.3,,Аспан Сити,монолитный,2021,2.7,,
2-комнатная квартира,26000000.0,1.0,60.0,5.0,,,2007,2.9,,полностью меблирована
1-комнатная квартира,15000000.0,4.0,37.0,5.0,,,1994,,совмещенный,
1-комнатная квартира,12230400.0,9.0,38.22,9.0,PARASAT,монолитный,2021,,совмещенный,пустая
3-комнатная квартира,22060800.0,9.0,68.94,9.0,PARASAT,монолитный,2021,,раздельный,пустая
2-комнатная квартира,18500000.0,3.0,42.0,3.0,,,1965,2.5,совмещенный,полностью меблирована
2-комнатная квартира,21000000.0,5.0,51.1,5.0,,панельный,1988,2.7,раздельный,частично меблирована
2-комнатная квартира,13000000.0,2.0,36.0,2.0,,,,,совмещенный,частично меблирована
2-комнатная квартира,17000000.0,2.0,43.0,3.0,,,1966,,,
3-комнатная квартира,22000000.0,2.0,65.0,4.0,,,1974,2.8,раздельный,полностью меблирована
2-комнатная квартира,17000000.0,5.0,52.0,5.0,,,1990,,,
2-комнатная квартира,16500000.0,2.0,40.2,3.0,,,1962,2.5,совмещенный,частично меблирована
3-комнатная квартира,28000000.0,6.0,76.0,9.0,,,2015,2.7,раздельный,частично меблирована
3-комнатная квартира,22000000.0,1.0,74.6,4.0,,,1973,,раздельный,полностью меблирована
2-комнатная квартира,13900000.0,2.0,46.0,2.0,,,1961,2.6,совмещенный,
1-комнатная квартира,17200000.0,4.0,41.0,5.0,,,,2.8,совмещенный,полностью меблирована
2-комнатная квартира,12300000.0,1.0,45.0,2.0,,,1975,,совмещенный,
1-комнатная квартира,16000000.0,3.0,40.0,5.0,,,,2.8,совмещенный,
2-комнатная квартира,21500000.0,1.0,51.7,4.0,,,1986,2.2,раздельный,частично меблирована
3-комнатная квартира,35000000.0,7.0,84.0,9.0,,,2015,,раздельный,полностью меблирована
2-комнатная квартира,15300000.0,1.0,47.0,2.0,,,1976,3.0,раздельный,частично меблирована
2-комнатная квартира,25555555.0,13.0,66.5,13.0,Радужный берег,монолитный,2016,2.8,раздельный,пустая
3-комнатная квартира,22000000.0,1.0,63.0,5.0,,,1985,3.0,раздельный,частично меблирована
2-комнатная квартира,25000000.0,2.0,44.0,3.0,,,1964,2.6,совмещенный,частично меблирована
2-комнатная квартира,19500000.0,2.0,54.0,3.0,,,1983,2.8,раздельный,
2-комнатная квартира,17000000.0,5.0,52.0,5.0,,,1990,,раздельный,пустая
1-комнатная квартира,15000000.0,4.0,38.9,5.0,,,2007,2.8,совмещенный,
1-комнатная квартира,14500000.0,1.0,33.2,3.0,,,1981,2.7,совмещенный,
2-комнатная квартира,18500000.0,5.0,58.0,5.0,,,2006,2.7,раздельный,
1-комнатная квартира,16200000.0,2.0,34.0,9.0,,,1988,,совмещенный,полностью меблирована
2-комнатная квартира,27000000.0,10.0,65.0,12.0,Радужный берег,,2014,2.8,совмещенный,частично меблирована
1-комнатная квартира,17000000.0,8.0,38.18,9.0,PARASAT,монолитный,2021,2.7,совмещенный,пустая
1-комнатная квартира,14000000.0,5.0,35.0,5.0,,,1990,,совмещенный,пустая
1-комнатная квартира,5000000.0,2.0,19.0,2.0,,,1963,2.8,,
3-комнатная квартира,26800000.0,5.0,71.23,9.0,,,2021,2.7,раздельный,пустая
3-комнатная квартира,24000000.0,5.0,77.3,5.0,,,2007,2.75,раздельный,
2-комнатная квартира,18900000.0,3.0,41.0,3.0,,,1965,2.5,совмещенный,полностью меблирована
1-комнатная квартира,8000000.0,3.0,15.0,3.0,,,1976,,совмещенный,полностью меблирована
2-комнатная квартира,16500000.0,1.0,50.0,2.0,,,1954,,раздельный,частично меблирована
1-комнатная квартира,13000000.0,2.0,33.0,5.0,,,1990,2.7,совмещенный,пустая
2-комнатная квартира,17900000.0,3.0,45.0,4.0,,,1967,2.7,раздельный,полностью меблирована
3-комнатная квартира,39000000.0,2.0,80.5,5.0,,,,2.6,совмещенный,частично меблирована
3-комнатная квартира,10000000.0,1.0,59.3,2.0,,,1961,,,пустая
3-комнатная квартира,23000000.0,3.0,66.0,5.0,,,1987,,раздельный,частично меблирована
1-комнатная квартира,10500000.0,1.0,32.5,2.0,,,1958,3.0,совмещенный,частично меблирована
1-комнатная квартира,7500000.0,1.0,16.0,4.0,,,1969,2.5,совмещенный,частично меблирована
1-комнатная квартира,15200000.0,1.0,43.0,5.0,,,,,совмещенный,
2-комнатная квартира,15500000.0,1.0,45.0,2.0,,,,,раздельный,
1-комнатная квартира,16300000.0,4.0,36.0,5.0,,,1985,,,
1-комнатная квартира,20000000.0,6.0,40.0,6.0,,,2010,3.0,совмещенный,полностью меблирована
2-комнатная квартира,20000000.0,3.0,51.0,3.0,,,1980,2.7,раздельный,
2-комнатная квартира,27500000.0,1.0,64.0,6.0,,,2007,2.8,раздельный,частично меблирована
2-комнатная квартира,21400000.0,4.0,50.0,5.0,,,1998,,,
3-комнатная квартира,29500000.0,2.0,78.0,5.0,,,1993,2.7,раздельный,частично меблирована
3-комнатная квартира,20000000.0,2.0,59.0,2.0,,,,,раздельный,частично меблирована
2-комнатная квартира,12000000.0,3.0,44.0,4.0,,,1968,2.5,совмещенный,пустая
3-комнатная квартира,23000000.0,2.0,66.6,5.0,,,1986,2.7,раздельный,частично меблирована
2-комнатная квартира,16000000.0,1.0,52.2,2.0,,,1977,2.8,совмещенный,пустая
1-комнатная квартира,14500000.0,4.0,39.0,5.0,,,1991,2.7,совмещенный,частично меблирована
1-комнатная квартира,17000000.0,3.0,33.0,3.0,,,1981,,совмещенный,полностью меблирована
2-комнатная квартира,22500000.0,4.0,50.7,4.0,,,1983,2.8,,полностью меблирована
3-комнатная квартира,12500000.0,2.0,53.0,2.0,,,,,раздельный,
1-комнатная квартира,15200000.0,3.0,34.4,5.0,,,1986,,совмещенный,
1-комнатная квартира,13500000.0,5.0,33.4,5.0,,,1993,2.8,совмещенный,частично меблирована
2-комнатная квартира,23000000.0,1.0,66.0,5.0,,,2007,2.85,раздельный,частично меблирована
3-комнатная квартира,15500000.0,1.0,53.0,3.0,,,1961,,совмещенный,полностью меблирована
3-комнатная квартира,27650000.0,8.0,85.0,9.0,,,2016,2.8,раздельный,частично меблирована
1-комнатная квартира,14700000.0,3.0,32.1,5.0,,,1983,2.7,совмещенный,частично меблирована
3-комнатная квартира,30000000.0,2.0,70.0,5.0,,,1991,,раздельный,
1-комнатная квартира,14000000.0,1.0,33.2,5.0,,,1998,2.8,совмещенный,частично меблирована
2-комнатная квартира,17500000.0,2.0,42.0,3.0,,,1966,,,
2-комнатная квартира,20000000.0,3.0,39.5,3.0,,,1965,2.7,совмещенный,пустая
2-комнатная квартира,14000000.0,2.0,44.0,2.0,,,1975,2.6,совмещенный,частично меблирована
1-комнатная квартира,16500000.0,2.0,44.9,9.0,,,2017,2.7,совмещенный,частично меблирована
2-комнатная квартира,26000000.0,2.0,57.0,5.0,,,1987,,раздельный,полностью меблирована
1-комнатная квартира,11300000.0,2.0,30.0,2.0,,,,2.6,совмещенный,пустая
3-комнатная квартира,23000000.0,5.0,63.0,5.0,,,1992,3.0,раздельный,частично меблирована
3-комнатная квартира,30000000.0,3.0,78.0,3.0,,,,2.8,раздельный,
2-комнатная квартира,21500000.0,3.0,51.5,5.0,,,1990,2.8,раздельный,пустая
2-комнатная квартира,18307000.0,7.0,60.34,10.0,Теремки,,2022,2.7,,
2-комнатная квартира,18500000.0,3.0,42.0,5.0,,,1985,2.8,раздельный,частично меблирована
2-комнатная квартира,25000000.0,7.0,55.71,9.0,PARASAT,монолитный,2020,2.7,раздельный,полностью меблирована
1-комнатная квартира,16500000.0,1.0,40.0,5.0,,,2017,,совмещенный,
2-комнатная квартира,25000000.0,6.0,60.4,6.0,,,2008,2.7,раздельный,
3-комнатная квартира,26700000.0,6.0,77.0,9.0,,монолитный,2016,,раздельный,
2-комнатная квартира,19000000.0,3.0,48.0,4.0,,,1980,,раздельный,
2-комнатная квартира,14500000.0,3.0,45.0,4.0,,,1964,2.5,совмещенный,частично меблирована
3-комнатная квартира,25000000.0,3.0,65.2,5.0,,,1988,2.75,раздельный,частично меблирована
1-комнатная квартира,25000000.0,8.0,50.0,8.0,,,2007,,совмещенный,полностью меблирована
2-комнатная квартира,19000000.0,1.0,50.0,3.0,,,1987,2.7,раздельный,
2-комнатная квартира,23000000.0,4.0,57.7,5.0,,,1979,2.8,раздельный,частично меблирована
1-комнатная квартира,13500000.0,5.0,38.0,6.0,,,2007,2.8,совмещенный,
3-комнатная квартира,16500000.0,1.0,45.0,2.0,,,1962,2.7,совмещенный,
1-комнатная квартира,13000000.0,2.0,31.0,3.0,,,1962,,совмещенный,частично меблирована
2-комнатная квартира,20500000.0,5.0,66.0,5.0,,,2017,,совмещенный,
2-комнатная квартира,21000000.0,3.0,56.0,5.0,,,1980,2.5,раздельный,пустая
1-комнатная квартира,16100000.0,2.0,30.0,5.0,,,1989,,совмещенный,частично меблирована
3-комнатная квартира,27000000.0,1.0,77.0,6.0,,,2007,2.8,раздельный,пустая
3-комнатная квартира,30000000.0,3.0,70.0,5.0,,,1993,2.8,раздельный,полностью меблирована
1-комнатная квартира,13000000.0,3.0,31.1,5.0,,,1985,2.5,совмещенный,полностью меблирована
3-комнатная квартира,28500000.0,1.0,72.8,2.0,,,1977,,раздельный,частично меблирована
3-комнатная квартира,23400000.0,1.0,67.1,5.0,,,1993,,раздельный,
1-комнатная квартира,15200000.0,2.0,40.0,5.0,,,2017,,,
3-комнатная квартира,23000000.0,3.0,63.0,4.0,,,1973,,раздельный,частично меблирована
1-комнатная квартира,15000000.0,3.0,42.0,5.0,Мкр Жулдыз,монолитный,2008,2.7,совмещенный,частично меблирована
1-комнатная квартира,14500000.0,3.0,33.5,5.0,,,,,совмещенный,пустая
2-комнатная квартира,14000000.0,2.0,48.0,2.0,,,1989,2.6,совмещенный,частично меблирована
2-комнатная квартира,15500000.0,2.0,40.0,3.0,,,1967,,совмещенный,полностью меблирована
1-комнатная квартира,13900000.0,3.0,33.5,3.0,,,1982,,,пустая
3-комнатная квартира,22800000.0,5.0,65.0,5.0,,,1992,,,
3-комнатная квартира,29500000.0,4.0,76.0,9.0,,,2014,,,
3-комнатная квартира,25500000.0,5.0,77.0,5.0,,,2006,,,
3-комнатная квартира,26500000.0,1.0,60.0,4.0,,,1999,,раздельный,
1-комнатная квартира,17800000.0,2.0,35.0,5.0,,,1997,2.7,совмещенный,частично меблирована
2-комнатная квартира,15500000.0,3.0,41.0,3.0,,,1963,2.75,совмещенный,
1-комнатная квартира,10400000.0,3.0,32.3,3.0,,,1984,2.6,раздельный,пустая
1-комнатная квартира,14500000.0,4.0,34.0,5.0,,,1991,2.7,совмещенный,частично меблирована
3-комнатная квартира,29500000.0,4.0,73.0,5.0,,,1993,2.7,раздельный,
1-комнатная квартира,15700000.0,5.0,40.0,5.0,,,2017,2.5,,полностью меблирована
1-комнатная квартира,15000000.0,4.0,37.0,5.0,,,1994,,совмещенный,полностью меблирована
2-комнатная квартира,16000000.0,1.0,40.0,3.0,,,1963,2.7,совмещенный,частично меблирована
3-комнатная квартира,23500000.0,1.0,66.0,5.0,,,1985,2.7,раздельный,
2-комнатная квартира,15500000.0,1.0,41.4,3.0,,,1964,2.7,совмещенный,полностью меблирована
1-комнатная квартира,15000000.0,4.0,42.0,5.0,,,1994,,совмещенный,частично меблирована
1-комнатная квартира,18500000.0,3.0,39.0,5.0,,,2016,3.0,совмещенный,частично меблирована
2-комнатная квартира,17700000.0,3.0,42.9,5.0,,,,,,
2-комнатная квартира,12000000.0,1.0,36.0,2.0,,,1961,,совмещенный,
1-комнатная квартира,15000000.0,4.0,36.0,5.0,,,1994,2.7,совмещенный,частично меблирована
1-комнатная квартира,14500000.0,4.0,47.0,10.0,,,2017,2.8,совмещенный,пустая
1-комнатная квартира,14000000.0,5.0,44.0,10.0,,,2017,2.8,совмещенный,пустая
3-комнатная квартира,28000000.0,4.0,67.0,5.0,,,1998,2.5,раздельный,частично меблирована
1-комнатная квартира,13500000.0,4.0,35.0,5.0,,,1987,2.8,совмещенный,
3-комнатная квартира,23500000.0,1.0,56.0,3.0,,,1970,2.7,раздельный,пустая
2-комнатная квартира,25000000.0,3.0,60.0,3.0,,,1985,,раздельный,полностью меблирована
2-комнатная квартира,15000000.0,1.0,50.0,2.0,,,1976,2.8,совмещенный,
1-комнатная квартира,13700000.0,5.0,33.4,5.0,,,1993,2.8,совмещенный,частично меблирована
4-комнатная квартира,43000000.0,1.0,98.0,5.0,,,2015,2.75,2 с/у и более,полностью меблирована
2-комнатная квартира,20000000.0,1.0,52.0,3.0,,,1982,2.8,раздельный,частично меблирована
2-комнатная квартира,28000000.0,9.0,67.0,3.0,,монолитный,2017,3.0,раздельный,
2-комнатная квартира,21000000.0,5.0,52.9,5.0,,,1990,2.85,раздельный,полностью меблирована
2-комнатная квартира,20500000.0,4.0,60.0,5.0,,,2010,2.65,раздельный,
2-комнатная квартира,20500000.0,4.0,60.4,5.0,,,2008,,раздельный,полностью меблирована
2-комнатная квартира,14700000.0,3.0,45.0,4.0,,,1973,,раздельный,
3-комнатная квартира,27500000.0,4.0,78.0,5.0,,,2017,,раздельный,частично меблирована
3-комнатная квартира,24000000.0,5.0,64.5,5.0,,,1984,2.5,раздельный,частично меблирована
2-комнатная квартира,17500000.0,3.0,45.0,3.0,,,1965,2.7,,
3-комнатная квартира,23000000.0,3.0,66.0,5.0,,,1985,,раздельный,частично меблирована
1-комнатная квартира,15000000.0,2.0,38.5,5.0,,,1993,3.0,совмещенный,
2-комнатная квартира,11500000.0,1.0,53.0,5.0,,,1986,,,
1-комнатная квартира,11900000.0,3.0,40.0,3.0,,,1986,,совмещенный,
3-комнатная квартира,19000000.0,2.0,64.0,4.0,,,1974,,раздельный,частично меблирована
2-комнатная квартира,14700000.0,3.0,45.0,4.0,,,1970,,раздельный,
1-комнатная квартира,12500000.0,3.0,32.0,3.0,,,1970,,совмещенный,
1-комнатная квартира,14900000.0,3.0,33.4,9.0,,,1988,2.7,совмещенный,частично меблирована
3-комнатная квартира,30000000.0,,68.44,,,,1996,2.7,раздельный,частично меблирована
2-комнатная квартира,12000000.0,1.0,35.5,2.0,,,1962,,совмещенный,
2-комнатная квартира,14000000.0,3.0,44.0,3.0,,,1964,,совмещенный,
1-комнатная квартира,15000000.0,1.0,30.9,5.0,,,1988,2.7,совмещенный,
2-комнатная квартира,14000000.0,1.0,42.0,3.0,,,1965,,совмещенный,
1-комнатная квартира,14000000.0,5.0,35.0,5.0,,,1988,2.79,совмещенный,частично меблирована
3-комнатная квартира,17000000.0,3.0,57.0,3.0,,,1969,,совмещенный,частично меблирована
2-комнатная квартира,11000000.0,1.0,38.0,2.0,,,1963,,совмещенный,частично меблирована
3-комнатная квартира,22000000.0,2.0,68.0,3.0,,,1981,,раздельный,
1-комнатная квартира,12300000.0,1.0,31.0,3.0,,,1962,,совмещенный,
1-комнатная квартира,14500000.0,1.0,39.0,8.0,,,2008,,совмещенный,
1-комнатная квартира,10500000.0,1.0,30.0,3.0,,,1963,,совмещенный,
1-комнатная квартира,14000000.0,1.0,39.0,5.0,,,2007,,совмещенный,
2-комнатная квартира,22500000.0,3.0,53.0,5.0,,,2014,,раздельный,
2-комнатная квартира,12800000.0,5.0,45.0,5.0,,,1984,,раздельный,
2-комнатная квартира,15500000.0,3.0,44.0,4.0,,,1973,,раздельный,
2-комнатная квартира,11000000.0,1.0,38.0,2.0,,,1961,,совмещенный,
2-комнатная квартира,14000000.0,1.0,42.0,3.0,,,1963,,совмещенный,
2-комнатная квартира,11000000.0,2.0,41.0,2.0,,,,,совмещенный,
1-комнатная квартира,15300000.0,1.0,37.0,5.0,,,2015,,совмещенный,
2-комнатная квартира,14500000.0,5.0,48.0,5.0,,,1989,,,
1-комнатная квартира,12800000.0,2.0,33.0,5.0,,,1990,,совмещенный,
1-комнатная квартира,13500000.0,5.0,34.0,5.0,,,1988,,совмещенный,
1-комнатная квартира,13000000.0,5.0,34.0,5.0,,,1989,,совмещенный,
1-комнатная квартира,5000000.0,1.0,17.0,5.0,,,1969,,,
2-комнатная квартира,10500000.0,1.0,45.0,2.0,,,,,совмещенный,
1-комнатная квартира,15000000.0,8.0,48.0,9.0,,,2008,,совмещенный,
1-комнатная квартира,7700000.0,2.0,20.0,3.0,,,1980,,совмещенный,
1-комнатная квартира,15200000.0,2.0,44.0,5.0,,,2017,,совмещенный,
2-комнатная квартира,16000000.0,5.0,51.0,5.0,,,1988,,раздельный,
2-комнатная квартира,16000000.0,3.0,45.0,3.0,,,1973,,,
1-комнатная квартира,10700000.0,2.0,43.0,2.0,,,1961,,раздельный,
1-комнатная квартира,12000000.0,5.0,33.0,5.0,,,1991,,совмещенный,
1-комнатная квартира,12300000.0,3.0,30.0,3.0,,,1965,,совмещенный,
2-комнатная квартира,19000000.0,4.0,60.0,5.0,,,1996,,раздельный,
1-комнатная квартира,12200000.0,1.0,34.0,5.0,,,1998,,совмещенный,
2-комнатная квартира,20000000.0,5.0,64.0,5.0,,,2017,,раздельный,
3-комнатная квартира,17500000.0,1.0,54.0,3.0,,,1961,,совмещенный,
4-комнатная квартира,24500000.0,5.0,86.0,5.0,,,1993,,раздельный,
2-комнатная квартира,16000000.0,1.0,44.0,5.0,,,1988,,раздельный,
1-комнатная квартира,12800000.0,4.0,35.0,5.0,,,1985,,совмещенный,
3-комнатная квартира,27000000.0,7.0,95.0,9.0,,,2007,,раздельный,
3-комнатная квартира,20500000.0,5.0,65.0,5.0,,,1990,,раздельный,
4-комнатная квартира,26000000.0,1.0,85.0,5.0,,,1996,,раздельный,
3-комнатная квартира,12800000.0,2.0,46.0,2.0,,,1962,,совмещенный,
2-комнатная квартира,17000000.0,3.0,48.0,4.0,,,1973,,раздельный,
3-комнатная квартира,27000000.0,2.0,62.0,5.0,,,1993,,раздельный,частично меблирована
1-комнатная квартира,11500000.0,3.0,32.0,3.0,,,1980,,совмещенный,
1-комнатная квартира,14500000.0,3.0,39.0,5.0,,,1992,,совмещенный,
2-комнатная квартира,14500000.0,3.0,42.0,3.0,,,1963,,совмещенный,
4-комнатная квартира,29000000.0,3.0,97.0,5.0,,,1989,,раздельный,
1-комнатная квартира,15500000.0,1.0,40.0,9.0,,,2015,,совмещенный,полностью меблирована
1-комнатная квартира,14500000.0,5.0,40.0,9.0,,,2017,,совмещенный,частично меблирована
3-комнатная квартира,28000000.0,6.0,76.0,9.0,,,2015,,раздельный,
1-комнатная квартира,17000000.0,1.0,41.0,5.0,,,,,,
3-комнатная квартира,26000000.0,5.0,77.3,5.0,,,2006,2.8,раздельный,частично меблирована
1-комнатная квартира,13000000.0,2.0,32.4,4.0,,,1968,,совмещенный,пустая
2-комнатная квартира,17000000.0,1.0,46.0,4.0,,,1970,,совмещенный,частично меблирована
1-комнатная квартира,9500000.0,1.0,31.0,2.0,,,,2.7,совмещенный,частично меблирована
2-комнатная квартира,25000000.0,5.0,68.5,5.0,,,,2.6,раздельный,частично меблирована
2-комнатная квартира,23500000.0,1.0,56.0,5.0,,,,,раздельный,
2-комнатная квартира,20000000.0,3.0,43.8,3.0,,,1965,,совмещенный,пустая
2-комнатная квартира,18600000.0,4.0,44.5,5.0,,,1984,2.5,раздельный,частично меблирована
2-комнатная квартира,19000000.0,5.0,45.0,5.0,,,1995,2.75,раздельный,частично меблирована
2-комнатная квартира,14700000.0,3.0,41.0,3.0,,,1963,2.5,совмещенный,
1-комнатная квартира,15000000.0,6.0,38.6,6.0,,,2014,2.8,совмещенный,
2-комнатная квартира,17500000.0,3.0,52.9,3.0,,,1984,2.7,раздельный,
2-комнатная квартира,19000000.0,1.0,41.0,3.0,,,1963,2.7,совмещенный,полностью меблирована
1-комнатная квартира,19000000.0,4.0,33.0,5.0,,,1989,2.8,совмещенный,частично меблирована
3-комнатная квартира,32000000.0,3.0,75.0,9.0,PARASAT,монолитный,2021,2.7,раздельный,
1-комнатная квартира,6000000.0,1.0,20.0,5.0,,,,2.8,раздельный,
3-комнатная квартира,38000000.0,2.0,75.0,9.0,PARASAT,,2020,2.7,раздельный,полностью меблирована
2-комнатная квартира,20000000.0,1.0,52.0,5.0,,,1992,2.8,,
2-комнатная квартира,13000000.0,2.0,49.0,3.0,,,1960,2.0,совмещенный,частично меблирована
2-комнатная квартира,15000000.0,1.0,45.0,1.0,,,1957,3.2,совмещенный,полностью меблирована
2-комнатная квартира,26400000.0,2.0,60.0,5.0,,,2008,2.8,раздельный,полностью меблирована
1-комнатная квартира,17200000.0,3.0,39.6,9.0,,,2016,2.9,совмещенный,частично меблирована
1-комнатная квартира,10000000.0,5.0,28.3,10.0,Теремки,монолитный,2021,,,
2-комнатная квартира,19700000.0,5.0,50.0,5.0,,,1981,2.54,раздельный,полностью меблирована
2-комнатная квартира,16000000.0,2.0,41.7,2.0,,,,,,
2-комнатная квартира,25000000.0,3.0,56.0,6.0,,панельный,2008,2.7,раздельный,частично меблирована
3-комнатная квартира,38000000.0,9.0,68.4,9.0,PARASAT,монолитный,2020,2.7,раздельный,полностью меблирована
3-комнатная квартира,37000000.0,1.0,85.0,5.0,,,2018,2.64,раздельный,полностью меблирована
2-комнатная квартира,18000000.0,2.0,41.8,3.0,,,1965,2.5,совмещенный,частично меблирована
3-комнатная квартира,27000000.0,5.0,65.8,5.0,,,1988,2.8,совмещенный,частично меблирована
4-комнатная квартира,38000000.0,5.0,92.0,6.0,,,1989,2.85,2 с/у и более,
1-комнатная квартира,13500000.0,5.0,32.1,5.0,,,1987,2.7,совмещенный,полностью меблирована
1-комнатная квартира,15000000.0,5.0,34.0,5.0,,,1993,2.8,совмещенный,полностью меблирована
2-комнатная квартира,26500000.0,3.0,54.1,5.0,,,,2.6,раздельный,полностью меблирована
2-комнатная квартира,25000000.0,2.0,62.0,12.0,,,2019,2.7,совмещенный,частично меблирована
4-комнатная квартира,30000000.0,4.0,85.0,5.0,,,1989,2.8,раздельный,полностью меблирована
3-комнатная квартира,22500000.0,1.0,63.0,4.0,,,1975,2.7,раздельный,частично меблирована
2-комнатная квартира,15500000.0,3.0,45.0,3.0,,,1970,2.7,раздельный,
1-комнатная квартира,16000000.0,3.0,39.0,5.0,,,2007,2.7,совмещенный,полностью меблирована
2-комнатная квартира,24000000.0,5.0,70.4,5.0,,,2016,2.8,раздельный,частично меблирована
2-комнатная квартира,23000000.0,4.0,63.6,5.0,,,2008,,раздельный,
2-комнатная квартира,14900000.0,1.0,39.0,3.0,,,1970,2.9,совмещенный,полностью меблирована
1-комнатная квартира,10500000.0,1.0,30.0,2.0,,,,2.8,совмещенный,частично меблирована
3-комнатная квартира,25000000.0,9.0,96.0,9.0,,,2009,,раздельный,частично меблирована
2-комнатная квартира,25500000.0,2.0,65.0,6.0,,,2016,2.7,раздельный,полностью меблирована
1-комнатная квартира,14500000.0,1.0,37.0,5.0,,,1991,2.8,раздельный,полностью меблирована
