number_of_rooms,Price,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
3-комнатная квартира,47000000.0,5.0,89.0,9.0,Хан-Тенгри,монолитный,2011,2.7,2 с/у и более,частично меблирована
2-комнатная квартира,15024000.0,2.0,63.0,4.0,,,2022,,совмещенный,
3-комнатная квартира,36960000.0,1.0,84.0,4.0,Dolce Vita Residence,кирпичный,2021,3.2,,
3-комнатная квартира,32800000.0,2.0,76.0,10.0,Alma City,монолитный,2019,2.8,раздельный,
4-комнатная квартира,24000000.0,13.0,73.3,16.0,Премьера,монолитный,2013,2.8,раздельный,частично меблирована
3-комнатная квартира,29000000.0,9.0,88.0,10.0,,,2017,,2 с/у и более,полностью меблирована
3-комнатная квартира,40224000.0,2.0,83.8,4.0,Dolce Vita Residence,кирпичный,2021,3.0,раздельный,
3-комнатная квартира,35900000.0,7.0,132.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,частично меблирована
3-комнатная квартира,23600000.0,,84.3,,Жайсан,монолитный,2022,2.8,совмещенный,пустая
1-комнатная квартира,12430000.0,2.0,44.4,4.0,Жайсан,монолитный,2022,2.8,совмещенный,
2-комнатная квартира,23000000.0,5.0,60.0,12.0,Gulder,монолитный,2021,2.7,совмещенный,пустая
1-комнатная квартира,13000000.0,6.0,28.0,10.0,Alma City,монолитный,2020,2.8,совмещенный,
3-комнатная квартира,41000000.0,15.0,130.0,16.0,Премьера,монолитный,2014,,2 с/у и более,полностью меблирована
4-комнатная квартира,49900000.0,5.0,109.0,9.0,Хан-Тенгри,монолитный,2010,2.9,,
2-комнатная квартира,22000000.0,11.0,74.0,16.0,Премьера,,2012,2.8,2 с/у и более,частично меблирована
3-комнатная квартира,20000000.0,4.0,59.0,9.0,Nurly Dala,,2021,2.7,,
1-комнатная квартира,20000000.0,2.0,45.0,9.0,Шугыла,монолитный,2019,2.7,совмещенный,
2-комнатная квартира,18000000.0,8.0,43.0,8.0,,,,2.7,совмещенный,частично меблирована
1-комнатная квартира,35000000.0,3.0,54.0,8.0,Аль-Фараби,монолитный,2008,,,
2-комнатная квартира,19600000.0,3.0,52.0,10.0,Alma City,монолитный,2021,2.7,совмещенный,
1-комнатная квартира,10000000.0,6.0,27.7,9.0,Nurly Dala,монолитный,2021,2.8,совмещенный,
3-комнатная квартира,29500000.0,5.0,132.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,частично меблирована
1-комнатная квартира,19500000.0,5.0,65.0,16.0,Премьера,монолитный,2014,,,
3-комнатная квартира,30000000.0,16.0,117.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,частично меблирована
2-комнатная квартира,22000000.0,15.0,75.0,16.0,Премьера,монолитный,,,,
3-комнатная квартира,42000000.0,2.0,87.0,10.0,Хан-Тенгри,монолитный,2010,2.9,совмещенный,
1-комнатная квартира,16300000.0,7.0,41.0,10.0,Alma City,монолитный,2019,2.8,совмещенный,пустая
3-комнатная квартира,60000000.0,2.0,120.0,9.0,Аль-Фараби,монолитный,2008,,,
1-комнатная квартира,4800000.0,4.0,18.9,4.0,,,2014,,,
2-комнатная квартира,42000000.0,7.0,81.0,9.0,Аль-Фараби,монолитный,2015,,,
2-комнатная квартира,18000000.0,5.0,40.0,5.0,,,1990,,,
2-комнатная квартира,32640000.0,3.0,68.0,4.0,Dolce Vita Residence,кирпичный,2021,3.2,,
1-комнатная квартира,15000000.0,1.0,36.25,16.0,Gulder,,2021,2.7,,
3-комнатная квартира,29500000.0,4.0,132.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,частично меблирована
3-комнатная квартира,28000000.0,9.0,76.0,9.0,Шугыла,монолитный,2018,2.8,раздельный,пустая
3-комнатная квартира,28999999.0,9.0,89.0,10.0,,,2017,,совмещенный,полностью меблирована
3-комнатная квартира,28300000.0,9.0,91.0,10.0,,,2017,,,частично меблирована
4-комнатная квартира,49728000.0,2.0,103.6,4.0,Dolce Vita Residence,кирпичный,2021,3.0,,
2-комнатная квартира,20500000.0,9.0,41.0,10.0,Alma City,,2019,2.8,,
2-комнатная квартира,23000000.0,5.0,59.6,12.0,Gulder,монолитный,2021,2.7,совмещенный,
4-комнатная квартира,36000000.0,10.0,159.0,16.0,Премьера,монолитный,2013,3.0,2 с/у и более,
2-комнатная квартира,30000000.0,8.0,110.0,16.0,Премьера,монолитный,2015,2.8,совмещенный,частично меблирована
1-комнатная квартира,19300000.0,6.0,45.0,9.0,,,,2.8,совмещенный,полностью меблирована
3-комнатная квартира,72000000.0,1.0,115.0,9.0,Аль-Фараби,,2010,,2 с/у и более,полностью меблирована
1-комнатная квартира,19000000.0,1.0,56.0,16.0,Премьера,монолитный,2015,2.8,совмещенный,
1-комнатная квартира,14500000.0,15.0,38.0,16.0,Gulder,,2022,2.8,совмещенный,
3-комнатная квартира,47000000.0,2.0,85.0,10.0,Хан-Тенгри,монолитный,2012,2.8,2 с/у и более,полностью меблирована
3-комнатная квартира,26000000.0,4.0,58.0,10.0,Alma City,монолитный,2020,2.7,совмещенный,
2-комнатная квартира,26500000.0,7.0,74.0,16.0,Премьера,,2013,3.0,совмещенный,полностью меблирована
2-комнатная квартира,26500000.0,7.0,74.0,16.0,Премьера,монолитный,2013,3.0,совмещенный,полностью меблирована
3-комнатная квартира,55000000.0,4.0,88.0,9.0,Хан-Тенгри,монолитный,2012,2.85,совмещенный,полностью меблирована
2-комнатная квартира,15500000.0,3.0,44.0,5.0,,,1989,2.7,раздельный,полностью меблирована
2-комнатная квартира,26000000.0,7.0,65.57,10.0,Alma City,,2021,2.75,раздельный,частично меблирована
3-комнатная квартира,45000000.0,3.0,88.0,9.0,Хан-Тенгри,монолитный,2012,,2 с/у и более,
3-комнатная квартира,21500000.0,2.0,65.0,5.0,,,1990,,раздельный,пустая
1-комнатная квартира,24000000.0,8.0,40.0,16.0,Gulder,,2020,2.7,совмещенный,полностью меблирована
1-комнатная квартира,5650000.0,3.0,18.4,4.0,,,2014,3.0,совмещенный,
3-комнатная квартира,31000000.0,5.0,78.0,6.0,Alma City,,2019,2.7,раздельный,частично меблирована
2-комнатная квартира,15500000.0,3.0,43.0,5.0,,,1989,,,
2-комнатная квартира,17500000.0,2.0,56.0,2.0,,,1990,,раздельный,
1-комнатная квартира,13500000.0,3.0,31.8,5.0,,,1988,,,
4-комнатная квартира,26900000.0,2.0,100.0,2.0,,,1987,,раздельный,
4-комнатная квартира,67000000.0,2.0,137.0,4.0,Alatau Golf Residences,монолитный,2021,3.2,раздельный,пустая
3-комнатная квартира,38500000.0,3.0,130.0,16.0,Премьера,монолитный,2012,2.8,2 с/у и более,частично меблирована
1-комнатная квартира,17200000.0,6.0,43.0,10.0,Alma City,монолитный,2021,2.8,совмещенный,пустая
1-комнатная квартира,16900000.0,9.0,42.0,10.0,,,2017,,совмещенный,
1-комнатная квартира,16900000.0,7.0,47.0,10.0,Alma City,,,,,
1-комнатная квартира,20500000.0,7.0,62.5,16.0,Премьера,монолитный,2012,2.8,совмещенный,полностью меблирована
2-комнатная квартира,25000000.0,1.0,110.0,16.0,,,2012,3.0,совмещенный,частично меблирована
1-комнатная квартира,13500000.0,8.0,28.3,10.0,Alma City,монолитный,2021,2.8,совмещенный,пустая
1-комнатная квартира,10000000.0,5.0,27.7,9.0,Nurly Dala,,2021,3.0,,
1-комнатная квартира,23000000.0,5.0,73.5,16.0,Премьера,монолитный,2012,,совмещенный,частично меблирована
1-комнатная квартира,11200000.0,1.0,30.3,9.0,Nurly Dala,монолитный,2021,2.8,,
2-комнатная квартира,33000000.0,1.0,67.5,10.0,Хан-Тенгри,монолитный,2013,2.9,2 с/у и более,полностью меблирована
1-комнатная квартира,18300000.0,8.0,44.0,9.0,Шугыла,,2020,2.7,совмещенный,полностью меблирована
3-комнатная квартира,75000000.0,9.0,165.0,9.0,Аль-Фараби,монолитный,2012,,2 с/у и более,частично меблирована
3-комнатная квартира,36000000.0,8.0,86.0,10.0,,,,,,
3-комнатная квартира,33000000.0,2.0,75.0,9.0,Шугыла,монолитный,2019,2.8,2 с/у и более,частично меблирована
1-комнатная квартира,20000000.0,16.0,66.7,16.0,Премьера,монолитный,2013,2.8,совмещенный,
2-комнатная квартира,15500000.0,3.0,43.0,5.0,,,1989,,раздельный,частично меблирована
3-комнатная квартира,17300000.0,2.0,70.0,9.0,,,,,,частично меблирована
1-комнатная квартира,12500000.0,2.0,34.0,2.0,,,1978,2.8,совмещенный,
3-комнатная квартира,37000000.0,7.0,89.0,9.0,,,2008,2.8,2 с/у и более,полностью меблирована
2-комнатная квартира,23500000.0,3.0,51.0,5.0,,,1989,3.0,раздельный,
1-комнатная квартира,16500000.0,2.0,35.0,2.0,,,1970,,совмещенный,частично меблирована
1-комнатная квартира,19500000.0,4.0,40.0,9.0,,,2017,,совмещенный,частично меблирована
3-комнатная квартира,35000000.0,10.0,132.0,16.0,Премьера,монолитный,2016,2.7,2 с/у и более,частично меблирована
2-комнатная квартира,27000000.0,13.0,98.8,16.0,Премьера,монолитный,2013,2.8,совмещенный,полностью меблирована
2-комнатная квартира,17000000.0,1.0,47.0,3.0,,,1984,2.5,совмещенный,частично меблирована
2-комнатная квартира,27500000.0,3.0,70.0,10.0,Alma City,монолитный,2021,3.0,раздельный,
1-комнатная квартира,24500000.0,12.0,64.0,16.0,,монолитный,2014,2.8,совмещенный,частично меблирована
2-комнатная квартира,18000000.0,7.0,40.0,10.0,,,,,совмещенный,полностью меблирована
2-комнатная квартира,13400000.0,10.0,47.0,10.0,,,2018,,,
3-комнатная квартира,38000000.0,7.0,75.0,14.0,Алмалы,монолитный,2017,2.7,2 с/у и более,частично меблирована
2-комнатная квартира,15500000.0,3.0,43.0,5.0,,,1989,,совмещенный,частично меблирована
2-комнатная квартира,24500000.0,12.0,60.0,12.0,Gulder,монолитный,2018,2.7,,пустая
1-комнатная квартира,17000000.0,8.0,42.0,9.0,,,2021,,совмещенный,пустая
2-комнатная квартира,24000000.0,7.0,93.0,14.0,Премьера,монолитный,2014,2.8,совмещенный,
3-комнатная квартира,21500000.0,2.0,65.0,5.0,,,1990,,раздельный,
2-комнатная квартира,19800000.0,1.0,60.0,10.0,Alma City,кирпичный,2019,2.85,совмещенный,пустая
2-комнатная квартира,16498989.0,3.0,43.0,5.0,,,1989,,раздельный,
1-комнатная квартира,7000000.0,1.0,21.0,3.0,,,2013,2.8,совмещенный,полностью меблирована
2-комнатная квартира,30000000.0,9.0,71.0,10.0,,,2020,2.7,,
1-комнатная квартира,20000000.0,1.0,45.0,9.0,,монолитный,2018,2.5,совмещенный,
3-комнатная квартира,22500000.0,3.0,68.7,5.0,,,1991,2.8,раздельный,
1-комнатная квартира,13400000.0,1.0,28.0,10.0,,,2021,2.8,,
1-комнатная квартира,9000000.0,9.0,31.0,10.0,Alma City,монолитный,2022,,,
3-комнатная квартира,31000000.0,2.0,78.4,6.0,Alma City,монолитный,2019,,раздельный,полностью меблирована
5-комнатная квартира,70000000.0,2.0,172.0,2.0,Тау Самал (КГ),кирпичный,2019,3.15,2 с/у и более,частично меблирована
2-комнатная квартира,31000000.0,12.0,108.0,16.0,Премьера,монолитный,2003,2.8,2 с/у и более,частично меблирована
2-комнатная квартира,36000000.0,9.0,106.0,16.0,Премьера,,2012,3.0,совмещенный,полностью меблирована
1-комнатная квартира,19000000.0,7.0,46.0,9.0,Шугыла-Сити,монолитный,2020,2.8,совмещенный,
1-комнатная квартира,13498989.0,3.0,31.8,5.0,,,1988,,совмещенный,частично меблирована
3-комнатная квартира,29000000.0,7.0,77.3,10.0,Alma City,,2020,2.7,совмещенный,частично меблирована
4-комнатная квартира,25500000.0,2.0,100.0,2.0,,,,2.5,,
3-комнатная квартира,35000000.0,9.0,98.6,16.0,Премьера,монолитный,2011,2.8,2 с/у и более,полностью меблирована
2-комнатная квартира,27600000.0,9.0,65.0,9.0,Шугыла-Сити,монолитный,2021,2.7,совмещенный,полностью меблирована
3-комнатная квартира,52000000.0,1.0,81.0,9.0,Аль-Фараби,монолитный,2015,2.7,совмещенный,пустая
2-комнатная квартира,18000000.0,5.0,33.4,6.0,Аскар Тау,,2013,2.7,совмещенный,частично меблирована
2-комнатная квартира,25200000.0,9.0,74.0,16.0,,,2012,2.8,совмещенный,частично меблирована
1-комнатная квартира,14500000.0,4.0,43.0,10.0,Alma City,монолитный,2020,,,
1-комнатная квартира,12500000.0,8.0,28.34,10.0,,,2020,3.0,,
1-комнатная квартира,15800000.0,3.0,41.0,9.0,Шугыла,монолитный,2017,2.7,совмещенный,
1-комнатная квартира,17500000.0,13.0,39.8,16.0,Gulder,монолитный,2021,2.7,раздельный,
2-комнатная квартира,24500000.0,12.0,60.0,13.0,Gulder,монолитный,2017,,совмещенный,
3-комнатная квартира,35000000.0,6.0,76.0,9.0,Шугыла,монолитный,2016,2.7,раздельный,полностью меблирована
3-комнатная квартира,67777777.0,2.0,135.2,4.0,Alatau Golf Residences,монолитный,2021,3.2,2 с/у и более,
1-комнатная квартира,13900000.0,6.0,44.0,10.0,,,2017,,совмещенный,
3-комнатная квартира,32000000.0,7.0,75.0,9.0,Шугыла,монолитный,2017,2.7,раздельный,частично меблирована
1-комнатная квартира,16500000.0,2.0,47.03,10.0,,,2021,,,
3-комнатная квартира,30000000.0,1.0,76.0,9.0,Шугыла,монолитный,2018,3.0,,частично меблирована
4-комнатная квартира,40000000.0,14.0,160.3,16.0,Премьера,,2016,2.85,2 с/у и более,частично меблирована
1-комнатная квартира,16500000.0,6.0,44.0,9.0,Шугыла,монолитный,2017,2.7,совмещенный,частично меблирована
2-комнатная квартира,15500000.0,3.0,45.0,5.0,,,1987,,раздельный,частично меблирована
1-комнатная квартира,13500000.0,2.0,31.0,5.0,,,1988,2.6,совмещенный,частично меблирована
2-комнатная квартира,27000000.0,1.0,110.0,15.0,Премьера,монолитный,2012,2.8,совмещенный,частично меблирована
3-комнатная квартира,29000000.0,9.0,80.0,10.0,Alma City,монолитный,2020,2.8,2 с/у и более,полностью меблирована
2-комнатная квартира,20300000.0,4.0,52.0,5.0,,,1994,,раздельный,полностью меблирована
1-комнатная квартира,14600000.0,7.0,47.0,7.0,Alma City,,2020,,,
1-комнатная квартира,16200000.0,7.0,44.0,10.0,,,2017,,совмещенный,
2-комнатная квартира,25000000.0,2.0,63.0,10.0,,,2017,,совмещенный,
4-комнатная квартира,51000000.0,9.0,160.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,пустая
1-комнатная квартира,15900000.0,2.0,32.0,2.0,,,1979,2.96,совмещенный,полностью меблирована
1-комнатная квартира,16000000.0,1.0,43.0,10.0,,,2017,,совмещенный,
1-комнатная квартира,23000000.0,3.0,40.0,16.0,Gulder,монолитный,2017,2.7,совмещенный,частично меблирована
1-комнатная квартира,23500000.0,3.0,48.0,9.0,Хан-Тенгри,монолитный,2010,,совмещенный,частично меблирована
3-комнатная квартира,27000000.0,1.0,68.0,6.0,,,2013,3.0,раздельный,полностью меблирована
1-комнатная квартира,17500000.0,9.0,44.0,9.0,,,2017,,совмещенный,
2-комнатная квартира,14300000.0,3.0,47.0,10.0,,,2015,2.8,,
1-комнатная квартира,15900000.0,8.0,40.0,9.0,Шугыла,монолитный,2017,2.7,,
1-комнатная квартира,17000000.0,2.0,44.0,10.0,,,2017,,совмещенный,
3-комнатная квартира,33000000.0,16.0,132.5,16.0,,,2014,2.8,2 с/у и более,частично меблирована
3-комнатная квартира,26000000.0,5.0,76.0,6.0,,,2017,,раздельный,
3-комнатная квартира,45000000.0,3.0,88.0,10.0,Хан-Тенгри,монолитный,2010,2.9,2 с/у и более,
1-комнатная квартира,16900000.0,6.0,43.7,9.0,,монолитный,2018,2.8,совмещенный,частично меблирована
1-комнатная квартира,7200000.0,2.0,20.0,2.0,,,2017,,совмещенный,полностью меблирована
2-комнатная квартира,23000000.0,9.0,60.0,10.0,,,2017,,совмещенный,
1-комнатная квартира,25000000.0,5.0,50.0,9.0,Хан-Тенгри,монолитный,2011,2.8,совмещенный,полностью меблирована
2-комнатная квартира,26000000.0,5.0,54.0,6.0,Alma City,монолитный,2019,2.7,совмещенный,
3-комнатная квартира,42000000.0,15.0,130.0,16.0,Премьера,,2014,,,
2-комнатная квартира,25000000.0,6.0,63.0,10.0,,,2017,,совмещенный,
1-комнатная квартира,16000000.0,1.0,40.5,9.0,Шугыла,монолитный,2018,2.75,совмещенный,частично меблирована
1-комнатная квартира,18000000.0,10.0,40.5,10.0,Alma City,монолитный,2019,2.7,совмещенный,
2-комнатная квартира,26000000.0,15.0,93.0,16.0,Премьера,монолитный,2013,2.8,совмещенный,полностью меблирована
1-комнатная квартира,16000000.0,4.0,39.8,9.0,Шугыла,,2018,,,
1-комнатная квартира,13800000.0,7.0,43.0,10.0,Alma City,,2020,2.8,,
1-комнатная квартира,8200000.0,7.0,31.0,9.0,,,2022,2.8,совмещенный,
1-комнатная квартира,20000000.0,3.0,50.0,10.0,Alma City,монолитный,2019,2.7,раздельный,частично меблирована
1-комнатная квартира,8200000.0,7.0,31.5,9.0,Alma City,монолитный,2022,2.8,совмещенный,пустая
1-комнатная квартира,21500000.0,12.0,64.0,12.0,Премьера,,2013,2.7,совмещенный,частично меблирована
3-комнатная квартира,31000000.0,2.0,75.0,9.0,Шугыла,монолитный,2019,2.8,2 с/у и более,полностью меблирована
1-комнатная квартира,18000000.0,4.0,38.35,16.0,,,2021,,,
2-комнатная квартира,35000000.0,2.0,108.0,16.0,,,2012,,раздельный,
2-комнатная квартира,20500000.0,7.0,71.0,9.0,Alma City,монолитный,2021,2.8,,
1-комнатная квартира,13300000.0,7.0,43.0,10.0,Alma City,монолитный,2020,2.7,совмещенный,пустая
2-комнатная квартира,14900000.0,7.0,47.0,10.0,,,2017,2.8,совмещенный,
2-комнатная квартира,19000000.0,5.0,53.4,5.0,,панельный,1990,2.5,раздельный,полностью меблирована
1-комнатная квартира,12800000.0,10.0,47.66,10.0,,,2022,2.7,,
3-комнатная квартира,30000000.0,6.0,72.0,10.0,Alma City,монолитный,2020,2.9,раздельный,
2-комнатная квартира,35500000.0,2.0,65.0,9.0,Хан-Тенгри,монолитный,2011,2.8,раздельный,полностью меблирована
3-комнатная квартира,34000000.0,16.0,127.3,18.0,Премьера,монолитный,2014,2.8,2 с/у и более,частично меблирована
2-комнатная квартира,13500000.0,3.0,31.8,5.0,,,1988,,совмещенный,частично меблирована
3-комнатная квартира,35000000.0,2.0,80.0,3.0,,,2015,3.0,2 с/у и более,полностью меблирована
2-комнатная квартира,22500000.0,1.0,56.0,6.0,,,2018,,совмещенный,частично меблирована
1-комнатная квартира,20000000.0,3.0,40.0,9.0,Шугыла,монолитный,2019,2.7,совмещенный,
2-комнатная квартира,18500000.0,10.0,41.8,10.0,Alma City,монолитный,2020,2.7,совмещенный,пустая
2-комнатная квартира,20000000.0,6.0,51.0,6.0,Nurly Dala,,2021,,,
2-комнатная квартира,25000000.0,16.0,108.0,16.0,,,2013,3.0,совмещенный,пустая
1-комнатная квартира,18000000.0,2.0,37.0,6.0,,,2019,2.75,совмещенный,пустая
1-комнатная квартира,14500000.0,9.0,47.03,10.0,Alma City,монолитный,2021,2.8,,
1-комнатная квартира,15600000.0,1.0,45.0,10.0,Alma City,монолитный,2020,2.8,совмещенный,пустая
3-комнатная квартира,25000000.0,2.0,65.2,3.0,,,1985,,раздельный,частично меблирована
1-комнатная квартира,12500000.0,3.0,42.06,5.0,Alma City,монолитный,2022,2.9,,
1-комнатная квартира,15000000.0,1.0,37.0,12.0,Gulder,монолитный,2021,2.7,,
3-комнатная квартира,50000000.0,8.0,114.0,10.0,Хан-Тенгри,монолитный,2010,,2 с/у и более,частично меблирована
1-комнатная квартира,12200000.0,1.0,40.0,4.0,,,2021,2.8,раздельный,пустая
3-комнатная квартира,37500000.0,11.0,85.0,12.0,Gulder,монолитный,2020,2.8,раздельный,полностью меблирована
1-комнатная квартира,19300000.0,7.0,38.0,12.0,Gulder,монолитный,2019,2.7,совмещенный,частично меблирована
2-комнатная квартира,25000000.0,6.0,72.0,9.0,,,2010,,совмещенный,пустая
2-комнатная квартира,18500000.0,2.0,36.0,6.0,Alma City,монолитный,2019,2.7,совмещенный,частично меблирована
1-комнатная квартира,20000000.0,9.0,64.0,12.0,Премьера,панельный,2015,3.0,совмещенный,
1-комнатная квартира,17000000.0,3.0,41.0,10.0,,,2010,,совмещенный,пустая
1-комнатная квартира,17800000.0,6.0,44.0,9.0,,,2010,,совмещенный,частично меблирована
2-комнатная квартира,18000000.0,3.0,44.0,3.0,,монолитный,2020,2.7,совмещенный,полностью меблирована
1-комнатная квартира,17000000.0,5.0,46.0,16.0,Премьера,монолитный,2013,2.8,совмещенный,частично меблирована
2-комнатная квартира,20000000.0,1.0,54.0,5.0,,,1990,2.5,раздельный,полностью меблирована
1-комнатная квартира,18000000.0,2.0,57.0,16.0,Премьера,монолитный,2013,2.8,совмещенный,частично меблирована
1-комнатная квартира,16800000.0,10.0,46.0,16.0,Премьера,монолитный,2010,2.8,совмещенный,частично меблирована
3-комнатная квартира,75000000.0,8.0,118.0,9.0,Аль-Фараби,,2009,2.8,2 с/у и более,полностью меблирована
3-комнатная квартира,16000000.0,1.0,57.0,1.0,,,,2.8,,
1-комнатная квартира,4450000.0,3.0,11.0,4.0,,,,,,
3-комнатная квартира,39900000.0,5.0,90.0,9.0,Хан-Тенгри,монолитный,2016,,2 с/у и более,полностью меблирована
4-комнатная квартира,36000000.0,13.0,133.0,16.0,Премьера,монолитный,2010,2.7,совмещенный,полностью меблирована
2-комнатная квартира,25500000.0,10.0,75.0,16.0,Премьера,монолитный,2014,2.8,совмещенный,частично меблирована
2-комнатная квартира,24000000.0,1.0,63.0,10.0,Alma City,монолитный,2019,2.7,совмещенный,частично меблирована
1-комнатная квартира,10500000.0,6.0,29.6,9.0,,,2021,,,
2-комнатная квартира,36000000.0,8.0,65.0,9.0,Аль-Фараби,монолитный,2015,,,
3-комнатная квартира,38500000.0,11.0,85.0,12.0,Gulder,монолитный,2020,2.9,раздельный,полностью меблирована
2-комнатная квартира,23000000.0,6.0,94.0,16.0,Премьера,монолитный,2014,2.8,совмещенный,пустая
3-комнатная квартира,30500000.0,5.0,132.0,16.0,Премьера,монолитный,2014,2.8,2 с/у и более,частично меблирована
4-комнатная квартира,36700000.0,8.0,160.0,16.0,Премьера,монолитный,2013,2.85,2 с/у и более,пустая
3-комнатная квартира,40000000.0,12.0,130.0,16.0,Премьера,монолитный,2012,2.8,2 с/у и более,пустая
3-комнатная квартира,32000000.0,3.0,132.0,16.0,Премьера,монолитный,2014,2.8,2 с/у и более,частично меблирована
2-комнатная квартира,28000000.0,5.0,98.0,16.0,Премьера,монолитный,2013,2.8,совмещенный,полностью меблирована
3-комнатная квартира,35000000.0,7.0,120.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,частично меблирована
2-комнатная квартира,28500000.0,2.0,75.0,16.0,Премьера,монолитный,2013,2.8,совмещенный,полностью меблирована
1-комнатная квартира,18000000.0,3.0,43.5,10.0,Alma City,монолитный,2018,2.8,,
1-комнатная квартира,20000499.0,3.0,64.0,16.0,Премьера,монолитный,2016,2.8,совмещенный,
1-комнатная квартира,18500000.0,6.0,45.0,9.0,Шугыла,монолитный,2017,2.8,совмещенный,частично меблирована
3-комнатная квартира,36000000.0,3.0,77.0,6.0,Alma City,монолитный,2019,2.8,раздельный,
1-комнатная квартира,10000000.0,7.0,28.0,10.0,,,2016,2.9,совмещенный,
2-комнатная квартира,28000000.0,9.0,108.0,16.0,,,2015,3.0,совмещенный,частично меблирована
2-комнатная квартира,12000000.0,3.0,38.0,5.0,,,1980,,совмещенный,полностью меблирована
3-комнатная квартира,24100000.0,9.0,91.5,10.0,,,2018,2.7,,пустая
1-комнатная квартира,15500000.0,10.0,45.0,10.0,,,2019,2.85,совмещенный,пустая
1-комнатная квартира,17500000.0,7.0,42.0,10.0,,,2019,2.7,совмещенный,полностью меблирована
1-комнатная квартира,15000000.0,5.0,32.5,6.0,,,2019,2.8,совмещенный,полностью меблирована
1-комнатная квартира,7500000.0,1.0,21.0,3.0,,,2013,,совмещенный,
1-комнатная квартира,22900000.0,6.0,62.0,9.0,Шугыла,монолитный,2017,2.7,раздельный,частично меблирована
1-комнатная квартира,21500000.0,3.0,50.0,9.0,,,2010,2.9,совмещенный,полностью меблирована
2-комнатная квартира,17500000.0,4.0,60.43,10.0,Alma City,монолитный,2022,2.8,,
2-комнатная квартира,27000000.0,5.0,63.0,10.0,Alma City,монолитный,2020,2.8,совмещенный,частично меблирована
2-комнатная квартира,17000000.0,9.0,61.0,10.0,Alma City,монолитный,2022,,,
7-комнатная квартира,300000000.0,,477.0,,,,,3.2,2 с/у и более,полностью меблирована
1-комнатная квартира,18500000.0,5.0,40.0,9.0,Шугыла,,2019,2.75,совмещенный,частично меблирована
2-комнатная квартира,14900000.0,7.0,47.0,10.0,,,2017,,раздельный,пустая
3-комнатная квартира,28000000.0,4.0,76.0,9.0,,,2019,2.8,,
2-комнатная квартира,14800000.0,10.0,53.0,10.0,Alma City,монолитный,2022,2.8,раздельный,пустая
3-комнатная квартира,27600000.0,2.0,74.7,5.0,,,1990,,раздельный,полностью меблирована
2-комнатная квартира,25500000.0,10.0,75.0,14.0,Премьера,монолитный,2014,,,
3-комнатная квартира,55000000.0,5.0,140.0,16.0,,,2013,2.9,2 с/у и более,полностью меблирована
1-комнатная квартира,13500000.0,10.0,43.0,10.0,,,2021,,,
1-комнатная квартира,15500000.0,3.0,36.0,5.0,Alma City,монолитный,2019,2.7,совмещенный,
1-комнатная квартира,20500000.0,7.0,62.8,12.0,Премьера,монолитный,2012,2.8,совмещенный,полностью меблирована
2-комнатная квартира,19500000.0,1.0,60.0,10.0,,,2017,,,
4-комнатная квартира,40000000.0,15.0,132.5,16.0,,,2013,,раздельный,пустая
2-комнатная квартира,15000000.0,8.0,51.0,10.0,,,2017,2.7,,
1-комнатная квартира,16500000.0,10.0,44.0,10.0,,,2018,,совмещенный,
2-комнатная квартира,22000000.0,1.0,62.0,10.0,,,2016,,совмещенный,
4-комнатная квартира,38000000.0,11.0,161.0,16.0,Премьера,монолитный,2012,,,
2-комнатная квартира,19000000.0,1.0,36.7,3.0,Miras Sweet Home,монолитный,2018,2.8,совмещенный,частично меблирована
4-комнатная квартира,109000000.0,,187.0,,,,2016,,2 с/у и более,полностью меблирована
5-комнатная квартира,170800000.0,,360.0,,Bella Villa (КГ),монолитный,2009,,2 с/у и более,частично меблирована
3-комнатная квартира,33000000.0,8.0,83.8,14.0,,,2018,2.8,2 с/у и более,
1-комнатная квартира,18900000.0,1.0,45.0,10.0,Alma City,,2020,,,
2-комнатная квартира,23200000.0,6.0,62.0,9.0,Шугыла,монолитный,2018,2.7,раздельный,
1-комнатная квартира,7500000.0,1.0,21.0,3.0,,,2013,2.8,совмещенный,полностью меблирована
1-комнатная квартира,16900000.0,13.0,45.0,16.0,Премьера,монолитный,2012,2.8,,полностью меблирована
3-комнатная квартира,30000000.0,7.0,97.0,16.0,Премьера,монолитный,2013,2.8,совмещенный,полностью меблирована
1-комнатная квартира,17990000.0,6.0,44.0,9.0,Шугыла,монолитный,2017,2.7,совмещенный,
3-комнатная квартира,35000000.0,5.0,132.0,16.0,Премьера,монолитный,2014,3.0,2 с/у и более,
3-комнатная квартира,31000000.0,6.0,75.0,9.0,Шугыла,монолитный,2018,2.7,раздельный,полностью меблирована
2-комнатная квартира,17700000.0,2.0,44.5,12.0,,,2017,,совмещенный,
1-комнатная квартира,13600000.0,9.0,42.0,10.0,,,2017,,совмещенный,
1-комнатная квартира,7000000.0,9.0,26.0,10.0,Alma City,монолитный,2022,,,
