number_of_rooms,Price,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
2-комнатная квартира,23500000.0,1.0,54.0,5.0,,,1983.0,2.9,раздельный,полностью меблирована
1-комнатная квартира,14500000.0,5.0,37.0,5.0,,,1987.0,2.7,совмещенный,полностью меблирована
1-комнатная квартира,13000000.0,1.0,35.0,6.0,,,2009.0,,,частично меблирована
3-комнатная квартира,32500000.0,3.0,78.3,9.0,,,,,раздельный,полностью меблирована
1-комнатная квартира,7700000.0,2.0,18.4,3.0,,,,,совмещенный,полностью меблирована
3-комнатная квартира,29000000.0,5.0,74.0,9.0,Максима на Райымбека,монолитный,2007.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,24100000.0,2.0,88.5,6.0,,,2019.0,,,
1-комнатная квартира,17500000.0,1.0,39.2,5.0,,монолитный,2005.0,2.7,совмещенный,
2-комнатная квартира,20500000.0,4.0,42.1,5.0,,,2006.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,13500000.0,1.0,44.0,5.0,,,2013.0,,,
2-комнатная квартира,23700000.0,2.0,64.0,6.0,Кокжиек,монолитный,2010.0,2.7,раздельный,
2-комнатная квартира,25000000.0,2.0,64.0,6.0,,,,2.73,раздельный,полностью меблирована
2-комнатная квартира,9500000.0,1.0,36.0,2.0,,,1974.0,,совмещенный,частично меблирована
1-комнатная квартира,20000000.0,6.0,47.9,9.0,,,2006.0,2.7,совмещенный,полностью меблирована
2-комнатная квартира,21000000.0,5.0,54.0,5.0,,,1987.0,3.0,раздельный,
2-комнатная квартира,25000000.0,2.0,54.0,5.0,,,1989.0,2.7,раздельный,полностью меблирована
3-комнатная квартира,27000000.0,2.0,66.1,5.0,,,1982.0,2.5,совмещенный,
2-комнатная квартира,26000000.0,1.0,61.3,5.0,,,2007.0,2.7,раздельный,частично меблирована
3-комнатная квартира,34500000.0,9.0,92.0,10.0,,монолитный,2006.0,3.0,раздельный,полностью меблирована
1-комнатная квартира,15000000.0,5.0,39.0,5.0,,,1989.0,2.8,раздельный,пустая
2-комнатная квартира,22700000.0,4.0,54.0,5.0,,,1985.0,2.8,раздельный,
3-комнатная квартира,35000000.0,2.0,70.0,5.0,,,1986.0,,раздельный,
1-комнатная квартира,18500000.0,9.0,47.7,9.0,,,2006.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,13999999.0,1.0,33.8,5.0,,,1989.0,,совмещенный,
2-комнатная квартира,25000000.0,5.0,60.0,5.0,,,1990.0,2.85,раздельный,
3-комнатная квартира,20000000.0,6.0,105.0,6.0,,монолитный,2009.0,2.8,раздельный,частично меблирована
1-комнатная квартира,13500000.0,1.0,44.0,5.0,,,2012.0,,раздельный,частично меблирована
1-комнатная квартира,4500000.0,2.0,12.0,3.0,,,,,раздельный,частично меблирована
3-комнатная квартира,15000000.0,2.0,56.0,2.0,,,,2.6,раздельный,частично меблирована
3-комнатная квартира,27000000.0,1.0,78.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,раздельный,частично меблирована
3-комнатная квартира,36500000.0,1.0,74.0,5.0,,,1989.0,3.0,раздельный,частично меблирована
2-комнатная квартира,22500000.0,1.0,62.9,6.0,,,2010.0,,раздельный,частично меблирована
3-комнатная квартира,27500000.0,5.0,64.0,5.0,,,,,2 с/у и более,частично меблирована
3-комнатная квартира,24500000.0,2.0,87.0,3.0,,,1984.0,,,
4-комнатная квартира,35999999.0,4.0,85.0,5.0,,,1985.0,2.7,раздельный,частично меблирована
2-комнатная квартира,11000000.0,,36.7,,,,1974.0,2.5,совмещенный,пустая
3-комнатная квартира,36000000.0,2.0,77.0,9.0,,,2007.0,,раздельный,полностью меблирована
1-комнатная квартира,15000000.0,3.0,45.0,7.0,Северное кольцо,монолитный,2015.0,2.8,совмещенный,полностью меблирована
3-комнатная квартира,39000000.0,,80.0,,,,,,раздельный,
2-комнатная квартира,21000000.0,5.0,43.0,5.0,,,1984.0,2.5,совмещенный,
3-комнатная квартира,32900000.0,9.0,93.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,раздельный,частично меблирована
3-комнатная квартира,26000000.0,1.0,64.0,5.0,,,1983.0,,,
4-комнатная квартира,24999999.0,3.0,81.0,5.0,,,1987.0,,раздельный,частично меблирована
1-комнатная квартира,20000000.0,7.0,45.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,совмещенный,пустая
1-комнатная квартира,18900000.0,2.0,44.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,совмещенный,частично меблирована
4-комнатная квартира,36100000.0,3.0,76.4,5.0,,,1982.0,,,
3-комнатная квартира,30900000.0,9.0,91.0,9.0,,,2005.0,,,
2-комнатная квартира,26500000.0,3.0,53.8,5.0,,,1988.0,2.8,раздельный,полностью меблирована
1-комнатная квартира,16500000.0,4.0,42.0,5.0,,,2006.0,,совмещенный,частично меблирована
1-комнатная квартира,16500000.0,1.0,43.4,3.0,,,1975.0,2.0,раздельный,частично меблирована
3-комнатная квартира,13900000.0,1.0,62.0,4.0,,,1975.0,,совмещенный,частично меблирована
3-комнатная квартира,27000000.0,5.0,67.0,5.0,,,1983.0,,,частично меблирована
3-комнатная квартира,25500000.0,2.0,59.0,5.0,,,1984.0,,раздельный,частично меблирована
2-комнатная квартира,16900000.0,2.0,45.0,3.0,,,1983.0,,совмещенный,
3-комнатная квартира,26000000.0,1.0,65.0,5.0,,,1983.0,2.7,раздельный,
2-комнатная квартира,24400000.0,8.0,56.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,,частично меблирована
4-комнатная квартира,11000000.0,2.0,73.0,2.0,,,,,,
1-комнатная квартира,14000000.0,5.0,39.6,6.0,,,2008.0,,совмещенный,частично меблирована
2-комнатная квартира,16900000.0,2.0,45.0,3.0,,,1984.0,,совмещенный,полностью меблирована
2-комнатная квартира,28000000.0,8.0,68.3,9.0,,,2005.0,2.7,раздельный,частично меблирована
1-комнатная квартира,17000000.0,5.0,41.8,5.0,,,1987.0,2.8,раздельный,полностью меблирована
3-комнатная квартира,27000000.0,1.0,60.0,5.0,,,1986.0,2.7,раздельный,
3-комнатная квартира,33500000.0,3.0,70.0,5.0,,,1989.0,2.9,раздельный,
3-комнатная квартира,31000000.0,1.0,75.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,раздельный,частично меблирована
4-комнатная квартира,28500000.0,5.0,84.0,5.0,,,1987.0,2.6,раздельный,полностью меблирована
1-комнатная квартира,15300000.0,3.0,40.0,6.0,,,2008.0,,совмещенный,частично меблирована
2-комнатная квартира,24000000.0,4.0,65.5,6.0,,,2009.0,2.7,раздельный,полностью меблирована
2-комнатная квартира,16000000.0,1.0,33.3,8.0,Северное кольцо,кирпичный,2016.0,3.0,совмещенный,полностью меблирована
2-комнатная квартира,21000000.0,6.0,42.0,9.0,,,,2.8,совмещенный,частично меблирована
3-комнатная квартира,40000000.0,8.0,88.0,9.0,,,2014.0,3.0,2 с/у и более,полностью меблирована
2-комнатная квартира,22500000.0,4.0,64.0,6.0,Кокжиек,монолитный,2009.0,,раздельный,
3-комнатная квартира,28000000.0,5.0,62.0,5.0,,,,2.5,раздельный,полностью меблирована
3-комнатная квартира,22000000.0,3.0,85.0,3.0,,,1980.0,,раздельный,
2-комнатная квартира,27000000.0,9.0,62.0,9.0,,,2005.0,2.8,раздельный,частично меблирована
1-комнатная квартира,16500000.0,5.0,40.0,5.0,,,1983.0,,раздельный,полностью меблирована
2-комнатная квартира,24350000.0,4.0,55.0,9.0,,,2015.0,3.0,совмещенный,частично меблирована
1-комнатная квартира,17500000.0,3.0,43.0,5.0,,,1994.0,2.8,раздельный,частично меблирована
3-комнатная квартира,22500000.0,2.0,88.4,3.0,,,1986.0,2.8,раздельный,пустая
3-комнатная квартира,30000000.0,1.0,56.0,5.0,,,1984.0,2.5,раздельный,частично меблирована
1-комнатная квартира,14500000.0,3.0,39.0,5.0,,,1982.0,,,
2-комнатная квартира,27000000.0,2.0,47.0,5.0,,,1989.0,2.8,раздельный,пустая
4-комнатная квартира,28000000.0,6.0,116.0,6.0,,,2009.0,2.9,раздельный,полностью меблирована
3-комнатная квартира,27000000.0,2.0,59.0,5.0,,,1984.0,2.7,раздельный,
1-комнатная квартира,14600000.0,3.0,40.0,5.0,,,1982.0,,,
2-комнатная квартира,24300000.0,4.0,55.0,9.0,,,2015.0,,,
1-комнатная квартира,21000000.0,1.0,44.0,9.0,,,2005.0,,совмещенный,частично меблирована
1-комнатная квартира,6300000.0,2.0,13.0,3.0,,,1984.0,3.0,совмещенный,полностью меблирована
3-комнатная квартира,24000000.0,1.0,60.0,5.0,,,1982.0,2.8,раздельный,частично меблирована
2-комнатная квартира,21000000.0,5.0,43.3,5.0,,,1966.0,,совмещенный,
2-комнатная квартира,24000000.0,6.0,70.0,9.0,,,2005.0,2.8,раздельный,частично меблирована
2-комнатная квартира,16500000.0,1.0,44.0,3.0,,,1985.0,2.6,совмещенный,пустая
2-комнатная квартира,19000000.0,4.0,45.0,5.0,,,1985.0,,,
2-комнатная квартира,23500000.0,8.0,55.4,9.0,Максима на Райымбека,монолитный,2007.0,2.7,раздельный,
1-комнатная квартира,15300000.0,1.0,44.0,9.0,,,2017.0,,раздельный,частично меблирована
2-комнатная квартира,30000000.0,1.0,65.3,6.0,,,2018.0,2.8,2 с/у и более,пустая
2-комнатная квартира,22000000.0,1.0,60.0,5.0,,,,2.8,,
2-комнатная квартира,25000000.0,1.0,69.1,3.0,,,1976.0,2.75,совмещенный,
1-комнатная квартира,14500000.0,1.0,31.0,5.0,,,1964.0,,совмещенный,частично меблирована
3-комнатная квартира,30000000.0,2.0,60.0,5.0,,панельный,1986.0,2.5,совмещенный,полностью меблирована
3-комнатная квартира,23000000.0,5.0,58.8,5.0,,,1982.0,2.5,раздельный,частично меблирована
3-комнатная квартира,25800000.0,5.0,58.0,5.0,,панельный,1985.0,,раздельный,
3-комнатная квартира,32000000.0,1.0,67.7,5.0,,,1989.0,2.6,раздельный,частично меблирована
4-комнатная квартира,44000000.0,2.0,90.0,5.0,,,1989.0,2.8,раздельный,пустая
3-комнатная квартира,24000000.0,1.0,62.0,2.0,,,1970.0,2.5,совмещенный,полностью меблирована
1-комнатная квартира,7500000.0,3.0,30.0,3.0,,,1979.0,,совмещенный,частично меблирована
2-комнатная квартира,15000000.0,1.0,46.0,2.0,,,,2.8,совмещенный,частично меблирована
3-комнатная квартира,25000000.0,1.0,65.2,5.0,,,1985.0,2.5,раздельный,полностью меблирована
1-комнатная квартира,5000000.0,1.0,20.0,1.0,,,,3.0,,
2-комнатная квартира,8600000.0,2.0,48.2,2.0,,,1960.0,2.8,раздельный,частично меблирована
3-комнатная квартира,25000000.0,2.0,60.0,4.0,,,1966.0,,,
4-комнатная квартира,35000000.0,5.0,100.0,5.0,,,1991.0,2.8,раздельный,полностью меблирована
2-комнатная квартира,21500000.0,5.0,43.0,5.0,,,1989.0,,,частично меблирована
3-комнатная квартира,44500000.0,5.0,95.1,12.0,Радужный берег,монолитный,2016.0,2.8,2 с/у и более,полностью меблирована
3-комнатная квартира,32000000.0,1.0,78.0,5.0,,,2006.0,,раздельный,полностью меблирована
3-комнатная квартира,31000000.0,3.0,67.5,5.0,,,1989.0,2.7,раздельный,частично меблирована
1-комнатная квартира,16500000.0,2.0,40.0,5.0,,,1989.0,2.8,раздельный,
1-комнатная квартира,15300000.0,3.0,40.0,6.0,,,2008.0,2.8,совмещенный,частично меблирована
1-комнатная квартира,13500000.0,1.0,44.0,5.0,,,2013.0,2.8,совмещенный,
2-комнатная квартира,23000000.0,4.0,65.0,6.0,,,,2.8,раздельный,частично меблирована
2-комнатная квартира,24000000.0,2.0,46.0,5.0,,,1985.0,2.85,раздельный,
3-комнатная квартира,30000000.0,5.0,69.0,5.0,,кирпичный,1997.0,2.7,раздельный,полностью меблирована
2-комнатная квартира,26500000.0,2.0,58.0,5.0,,,2008.0,2.7,раздельный,частично меблирована
2-комнатная квартира,25700000.0,3.0,48.1,5.0,,,1990.0,2.8,раздельный,частично меблирована
2-комнатная квартира,26900000.0,4.0,70.0,9.0,,,2004.0,2.8,раздельный,полностью меблирована
2-комнатная квартира,23500000.0,5.0,63.5,6.0,,,2010.0,2.8,раздельный,частично меблирована
2-комнатная квартира,10500000.0,1.0,53.0,2.0,,,1962.0,3.2,совмещенный,полностью меблирована
3-комнатная квартира,35000000.0,4.0,70.0,5.0,,,1997.0,2.7,раздельный,
1-комнатная квартира,13500000.0,1.0,44.0,5.0,,,2013.0,2.7,,
1-комнатная квартира,18700000.0,4.0,44.0,9.0,Максима на Райымбека,монолитный,2005.0,2.8,совмещенный,
1-комнатная квартира,16000000.0,1.0,43.0,5.0,,,1985.0,2.8,,пустая
2-комнатная квартира,24000000.0,4.0,46.0,6.0,,,1993.0,2.8,совмещенный,частично меблирована
4-комнатная квартира,25000000.0,1.0,86.0,5.0,,,1992.0,2.7,раздельный,пустая
1-комнатная квартира,17000000.0,5.0,44.0,5.0,,,2006.0,2.8,совмещенный,пустая
3-комнатная квартира,18000000.0,2.0,70.0,2.0,,,1980.0,3.0,совмещенный,пустая
2-комнатная квартира,21000000.0,4.0,62.4,5.0,Кокжиек,,2010.0,2.7,раздельный,полностью меблирована
1-комнатная квартира,7400000.0,2.0,16.0,4.0,,,,2.5,совмещенный,частично меблирована
2-комнатная квартира,24990000.0,3.0,59.9,5.0,,,1985.0,2.8,раздельный,частично меблирована
1-комнатная квартира,13500000.0,6.0,41.0,6.0,,,,2.7,совмещенный,пустая
4-комнатная квартира,45000000.0,3.0,88.0,5.0,,,1988.0,2.5,раздельный,пустая
3-комнатная квартира,32000000.0,3.0,79.0,5.0,,,2007.0,2.8,раздельный,частично меблирована
1-комнатная квартира,13500000.0,1.0,44.0,5.0,,,2013.0,2.6,совмещенный,частично меблирована
1-комнатная квартира,6000000.0,1.0,17.0,2.0,,,,3.0,совмещенный,полностью меблирована
1-комнатная квартира,17000000.0,4.0,42.0,5.0,,,2007.0,,,полностью меблирована
1-комнатная квартира,6000000.0,3.0,14.3,3.0,,,1963.0,,совмещенный,частично меблирована
4-комнатная квартира,48000000.0,6.0,110.6,8.0,,,2010.0,2.9,совмещенный,полностью меблирована
2-комнатная квартира,32000000.0,2.0,58.0,5.0,,,2012.0,2.7,раздельный,
1-комнатная квартира,15000000.0,5.0,31.9,5.0,,,1987.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,25400000.0,1.0,66.0,6.0,,,2008.0,2.7,раздельный,полностью меблирована
1-комнатная квартира,17000000.0,1.0,42.0,5.0,,,1985.0,,совмещенный,
6-комнатная квартира,43000000.0,3.0,150.0,4.0,,,1986.0,,2 с/у и более,полностью меблирована
1-комнатная квартира,18000000.0,5.0,43.0,5.0,,,1983.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,24900000.0,5.0,64.0,5.0,,,1983.0,,раздельный,частично меблирована
2-комнатная квартира,20500000.0,2.0,61.5,6.0,,монолитный,2011.0,,раздельный,частично меблирована
1-комнатная квартира,17500000.0,4.0,37.4,5.0,,,2004.0,3.0,,
3-комнатная квартира,28000000.0,5.0,60.0,5.0,,,1989.0,2.5,раздельный,полностью меблирована
2-комнатная квартира,24000000.0,2.0,56.0,5.0,,,1988.0,,раздельный,частично меблирована
2-комнатная квартира,20500000.0,3.0,60.0,5.0,,,1996.0,,раздельный,частично меблирована
2-комнатная квартира,19900000.0,1.0,54.0,5.0,,,1995.0,,раздельный,частично меблирована
2-комнатная квартира,22600000.0,4.0,60.0,5.0,,,,3.0,раздельный,частично меблирована
3-комнатная квартира,30500000.0,1.0,71.0,5.0,,,1983.0,,совмещенный,частично меблирована
1-комнатная квартира,17000000.0,2.0,43.9,3.0,,,1975.0,2.5,раздельный,пустая
3-комнатная квартира,35000000.0,9.0,80.0,9.0,Максима на Райымбека,монолитный,2007.0,,,
1-комнатная квартира,13500000.0,6.0,41.0,6.0,,,2008.0,2.7,совмещенный,пустая
2-комнатная квартира,25000000.0,2.0,62.5,6.0,,,2011.0,2.85,раздельный,пустая
1-комнатная квартира,14500000.0,4.0,38.5,5.0,,,2012.0,2.7,совмещенный,
1-комнатная квартира,15000000.0,3.0,34.4,5.0,,,1988.0,2.6,совмещенный,пустая
1-комнатная квартира,17500000.0,4.0,37.0,9.0,,,2015.0,2.7,совмещенный,полностью меблирована
2-комнатная квартира,23600000.0,5.0,57.0,9.0,,,2006.0,3.0,раздельный,
1-комнатная квартира,13500000.0,1.0,44.0,5.0,,,2013.0,2.8,совмещенный,пустая
3-комнатная квартира,28500000.0,1.0,70.0,6.0,,,1991.0,2.75,раздельный,
2-комнатная квартира,24300000.0,4.0,55.0,9.0,,,2015.0,,совмещенный,
2-комнатная квартира,25700000.0,4.0,62.0,6.0,,,2007.0,2.8,раздельный,полностью меблирована
1-комнатная квартира,17000000.0,1.0,42.0,5.0,,,1991.0,2.8,совмещенный,частично меблирована
1-комнатная квартира,17600000.0,1.0,42.0,5.0,,,1993.0,,раздельный,пустая
1-комнатная квартира,16500000.0,5.0,40.0,5.0,,,1987.0,,раздельный,полностью меблирована
1-комнатная квартира,15200000.0,1.0,40.0,6.0,,,,2.7,совмещенный,
3-комнатная квартира,23000000.0,6.0,110.0,6.0,,,,,,
2-комнатная квартира,22900000.0,5.0,60.0,9.0,,,2016.0,,раздельный,частично меблирована
1-комнатная квартира,18000000.0,2.0,43.9,3.0,,,1975.0,2.0,раздельный,пустая
1-комнатная квартира,13500000.0,5.0,36.0,5.0,,,1989.0,2.8,совмещенный,полностью меблирована
1-комнатная квартира,13500000.0,1.0,33.0,5.0,,,1982.0,,совмещенный,
1-комнатная квартира,21000000.0,1.0,44.0,9.0,Максима на Райымбека,монолитный,2005.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,14500000.0,3.0,34.0,5.0,,,1990.0,,,
3-комнатная квартира,25000000.0,4.0,65.0,5.0,,,1985.0,2.7,совмещенный,частично меблирована
2-комнатная квартира,23900000.0,2.0,56.0,5.0,,,1988.0,2.7,раздельный,полностью меблирована
1-комнатная квартира,16500000.0,5.0,43.0,5.0,,,1988.0,,совмещенный,частично меблирована
2-комнатная квартира,18500000.0,4.0,42.0,5.0,,,1984.0,2.5,совмещенный,
1-комнатная квартира,13500000.0,1.0,44.0,5.0,,,2013.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,11000000.0,1.0,40.0,2.0,,,,,раздельный,частично меблирована
1-комнатная квартира,14500000.0,3.0,33.6,5.0,,,1990.0,,совмещенный,пустая
2-комнатная квартира,23500000.0,2.0,60.0,5.0,,,1989.0,3.0,раздельный,частично меблирована
1-комнатная квартира,14500000.0,3.0,34.0,5.0,,,1990.0,2.7,совмещенный,
1-комнатная квартира,16000000.0,2.0,43.9,3.0,,,1975.0,,раздельный,пустая
2-комнатная квартира,30000000.0,7.0,63.5,9.0,Айнабулак,монолитный,2018.0,2.7,совмещенный,полностью меблирована
3-комнатная квартира,28000000.0,2.0,93.3,3.0,,,1974.0,2.7,раздельный,частично меблирована
2-комнатная квартира,19500000.0,5.0,56.0,5.0,,,1988.0,2.6,раздельный,частично меблирована
1-комнатная квартира,17500000.0,1.0,42.0,5.0,,,1986.0,3.0,совмещенный,частично меблирована
2-комнатная квартира,16999999.0,2.0,33.0,3.0,,,1985.0,,,
2-комнатная квартира,13500000.0,3.0,40.0,3.0,,,1980.0,,совмещенный,полностью меблирована
1-комнатная квартира,12200000.0,5.0,33.3,5.0,,,1985.0,,совмещенный,полностью меблирована
3-комнатная квартира,31000000.0,1.0,75.0,9.0,,,2006.0,2.7,раздельный,частично меблирована
1-комнатная квартира,5700000.0,1.0,19.0,4.0,,,1970.0,,,
1-комнатная квартира,18000000.0,1.0,33.0,4.0,,,1982.0,,,
1-комнатная квартира,11000000.0,5.0,45.9,5.0,,,2011.0,2.9,,
1-комнатная квартира,18000000.0,4.0,40.0,6.0,,,2011.0,2.6,совмещенный,
3-комнатная квартира,32000000.0,3.0,78.0,9.0,,,2015.0,,раздельный,полностью меблирована
2-комнатная квартира,23000000.0,5.0,62.0,6.0,,,2007.0,2.8,раздельный,частично меблирована
1-комнатная квартира,16500000.0,2.0,43.9,3.0,,,1975.0,2.5,раздельный,пустая
3-комнатная квартира,21500000.0,5.0,67.0,5.0,,,1988.0,2.8,раздельный,частично меблирована
3-комнатная квартира,22000000.0,5.0,68.4,5.0,,,1987.0,,раздельный,пустая
3-комнатная квартира,24000000.0,5.0,64.0,5.0,,,1983.0,,раздельный,
3-комнатная квартира,25999999.0,4.0,66.0,5.0,,,1982.0,,раздельный,
1-комнатная квартира,15000000.0,3.0,39.9,5.0,,,1985.0,,раздельный,
1-комнатная квартира,16900000.0,4.0,40.0,5.0,,,1987.0,,совмещенный,частично меблирована
1-комнатная квартира,17000000.0,2.0,40.0,5.0,,,1986.0,,раздельный,
2-комнатная квартира,12000000.0,2.0,35.5,2.0,,,,2.5,совмещенный,
2-комнатная квартира,23000000.0,4.0,60.0,5.0,,,2006.0,2.8,раздельный,полностью меблирована
2-комнатная квартира,13000000.0,1.0,46.0,2.0,,,1960.0,3.0,совмещенный,
2-комнатная квартира,20000000.0,4.0,42.0,5.0,,,1982.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,18500000.0,3.0,38.0,5.0,,,,2.7,,
2-комнатная квартира,25000000.0,7.0,56.0,10.0,Максима на Райымбека,монолитный,2007.0,2.7,раздельный,полностью меблирована
1-комнатная квартира,20000000.0,3.0,42.0,5.0,,,1985.0,,совмещенный,
3-комнатная квартира,15500000.0,2.0,55.0,2.0,,,,2.7,совмещенный,частично меблирована
3-комнатная квартира,27500000.0,1.0,68.0,5.0,,,1987.0,3.0,совмещенный,
1-комнатная квартира,16500000.0,5.0,40.0,5.0,,,1983.0,2.8,раздельный,полностью меблирована
1-комнатная квартира,14700000.0,4.0,33.0,5.0,,,1985.0,2.6,совмещенный,пустая
4-комнатная квартира,37500000.0,4.0,84.0,5.0,,панельный,1988.0,,,
1-комнатная квартира,13000000.0,3.0,39.0,5.0,,,2008.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,17500000.0,3.0,57.0,3.0,,,1981.0,2.7,раздельный,частично меблирована
1-комнатная квартира,14100000.0,4.0,40.0,6.0,,,2008.0,,совмещенный,частично меблирована
2-комнатная квартира,23000000.0,1.0,49.0,5.0,,,1990.0,2.7,раздельный,полностью меблирована
3-комнатная квартира,29500000.0,4.0,75.0,6.0,,,2009.0,,раздельный,частично меблирована
2-комнатная квартира,18500000.0,1.0,40.0,5.0,,,1978.0,,совмещенный,частично меблирована
1-комнатная квартира,15900000.0,3.0,40.0,5.0,,,1989.0,2.8,раздельный,частично меблирована
1-комнатная квартира,11000000.0,1.0,40.0,5.0,,,2010.0,2.6,совмещенный,частично меблирована
3-комнатная квартира,24500000.0,3.0,65.0,5.0,,,1984.0,,раздельный,частично меблирована
3-комнатная квартира,25000000.0,5.0,68.4,5.0,,,1988.0,,раздельный,
2-комнатная квартира,24500000.0,5.0,55.0,9.0,,,2015.0,3.0,совмещенный,частично меблирована
1-комнатная квартира,17000000.0,1.0,41.0,5.0,,,2006.0,3.0,совмещенный,
2-комнатная квартира,20500000.0,2.0,62.0,6.0,Кокжиек,монолитный,2011.0,2.7,раздельный,частично меблирована
1-комнатная квартира,17500000.0,8.0,46.0,9.0,,,2004.0,3.0,совмещенный,частично меблирована
4-комнатная квартира,33000000.0,3.0,84.0,5.0,,,1989.0,2.6,раздельный,частично меблирована
2-комнатная квартира,20500000.0,2.0,61.0,6.0,Кокжиек,монолитный,2011.0,2.7,раздельный,частично меблирована
1-комнатная квартира,14500000.0,3.0,33.6,5.0,,,1990.0,3.0,совмещенный,пустая
2-комнатная квартира,22900000.0,3.0,53.0,5.0,,,1983.0,2.8,раздельный,полностью меблирована
2-комнатная квартира,24000000.0,5.0,55.0,5.0,,,1990.0,,совмещенный,полностью меблирована
3-комнатная квартира,35000000.0,1.0,69.0,5.0,,,2000.0,,раздельный,полностью меблирована
2-комнатная квартира,22000000.0,1.0,58.0,5.0,,,1975.0,2.8,раздельный,
2-комнатная квартира,25000000.0,1.0,67.7,5.0,,,2004.0,2.8,раздельный,частично меблирована
1-комнатная квартира,17000000.0,2.0,40.3,5.0,,,1987.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,21700000.0,9.0,56.2,10.0,,,2007.0,,раздельный,
3-комнатная квартира,39000000.0,4.0,90.0,9.0,,,2014.0,2.8,совмещенный,
2-комнатная квартира,21000000.0,5.0,49.0,5.0,,,1988.0,2.5,совмещенный,
1-комнатная квартира,16000000.0,2.0,33.0,5.0,,,1985.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,26000000.0,1.0,64.0,5.0,,,1998.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,22500000.0,6.0,61.9,6.0,Кокжиек,монолитный,2009.0,2.7,раздельный,полностью меблирована
3-комнатная квартира,28000000.0,5.0,67.0,5.0,,,1983.0,2.9,раздельный,частично меблирована
1-комнатная квартира,14500000.0,3.0,40.0,6.0,,,2009.0,2.8,совмещенный,
1-комнатная квартира,16500000.0,5.0,41.0,5.0,,,1985.0,2.85,совмещенный,частично меблирована
3-комнатная квартира,20000000.0,1.0,70.0,2.0,,,,2.7,совмещенный,частично меблирована
2-комнатная квартира,24000000.0,1.0,54.0,5.0,,,1988.0,,раздельный,частично меблирована
1-комнатная квартира,10500000.0,1.0,27.0,5.0,,,2012.0,2.7,совмещенный,полностью меблирована
2-комнатная квартира,30000000.0,4.0,65.0,9.0,Айнабулак,монолитный,2019.0,2.8,раздельный,полностью меблирована
2-комнатная квартира,20000000.0,2.0,51.15,4.0,,,1980.0,,раздельный,частично меблирована
1-комнатная квартира,16500000.0,4.0,42.0,5.0,,панельный,1986.0,3.0,раздельный,
2-комнатная квартира,25999999.0,2.0,65.0,10.0,Айнабулак,,2020.0,2.8,,
1-комнатная квартира,7000000.0,1.0,20.0,5.0,,,1982.0,2.8,2 с/у и более,частично меблирована
3-комнатная квартира,30000000.0,2.0,81.6,5.0,,,2008.0,2.7,раздельный,полностью меблирована
2-комнатная квартира,20000000.0,6.0,64.0,6.0,,,2008.0,2.8,раздельный,частично меблирована
2-комнатная квартира,21400000.0,5.0,62.0,6.0,,,2010.0,2.6,раздельный,частично меблирована
1-комнатная квартира,17500000.0,1.0,42.0,5.0,,,1987.0,,совмещенный,частично меблирована
1-комнатная квартира,19000000.0,3.0,40.0,5.0,,,2007.0,,совмещенный,частично меблирована
3-комнатная квартира,26000000.0,2.0,63.0,4.0,,,1968.0,,совмещенный,частично меблирована
1-комнатная квартира,17000000.0,2.0,32.9,5.0,,,2000.0,2.7,совмещенный,пустая
1-комнатная квартира,14000000.0,1.0,33.8,5.0,,,1989.0,,,
4-комнатная квартира,33000000.0,5.0,96.0,5.0,,,1988.0,3.2,совмещенный,частично меблирована
2-комнатная квартира,18790000.0,7.0,58.69,9.0,Dragon City,монолитный,2021.0,2.8,,
2-комнатная квартира,15000000.0,5.0,42.0,5.0,,,1987.0,,раздельный,
1-комнатная квартира,15000000.0,6.0,41.0,6.0,Кокжиек,монолитный,2010.0,,совмещенный,частично меблирована
1-комнатная квартира,20000000.0,2.0,40.0,3.0,,,1977.0,3.0,совмещенный,частично меблирована
2-комнатная квартира,19000000.0,4.0,45.0,5.0,,,1985.0,,раздельный,частично меблирована
1-комнатная квартира,4000000.0,3.0,11.0,4.0,,,1973.0,2.6,раздельный,частично меблирована
1-комнатная квартира,14500000.0,3.0,40.0,5.0,,,1985.0,,раздельный,частично меблирована
2-комнатная квартира,17300000.0,3.0,50.3,5.0,,,1987.0,,раздельный,частично меблирована
2-комнатная квартира,17300000.0,3.0,50.0,5.0,,,1987.0,,раздельный,частично меблирована
