number_of_rooms,Price,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
2-комнатная квартира,24000000.0,10.0,66.0,10.0,Максима на Райымбека,монолитный,2007.0,2.7,раздельный,
1-комнатная квартира,10500000.0,4.0,37.4,5.0,,,2009.0,,совмещенный,частично меблирована
3-комнатная квартира,25000000.0,1.0,65.0,5.0,,,1985.0,,раздельный,
1-комнатная квартира,15000000.0,6.0,35.0,6.0,,,1992.0,2.8,совмещенный,частично меблирована
1-комнатная квартира,15000000.0,6.0,35.0,6.0,,,1992.0,2.8,совмещенный,полностью меблирована
4-комнатная квартира,37000000.0,5.0,84.0,5.0,,,1985.0,,раздельный,
3-комнатная квартира,14500000.0,2.0,52.4,2.0,,,1945.0,2.3,совмещенный,полностью меблирована
3-комнатная квартира,26000000.0,2.0,59.0,5.0,,,1984.0,2.5,раздельный,
1-комнатная квартира,7000000.0,1.0,20.0,1.0,,,1947.0,3.0,совмещенный,полностью меблирована
1-комнатная квартира,15500000.0,3.0,33.6,5.0,,,1988.0,2.67,совмещенный,частично меблирована
1-комнатная квартира,15300000.0,5.0,33.8,6.0,,,,2.7,совмещенный,частично меблирована
2-комнатная квартира,36000000.0,6.0,71.0,9.0,,,2001.0,2.7,раздельный,частично меблирована
1-комнатная квартира,23000000.0,4.0,44.0,9.0,,,2006.0,2.8,,
1-комнатная квартира,15700000.0,2.0,40.1,5.0,,,2008.0,2.8,совмещенный,полностью меблирована
1-комнатная квартира,13500000.0,1.0,44.0,4.0,,,2012.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,18300000.0,9.0,40.0,9.0,,,2009.0,,совмещенный,частично меблирована
1-комнатная квартира,16000000.0,2.0,43.9,3.0,,,1975.0,,раздельный,частично меблирована
1-комнатная квартира,16000000.0,2.0,43.4,3.0,,,1975.0,,раздельный,частично меблирована
1-комнатная квартира,16200000.0,1.0,47.0,5.0,,,1983.0,,раздельный,частично меблирована
2-комнатная квартира,21900000.0,5.0,51.0,5.0,,,1985.0,,раздельный,частично меблирована
1-комнатная квартира,16300000.0,2.0,33.6,5.0,,,1989.0,,совмещенный,полностью меблирована
1-комнатная квартира,13900000.0,2.0,35.0,5.0,,,1987.0,,совмещенный,полностью меблирована
2-комнатная квартира,17500000.0,3.0,50.3,5.0,,,1987.0,,раздельный,частично меблирована
2-комнатная квартира,15000000.0,5.0,42.0,5.0,,,1987.0,,раздельный,частично меблирована
1-комнатная квартира,20500000.0,1.0,45.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,,
3-комнатная квартира,35000000.0,2.0,74.0,3.0,,,1987.0,,раздельный,частично меблирована
2-комнатная квартира,20900000.0,2.0,64.0,6.0,,,2007.0,,раздельный,полностью меблирована
1-комнатная квартира,14200000.0,3.0,36.0,5.0,,,1987.0,,совмещенный,
2-комнатная квартира,20000000.0,1.0,63.0,6.0,,,2009.0,,раздельный,частично меблирована
1-комнатная квартира,19000000.0,1.0,45.0,9.0,Максима на Райымбека,монолитный,2008.0,2.7,совмещенный,
2-комнатная квартира,20800000.0,3.0,61.5,5.0,,,2009.0,,раздельный,частично меблирована
1-комнатная квартира,13000000.0,6.0,47.0,6.0,,монолитный,2006.0,,совмещенный,частично меблирована
2-комнатная квартира,26000000.0,5.0,59.0,5.0,,,1988.0,2.8,раздельный,частично меблирована
2-комнатная квартира,15300000.0,1.0,52.0,3.0,,,1978.0,,раздельный,
1-комнатная квартира,17000000.0,1.0,42.0,5.0,,,1985.0,2.8,совмещенный,частично меблирована
1-комнатная квартира,15200000.0,4.0,31.4,5.0,,,1984.0,2.8,совмещенный,полностью меблирована
1-комнатная квартира,15500000.0,1.0,42.0,2.0,,,1958.0,2.8,совмещенный,
2-комнатная квартира,15500000.0,2.0,42.6,5.0,,,1991.0,,,
2-комнатная квартира,22000000.0,5.0,51.0,5.0,,,1992.0,2.8,раздельный,
1-комнатная квартира,18800000.0,2.0,53.3,9.0,,,2000.0,2.8,совмещенный,пустая
3-комнатная квартира,33000000.0,9.0,92.0,10.0,,,2007.0,3.0,раздельный,частично меблирована
2-комнатная квартира,26000000.0,9.0,70.0,9.0,,,2007.0,3.0,совмещенный,полностью меблирована
2-комнатная квартира,23000000.0,5.0,62.0,6.0,,,2007.0,3.0,раздельный,частично меблирована
4-комнатная квартира,36000000.0,5.0,83.0,5.0,,,1987.0,,раздельный,частично меблирована
1-комнатная квартира,14000000.0,5.0,37.0,5.0,,,,,совмещенный,
1-комнатная квартира,20000000.0,3.0,42.0,5.0,,,1989.0,2.8,,
3-комнатная квартира,31000000.0,1.0,75.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,раздельный,
1-комнатная квартира,14500000.0,3.0,35.0,3.0,,,1968.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,32000000.0,3.0,75.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,раздельный,полностью меблирована
2-комнатная квартира,24000000.0,2.0,71.0,3.0,,,1977.0,2.7,совмещенный,
1-комнатная квартира,14000000.0,5.0,42.0,5.0,,,2004.0,2.9,совмещенный,
4-комнатная квартира,37000000.0,4.0,80.0,5.0,,,1988.0,3.0,раздельный,полностью меблирована
2-комнатная квартира,21300000.0,3.0,45.0,5.0,,,1966.0,2.8,совмещенный,полностью меблирована
3-комнатная квартира,23500000.0,2.0,90.0,5.0,,,2019.0,,,
1-комнатная квартира,14400000.0,3.0,36.0,5.0,,,1987.0,,,
1-комнатная квартира,12500000.0,2.0,32.0,3.0,,,1986.0,2.75,совмещенный,частично меблирована
3-комнатная квартира,24000000.0,2.0,68.0,2.0,,,1976.0,2.8,,частично меблирована
3-комнатная квартира,35000000.0,7.0,75.0,9.0,,,2007.0,2.8,раздельный,частично меблирована
4-комнатная квартира,28500000.0,1.0,83.5,5.0,,,1989.0,,раздельный,
3-комнатная квартира,35000000.0,,81.0,,,,2009.0,2.8,раздельный,частично меблирована
1-комнатная квартира,20000000.0,1.0,48.0,9.0,,,2006.0,,совмещенный,
1-комнатная квартира,17500000.0,4.0,40.9,5.0,,,1992.0,2.8,раздельный,частично меблирована
1-комнатная квартира,6500000.0,2.0,20.0,4.0,,,1972.0,2.8,совмещенный,полностью меблирована
4-комнатная квартира,35000000.0,2.0,76.2,5.0,,,1989.0,3.0,раздельный,
2-комнатная квартира,24000000.0,4.0,62.0,6.0,,,2009.0,2.8,,
1-комнатная квартира,14000000.0,6.0,39.5,6.0,,,2008.0,2.75,раздельный,
2-комнатная квартира,25800000.0,3.0,54.0,9.0,Максима на Райымбека,монолитный,2007.0,,,
1-комнатная квартира,12500000.0,3.0,33.8,5.0,,,1990.0,2.7,совмещенный,
2-комнатная квартира,23500000.0,2.0,65.0,6.0,,,,2.85,раздельный,полностью меблирована
1-комнатная квартира,16800000.0,9.0,47.5,9.0,,,2007.0,,совмещенный,
3-комнатная квартира,13900000.0,1.0,62.2,4.0,,,1975.0,,совмещенный,
2-комнатная квартира,26000000.0,1.0,48.0,5.0,,,,,совмещенный,полностью меблирована
3-комнатная квартира,24000000.0,5.0,65.0,5.0,,,1982.0,2.75,раздельный,полностью меблирована
3-комнатная квартира,25500000.0,2.0,59.0,5.0,,,1984.0,,раздельный,
1-комнатная квартира,15000000.0,3.0,41.7,6.0,,,2020.0,3.0,совмещенный,пустая
2-комнатная квартира,15500000.0,1.0,60.0,1.0,,,1967.0,,совмещенный,
2-комнатная квартира,14500000.0,2.0,42.0,2.0,,,,,раздельный,
1-комнатная квартира,13500000.0,5.0,33.0,5.0,,,1987.0,2.7,совмещенный,частично меблирована
2-комнатная квартира,17000000.0,2.0,46.0,3.0,,,,2.5,совмещенный,частично меблирована
1-комнатная квартира,14000000.0,1.0,40.0,5.0,,,2008.0,2.7,совмещенный,пустая
2-комнатная квартира,22000000.0,5.0,66.0,6.0,,,2008.0,2.8,раздельный,полностью меблирована
3-комнатная квартира,33000000.0,10.0,98.7,10.0,,,2007.0,3.2,раздельный,
3-комнатная квартира,27000000.0,5.0,64.0,5.0,,,,2.7,раздельный,пустая
1-комнатная квартира,14500000.0,1.0,39.1,6.0,,,2008.0,2.7,совмещенный,пустая
2-комнатная квартира,30000000.0,7.0,66.7,9.0,,,,2.8,раздельный,полностью меблирована
1-комнатная квартира,18200000.0,1.0,38.0,9.0,,,2015.0,,совмещенный,полностью меблирована
3-комнатная квартира,25000000.0,5.0,69.7,5.0,,,1990.0,2.8,раздельный,
2-комнатная квартира,23500000.0,1.0,70.0,3.0,,,1975.0,2.8,раздельный,частично меблирована
1-комнатная квартира,13500000.0,5.0,33.0,5.0,,панельный,1987.0,2.9,совмещенный,
2-комнатная квартира,27000000.0,1.0,65.3,9.0,,,,2.8,раздельный,полностью меблирована
2-комнатная квартира,12000000.0,1.0,53.0,1.0,,,1960.0,3.1,совмещенный,полностью меблирована
2-комнатная квартира,25000000.0,2.0,58.0,5.0,,,2007.0,2.8,раздельный,полностью меблирована
3-комнатная квартира,25000000.0,6.0,107.0,6.0,Кокжиек,монолитный,2008.0,2.7,раздельный,частично меблирована
2-комнатная квартира,16000000.0,3.0,43.0,3.0,,,1980.0,,,
2-комнатная квартира,14000000.0,1.0,55.0,5.0,,,1990.0,3.0,раздельный,пустая
2-комнатная квартира,19500000.0,5.0,45.0,5.0,,,1987.0,2.8,совмещенный,
2-комнатная квартира,23500000.0,3.0,60.0,5.0,,монолитный,2006.0,2.8,раздельный,
1-комнатная квартира,7000000.0,2.0,22.0,2.0,,,,,совмещенный,
2-комнатная квартира,15500000.0,5.0,42.0,5.0,,,1987.0,,совмещенный,
4-комнатная квартира,32000000.0,2.0,73.3,5.0,,панельный,1988.0,,раздельный,частично меблирована
3-комнатная квартира,27000000.0,4.0,58.6,5.0,,,1985.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,12000000.0,1.0,36.0,6.0,,,2008.0,,совмещенный,
2-комнатная квартира,13000000.0,1.0,44.7,2.0,,,,2.7,совмещенный,
1-комнатная квартира,18000000.0,4.0,40.0,6.0,,,2008.0,2.9,совмещенный,частично меблирована
1-комнатная квартира,13000000.0,1.0,33.0,5.0,,,1982.0,,раздельный,полностью меблирована
1-комнатная квартира,16400000.0,6.0,40.0,6.0,,,2008.0,,совмещенный,полностью меблирована
1-комнатная квартира,13500000.0,2.0,33.0,4.0,,,1987.0,2.9,совмещенный,
3-комнатная квартира,35500000.0,1.0,80.0,5.0,,,2006.0,,раздельный,частично меблирована
2-комнатная квартира,19850000.0,5.0,64.0,6.0,,,2019.0,,,
2-комнатная квартира,24000000.0,5.0,52.0,5.0,,,1989.0,2.8,раздельный,частично меблирована
1-комнатная квартира,21500000.0,1.0,45.0,9.0,Максима на Райымбека,монолитный,2006.0,,,
3-комнатная квартира,20500000.0,3.0,52.0,3.0,,,1975.0,,раздельный,частично меблирована
3-комнатная квартира,29000000.0,2.0,95.0,3.0,,,1986.0,,раздельный,частично меблирована
2-комнатная квартира,20000000.0,2.0,34.9,3.0,,,1978.0,,совмещенный,частично меблирована
2-комнатная квартира,26000000.0,3.0,60.0,5.0,,,1986.0,2.8,раздельный,частично меблирована
1-комнатная квартира,17500000.0,3.0,46.8,3.0,,,1986.0,2.7,совмещенный,полностью меблирована
2-комнатная квартира,18000000.0,5.0,42.0,5.0,,,1990.0,3.0,раздельный,пустая
1-комнатная квартира,15500000.0,3.0,35.0,5.0,,,1993.0,,,
1-комнатная квартира,16000000.0,1.0,42.0,5.0,,,1987.0,,совмещенный,
1-комнатная квартира,18500000.0,2.0,33.0,5.0,,,1985.0,3.0,совмещенный,частично меблирована
2-комнатная квартира,21000000.0,4.0,61.0,6.0,,,2012.0,2.8,раздельный,частично меблирована
2-комнатная квартира,22000000.0,2.0,59.0,5.0,,,1987.0,,раздельный,
2-комнатная квартира,25500000.0,6.0,62.0,6.0,,,2012.0,2.75,раздельный,полностью меблирована
2-комнатная квартира,28000000.0,3.0,68.1,9.0,,,,2.8,раздельный,полностью меблирована
2-комнатная квартира,19500000.0,5.0,45.0,5.0,,,1987.0,2.9,совмещенный,
2-комнатная квартира,22000000.0,5.0,54.0,5.0,,,1986.0,2.8,раздельный,частично меблирована
2-комнатная квартира,26000000.0,9.0,70.0,9.0,,,2005.0,2.8,совмещенный,полностью меблирована
1-комнатная квартира,3800000.0,,17.0,,,,2009.0,2.7,совмещенный,пустая
1-комнатная квартира,6500000.0,,32.0,,,,2009.0,2.75,совмещенный,пустая
1-комнатная квартира,2800000.0,,13.0,,,,2009.0,2.7,совмещенный,пустая
1-комнатная квартира,9500000.0,1.0,38.0,5.0,,,2015.0,3.0,совмещенный,пустая
1-комнатная квартира,12400000.0,5.0,54.0,6.0,,,2010.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,31500000.0,1.0,64.1,5.0,,,1983.0,,совмещенный,полностью меблирована
3-комнатная квартира,35000000.0,1.0,77.5,5.0,,,2007.0,2.7,раздельный,частично меблирована
1-комнатная квартира,18000000.0,4.0,41.0,5.0,,,1987.0,2.7,раздельный,
1-комнатная квартира,16000000.0,2.0,40.0,6.0,Кокжиек,монолитный,2008.0,2.8,совмещенный,частично меблирована
4-комнатная квартира,38000000.0,5.0,83.0,5.0,,,1989.0,2.5,раздельный,
2-комнатная квартира,23000000.0,5.0,60.0,5.0,,,,2.9,,
1-комнатная квартира,15400000.0,4.0,39.0,5.0,,,2010.0,,совмещенный,
1-комнатная квартира,15500000.0,3.0,40.0,5.0,,,2010.0,,совмещенный,
1-комнатная квартира,13000000.0,5.0,33.0,5.0,,,1987.0,,,
2-комнатная квартира,11500000.0,2.0,41.0,3.0,,,1974.0,2.9,совмещенный,пустая
1-комнатная квартира,6400000.0,2.0,18.0,4.0,,,,2.8,раздельный,частично меблирована
4-комнатная квартира,27000000.0,3.0,84.0,5.0,,,1992.0,,раздельный,
3-комнатная квартира,25000000.0,4.0,60.0,5.0,,,1984.0,3.0,совмещенный,
1-комнатная квартира,13350000.0,2.0,35.5,6.0,,,2012.0,,,пустая
1-комнатная квартира,18000000.0,3.0,32.0,5.0,,,,,,
1-комнатная квартира,13000000.0,3.0,34.5,5.0,,,1985.0,2.7,совмещенный,
2-комнатная квартира,25000000.0,2.0,75.0,3.0,,,1986.0,2.7,раздельный,полностью меблирована
1-комнатная квартира,17000000.0,5.0,40.0,6.0,,,2007.0,,совмещенный,
1-комнатная квартира,16000000.0,5.0,43.0,5.0,,,2006.0,2.8,,
1-комнатная квартира,16000000.0,5.0,43.0,5.0,,,,,,
1-комнатная квартира,15000000.0,3.0,40.0,5.0,,панельный,1985.0,,раздельный,
1-комнатная квартира,15500000.0,5.0,39.0,5.0,,,1986.0,2.8,раздельный,
2-комнатная квартира,15200000.0,1.0,60.0,1.0,,,1967.0,,совмещенный,
2-комнатная квартира,20000000.0,6.0,64.5,6.0,,,2008.0,,раздельный,
1-комнатная квартира,16900000.0,4.0,43.0,5.0,,,1990.0,2.7,совмещенный,частично меблирована
2-комнатная квартира,21000000.0,6.0,64.0,6.0,,,2004.0,2.8,раздельный,полностью меблирована
2-комнатная квартира,26000000.0,9.0,55.0,12.0,,,2015.0,2.8,раздельный,
3-комнатная квартира,37000000.0,8.0,75.0,9.0,Максима на Райымбека,монолитный,2006.0,2.8,раздельный,частично меблирована
2-комнатная квартира,23500000.0,8.0,56.0,9.0,Максима на Райымбека,монолитный,2007.0,2.7,раздельный,
3-комнатная квартира,30500000.0,3.0,75.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,раздельный,полностью меблирована
1-комнатная квартира,12500000.0,6.0,42.0,6.0,,,2008.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,5500000.0,2.0,11.7,2.0,,,1979.0,2.5,,полностью меблирована
1-комнатная квартира,17000000.0,2.0,43.4,3.0,,,1975.0,2.0,раздельный,частично меблирована
2-комнатная квартира,15500000.0,3.0,54.0,4.0,,,1978.0,2.7,,
2-комнатная квартира,16500000.0,1.0,59.0,5.0,,,1991.0,2.7,,
3-комнатная квартира,27500000.0,5.0,70.0,5.0,,,1988.0,,раздельный,частично меблирована
2-комнатная квартира,26500000.0,5.0,58.0,9.0,Максима на Райымбека,монолитный,2007.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,17500000.0,1.0,43.0,5.0,,,,,раздельный,частично меблирована
3-комнатная квартира,29500000.0,2.0,79.6,6.0,,,,2.8,раздельный,частично меблирована
1-комнатная квартира,12500000.0,1.0,45.0,2.0,,,1980.0,,,
2-комнатная квартира,30000000.0,3.0,60.0,5.0,,,,2.8,раздельный,частично меблирована
1-комнатная квартира,15000000.0,2.0,34.0,5.0,,,1987.0,2.8,совмещенный,
1-комнатная квартира,14900000.0,5.0,34.0,5.0,,,1987.0,2.8,совмещенный,
1-комнатная квартира,14000000.0,1.0,33.8,5.0,,,1989.0,2.5,,
1-комнатная квартира,15500000.0,1.0,34.0,5.0,,,1987.0,2.8,совмещенный,
3-комнатная квартира,20800000.0,5.0,66.0,5.0,,,1982.0,,раздельный,частично меблирована
1-комнатная квартира,15200000.0,2.0,40.0,5.0,,,1980.0,2.68,раздельный,
1-комнатная квартира,10000000.0,1.0,18.0,2.0,,,1984.0,4.0,совмещенный,полностью меблирована
1-комнатная квартира,14900000.0,2.0,34.0,5.0,,,1987.0,2.9,совмещенный,
2-комнатная квартира,19500000.0,5.0,56.0,5.0,,,1989.0,2.6,раздельный,частично меблирована
1-комнатная квартира,17200000.0,1.0,44.0,5.0,,,1986.0,3.0,совмещенный,частично меблирована
1-комнатная квартира,18800000.0,1.0,42.0,5.0,,,1993.0,2.8,раздельный,пустая
3-комнатная квартира,27990000.0,5.0,79.1,5.0,,,2005.0,,совмещенный,частично меблирована
1-комнатная квартира,17000000.0,3.0,40.0,5.0,,,1985.0,,раздельный,
2-комнатная квартира,31000000.0,5.0,70.0,9.0,,,2005.0,2.8,раздельный,частично меблирована
4-комнатная квартира,38000000.0,2.0,85.0,5.0,,,1985.0,,раздельный,
1-комнатная квартира,16000000.0,4.0,42.0,5.0,,,1985.0,,совмещенный,
2-комнатная квартира,18500000.0,1.0,45.0,5.0,,,1985.0,,раздельный,
1-комнатная квартира,17000000.0,1.0,43.5,9.0,,,2018.0,2.8,совмещенный,
1-комнатная квартира,18200000.0,5.0,42.3,5.0,,,1985.0,,совмещенный,
3-комнатная квартира,40000000.0,4.0,95.0,10.0,,,2008.0,,раздельный,частично меблирована
2-комнатная квартира,24000000.0,5.0,71.0,6.0,,,2017.0,,,
1-комнатная квартира,8000000.0,5.0,27.6,5.0,,,2010.0,2.5,совмещенный,полностью меблирована
1-комнатная квартира,12500000.0,2.0,30.0,7.0,Северное кольцо,монолитный,2014.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,25500000.0,3.0,68.0,5.0,,,1982.0,,совмещенный,частично меблирована
2-комнатная квартира,19000000.0,4.0,42.6,5.0,,,1986.0,,,
1-комнатная квартира,17000000.0,3.0,40.0,6.0,Кокжиек,монолитный,2010.0,2.7,совмещенный,
1-комнатная квартира,15300000.0,5.0,41.0,5.0,,,2007.0,,совмещенный,
3-комнатная квартира,33000000.0,1.0,70.0,5.0,,,1990.0,2.8,раздельный,частично меблирована
1-комнатная квартира,17000000.0,7.0,36.4,9.0,,,2015.0,2.6,совмещенный,частично меблирована
2-комнатная квартира,21300000.0,2.0,51.0,5.0,,,1988.0,,раздельный,полностью меблирована
2-комнатная квартира,27000000.0,4.0,63.0,6.0,Кокжиек,монолитный,2010.0,2.8,раздельный,
