1-комнатная квартира,17 000 000 〒, 5/6 этаж, 40 м²,"монолитный дом, 2007 г.п., состояние: хорошее, санузел совмещенный, Продается квартира, свежий ремонт, 5 этаж, выше тех этаж, есть место в подвале, новый кондиционер, зимой тепло, хорошая качественная входная дверь, оборудован кабинет на балконе, остается кухонный гарнитур и стенка в зале, тихие х…"
1-комнатная квартира,16 000 000 〒, 5/5 этаж, 43 м²,"кирпичный дом, 2006 г.п., состояние: хорошее, жил. площадь 19 кв.м., кухня 14 кв.м., потолки 2.8м., санузел совмещенный"
1-комнатная квартира,16 000 000 〒, 5/5 этаж, 43 м²,"2006 г.п., состояние: хорошее, санузел совмещенный"
1-комнатная квартира,15 000 000 〒, 3/5 этаж, 40 м²,"В залоге, панельный дом, 1985 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 9 кв.м., санузел раздельный, телефон: отдельный, Улучшенная, балкон застеклён, комнаты раздельные"
1-комнатная квартира,15 500 000 〒, 5/5 этаж, 39 м²,"панельный дом, 1986 г.п., состояние: хорошее, жил. площадь 17.9 кв.м., кухня 7.6 кв.м., потолки 2.8м., санузел раздельный, интернет проводной, Расматриваем варианты обмен на двух комнатную квартиру с нашей доплатой, желательно в нашем районе или же Кулагер"
2-комнатная квартира,15 200 000 〒, 1/1 этаж, 60 м²,"кирпичный дом, 1967 г.п., состояние: среднее, санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, СРОЧНА ПРОДАЖА! Продается квартира в замечательном районе города. Рядом расположена вся не обходимая инфраструктура. Так же расположен завод по производству мясных продуктов…"
2-комнатная квартира,20 000 000 〒, 6/6 этаж, 64.5 м²,"монолитный дом, 2008 г.п., состояние: хорошее, жил. площадь 33 кв.м., кухня 12 кв.м., санузел раздельный, телефон: отдельный, интернет оптика, Продается чистая и уютная квартира! По всем вопросам звоните С уважением Айдар!"
1-комнатная квартира,16 900 000 〒, 4/5 этаж, 43 м²,"панельный дом, 1990 г.п., состояние: евроремонт, жил. площадь 18 кв.м., кухня 12.2 кв.м., потолки 2.7м., санузел совмещенный, частично меблирована, Продам. торг будет, но не миллионами"
2-комнатная квартира,21 000 000 〒, 6/6 этаж, 64 м²,"панельный дом, 2004 г.п., состояние: хорошее, жил. площадь 44 кв.м., кухня 12 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, .Если вы ищете уютный уголок в дали от шума и городской суеты, то это для Вас! Квартира на шестом этаже из шести даёт…"
2-комнатная квартира,26 000 000 〒, 9/12 этаж, 55 м²,"монолитный дом, 2015 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, телефон: отдельный, интернет проводной, частично меблирована"
3-комнатная квартира,37 000 000 〒, 8/9 этаж, 75 м²,"жил. комплекс Максима на Райымбека, монолитный дом, 2006 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, телефон: отдельный, интернет оптика, частично меблирована, Квартира очень светлая, уютная, зимой очень тёплая (батареи периодически выключаем от жары). В спальне имеется встроенн…"
2-комнатная квартира,23 500 000 〒, 8/9 этаж, 56 м²,"жил. комплекс Максима на Райымбека, монолитный дом, 2007 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: отдельный, интернет проводной, частично меблирована"
1-комнатная квартира,17 800 000 〒, 2/5 этаж, 42 м²,"панельный дом, 1985 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 12.5 кв.м., потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, частично меблирована, Рядом поликлиника, детский сад, школа, 2 крупных магазина, базар, магазин бытовой техники"
3-комнатная квартира,30 500 000 〒, 3/9 этаж, 75 м²,"жил. комплекс Максима на Райымбека, монолитный дом, 2006 г.п., состояние: евроремонт, жил. площадь 48 кв.м., кухня 12 кв.м., потолки 2.7м., санузел раздельный, телефон: отдельный, интернет через TV кабель, полностью меблирована, Уютная квартира, без залога"
1-комнатная квартира,12 500 000 〒, 6/6 этаж, 42 м²,"монолитный дом, 2008 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: нет, интернет проводной, частично меблирована, Срочно продается 1 ком квартире! Светлая, теплая, чистая квартира!"
1-комнатная квартира,5 500 000 〒, 2/2 этаж, 11.7 м²,"кирпичный дом, 1979 г.п., состояние: хорошее, жил. площадь 11.7 кв.м., потолки 2.5м., санузла нет, телефон: отдельный, интернет ADSL, полностью меблирована, Срочно продаем комната в общежитии. Незначительный торг. Есть балкон, туалет в коридоре"
1-комнатная квартира,17 000 000 〒, 2/3 этаж, 43.4 м²,"кирпичный дом, 1975 г.п., состояние: хорошее, жил. площадь 21 кв.м., кухня 10.1 кв.м., потолки 2м., санузел раздельный, частично меблирована, Продается отличная однокомнатная квартира улучшенной планировки. Не угловая. Большая квадратура. Огромная лоджия, квадратура которой не вошла в техплан. Про…"
2-комнатная квартира,15 500 000 〒, 3/4 этаж, 54 м²,"кирпичный дом, 1978 г.п., потолки 2.7м., Пластиковые окна, неугловая, улучшенная, комнаты изолированы, счётчики, тихий двор, кондиционер. Тихий, спокойный район, садик, школа, центры развития для детей, мед. центры, поликлиника, супермаркеты, магазины, автобусные остановки в шаговой доступнос…"
2-комнатная квартира,16 500 000 〒, 1/5 этаж, 59 м²,"панельный дом, 1991 г.п., потолки 2.7м., Продается квартира в востребованном районе. Развитая инфраструктура, всё в шаговой доступности! Полное сопровождение сделки"
3-комнатная квартира,27 500 000 〒, 5/5 этаж, 70 м²,"панельный дом, 1988 г.п., состояние: евроремонт, жил. площадь 42 кв.м., кухня 11 кв.м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Представляем Вашему вниманию 3-х комнатную квартиру улучшенной планировки в центре мкр Кулагер! Квартира находится не глубоко во двор…"
2-комнатная квартира,26 500 000 〒, 5/9 этаж, 58 м²,"жил. комплекс Максима на Райымбека, монолитный дом, 2007 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет оптика, частично меблирована, Полный пакет документов. Пенсионные ЕНПФ, ипотека рассматривается. В квартире остается встроенная кухня. Показы…"
1-комнатная квартира,17 500 000 〒, 1/5 этаж, 43 м²,"1986 г.п., состояние: евроремонт, санузел раздельный, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Рядом есть школа садик скверы парки базары торг имеется"
3-комнатная квартира,29 500 000 〒, 2/6 этаж, 79.6 м²,"2012 г.п., состояние: хорошее, жил. площадь 71.5 кв.м., кухня 12 кв.м., потолки 2.8м., санузел раздельный, интернет через TV кабель, частично меблирована, Продаем уютную квартиру или обмен (предложения)"
1-комнатная квартира,12 500 000 〒, 1/2 этаж, 45 м²,"кирпичный дом, 1980 г.п., санузел раздельный"
2-комнатная квартира,30 000 000 〒, 3/5 этаж, 60 м²,"1990 г.п., состояние: евроремонт, жил. площадь 50 кв.м., кухня 10 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, интернет оптика, частично меблирована, Продам двух комнатную квартиру в 3 айнабулаке рядом с магазином князь, с мебелью"
1-комнатная квартира,15 000 000 〒, 2/5 этаж, 34 м²,"панельный дом, 1987 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована"
1-комнатная квартира,14 900 000 〒, 5/5 этаж, 34 м²,"панельный дом, 1987 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована"
1-комнатная квартира,14 000 000 〒, 1/5 этаж, 33.8 м²,"кирпичный дом, 1989 г.п., состояние: хорошее, потолки 2.5м., Продается 1-комнатная квартира в тихом районе г. Алматы - Кухня отдельно - Окна во двор - Рядом школы, детские сады - Ипотека проходит Звоните и записывайтесь на просмотр!"
1-комнатная квартира,15 500 000 〒, 1/5 этаж, 34 м²,"панельный дом, 1987 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована"
3-комнатная квартира,20 800 000 〒, 5/5 этаж, 66 м²,"панельный дом, 1982 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Срочно продается уютная квартира с хорошей аурой по низкой цене"
1-комнатная квартира,15 200 000 〒, 2/5 этаж, 40 м²,"панельный дом, 1980 г.п., состояние: хорошее, потолки 2.68м., санузел раздельный, телефон: отдельный, интернет ADSL, Срочно! Продажа однокомнатной квартиры улучшенной планировки в мкр Айнабулак-1. Общая площадь квартиры 40 кв. м, квартира не угловая, не в залоге. Вложений не требует! Очень уютна…"
1-комнатная квартира,10 000 000 〒, 1/2 этаж, 18 м²,"кирпичный дом, 1984 г.п., состояние: хорошее, жил. площадь 14 кв.м., потолки 4м., санузел совмещенный, телефон: есть возможность подключения, полностью меблирована, Продам квартиру в р-не Алматы-2. С мебелью и техникой (стиралка, посудомойка, холодильник, эл. плита). Теплые полы в коридоре и ванной…"
1-комнатная квартира,14 900 000 〒, 2/5 этаж, 34 м²,"панельный дом, 1987 г.п., состояние: среднее, потолки 2.9м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована"
2-комнатная квартира,19 500 000 〒, 5/5 этаж, 56 м²,"панельный дом, 1989 г.п., состояние: хорошее, потолки 2.6м., санузел раздельный, интернет ADSL, частично меблирована, Продаётся улучшенная квартира. Хорошие соседи, тихий двор. В шаговой доступности школа, детские сады, развивашки, супермаркеты, поликлиника, аптеки. Поблизости парк Гулдер, акимат…"
1-комнатная квартира,17 200 000 〒, 1/5 этаж, 44 м²,"панельный дом, 1986 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, частично меблирована, Продаётся улучшенная однокомнатная квартира чистая, уютная, с хорошей аурой. Зимой тёпло, летом прохладно. В шаговой доступности школы, детские сады, развивашки, аллея для прогулок, супермаркет…"
1-комнатная квартира,18 800 000 〒, 1/5 этаж, 42 м²,"панельный дом, 1993 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, пустая, Рядом Мега, Мерей, Саяхат, удобно для сдачи в аренду"
3-комнатная квартира,27 990 000 〒, 5/5 этаж, 79.1 м²,"монолитный дом, 2005 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована, Квартира в хорошем состоянии. Чистая, уютная. Отличное месторасположение, удобные подъездные пути. Не угловая. Документы в порядке. Продается в связи с расширением. Дом теплы…"
1-комнатная квартира,17 000 000 〒, 3/5 этаж, 40 м²,"панельный дом, 1985 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 9 кв.м., санузел раздельный, телефон: отдельный, полностью меблирована"
2-комнатная квартира,31 000 000 〒, 5/9 этаж, 70 м²,"монолитный дом, 2005 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, частично меблирована, Просторная, уютная квартира, тихий двор, доброжелательные соседи. Рядом красивый парк, аллея для прогулок, Цон, Акимат, школа, детские сады, Магнум, все в шаговой доступности. Квартира чист…"
4-комнатная квартира,38 000 000 〒, 2/5 этаж, 85 м²,"панельный дом, 1985 г.п., состояние: хорошее, санузел раздельный, интернет ADSL, частично меблирована"
1-комнатная квартира,16 000 000 〒, 4/5 этаж, 42 м²,"панельный дом, 1985 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 12 кв.м., санузел совмещенный, телефон: отдельный, интернет через TV кабель, Срочно, Недорогая Цена, УДАЧНАЯ - Улучшенная Планировка, ОБЩАЯ - 42, Кухня- 12кв м, Не Залоговая, На 34этаже в 5-этажном Панельном доме, Т…"
2-комнатная квартира,18 500 000 〒, 1/5 этаж, 45 м²,"панельный дом, 1985 г.п., состояние: хорошее, жил. площадь 30 кв.м., кухня 6 кв.м., санузел раздельный, телефон: отдельный, интернет через TV кабель, частично меблирована"
1-комнатная квартира,17 000 000 〒, 1/9 этаж, 43.5 м²,"монолитный дом, 2018 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, Продам квартиру в развитом районе. В шаговой доступности есть все необходимое для комфортного проживания: школы, детские сады, супермаркеты, развивашки, поликлиника, Белес, ТК Султан, транспорт который доставит вас…"
1-комнатная квартира,18 200 000 〒, 5/5 этаж, 42.3 м²,"панельный дом, 1985 г.п., состояние: хорошее, жил. площадь 18.1 кв.м., кухня 13 кв.м., санузел совмещенный, Продам, состояние хорошее. Приемлемая цена. Хозяин. торг. есть. Все вопросы по телефону"
3-комнатная квартира,40 000 000 〒, 4/10 этаж, 95 м²,"монолитный дом, 2008 г.п., состояние: хорошее, санузел раздельный, частично меблирована, Продается уютная и светлая 3 комнатная квартира. Зимой тепло, полы утепленные. Квартира находится возле ТРК MAXIMA, McDonald’s, рынок Саудакент. Спальня 23 кв. м, и детская 16 кв. м. Обе комнаты соединены бо…"
2-комнатная квартира,24 000 000 〒, 5/6 этаж, 71 м²,"монолитный дом, 2017 г.п., состояние: черновая отделка, интернет ADSL, Не упустите уникальный шанс – приобрести недвижимость в Алматы по привлекательной цене! Застройщик использовал монолитно-каркасную технологию, обеспечившую необходимую прочность конструкции. Здания имеют частично скатную кров…"
1-комнатная квартира,8 000 000 〒, 5/5 этаж, 27.6 м²,"кирпичный дом, 2010 г.п., состояние: хорошее, потолки 2.5м., санузел совмещенный, телефон: нет, полностью меблирована, Продам 1 комнатную квартиру в хорошем состоянии. Тихий район. . Рядом школа, детсад, поликлиника. Возможны варианты обмена на частный дом"
1-комнатная квартира,12 500 000 〒, 2/7 этаж, 30 м²,"жил. комплекс Северное кольцо, монолитный дом, 2014 г.п., состояние: евроремонт, потолки 2.8м., санузел совмещенный, телефон: отдельный, частично меблирована, Представляем вашему вниманию 1 ком. квартиру ! Отличное вложения в инвестиции ! Как для жилья так и в аренду. Рядом рынок Ожет, Барахол…"
3-комнатная квартира,25 500 000 〒, 3/5 этаж, 68 м²,"панельный дом, 1982 г.п., состояние: хорошее, санузел совмещенный, частично меблирована, Срочно! Развитая инфраструктура. Из мебели остается кухня"
2-комнатная квартира,19 000 000 〒, 4/5 этаж, 42.6 м²,"кирпичный дом, 1986 г.п., жил. площадь 22.5 кв.м., кухня 6.1 кв.м., Имущество АО «Народный Банк Казахстана» Доступно льготное кредитование по программе ""Halyk Sale"" : для физ. лиц. - ставка вознаграждения – от 11%, с первоначальным взносом – от 20%, сроком до 20 лет Объект требу…"
1-комнатная квартира,17 000 000 〒, 3/6 этаж, 40 м²,"жил. комплекс Кокжиек, монолитный дом, 2010 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована"
1-комнатная квартира,15 300 000 〒, 5/5 этаж, 41 м²,"монолитный дом, 2007 г.п., состояние: требует ремонта, санузел совмещенный, Продам улучшенную 1 ком квартиру в Кулагере. Квартира требует ремонта. Над квартирой имеется тех. этаж. Вход на балкон с кухни и зала. Просмотры по предварительной договоренности. С уважением, Бахытжан"
3-комнатная квартира,33 000 000 〒, 1/5 этаж, 70 м²,"панельный дом, 1990 г.п., состояние: евроремонт, жил. площадь 50 кв.м., кухня 12 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Продается 3-комнатная квартира. Удобное расположение, тупиковый, тихий двор. Символический торг реальному покупателю"
1-комнатная квартира,17 000 000 〒, 7/9 этаж, 36.4 м²,"монолитный дом, 2015 г.п., состояние: евроремонт, жил. площадь 16 кв.м., кухня 9.2 кв.м., потолки 2.6м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована, (№ BDQ-8 - 27574) Предлагаем вашему вниманию однокомнатную улучшенную квартиру с хорошим евроремонтом! заезжай жи…"
2-комнатная квартира,21 300 000 〒, 2/5 этаж, 51 м²,"панельный дом, 1988 г.п., состояние: хорошее, санузел раздельный, полностью меблирована, Пластиковые окна, неугловая, комнаты изолированы, встроенная кухня, новая сантехника. Продается отличная квартира, с мебелью. Квартира тёплая, светлая, чистая и удобная. Рядом все:школа, д/сад, поликлиника, цо…"
2-комнатная квартира,27 000 000 〒, 4/6 этаж, 63 м²,"жил. комплекс Кокжиек, монолитный дом, 2010 г.п., состояние: евроремонт, потолки 2.8м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована"
1-комнатная квартира,8 500 000 〒, 1/2 этаж, 25 м²,"кирпичный дом, 1970 г.п., состояние: среднее, жил. площадь 12 кв.м., кухня 6.8 кв.м., потолки 27м., санузел совмещенный"
3-комнатная квартира,28 600 000 〒, 5/5 этаж, 65 м²,"панельный дом, 1982 г.п., жил. площадь 47 кв.м., кухня 5.9 кв.м., Имущество АО «Народный Банк Казахстана» Доступно льготное кредитование по программе ""Halyk Sale"" : для физ. лиц. - ставка вознаграждения – от 11%, с первоначальным взносом – от 20%, сроком до 20 лет;"
3-комнатная квартира,27 100 000 〒, 3/3 этаж, 83.9 м²,"панельный дом, 1985 г.п., состояние: среднее, жил. площадь 54.1 кв.м., кухня 8.8 кв.м., Имущество АО «Народный Банк Казахстана» Доступно льготное кредитование по программе ""Halyk Sale"" : для физ. лиц. - ставка вознаграждения – от 11%, с первоначальным взносом – от 20%, сроком до 20 ле…"
6-комнатная квартира,44 000 000 〒, 3/4 этаж, 150 м²,"панельный дом, 1986 г.п., состояние: хорошее, санузел 2 с/у и более, интернет ADSL, полностью меблирована, Продаётся квартира в двух уровнях, пентхаус., 3 и 4 этажи, всё узаконено, документы в порядке., транспортная развязка хорошая"
1-комнатная квартира,17 500 000 〒, 2/5 этаж, 40 м²,"панельный дом, 1990 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 8 кв.м., потолки 2.7м., санузел раздельный, пустая"
1-комнатная квартира,17 500 000 〒, 2/5 этаж, 40 м²,"панельный дом, 1990 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 8 кв.м., потолки 2.7м., санузел раздельный, пустая"
1-комнатная квартира,15 500 000 〒, 1/6 этаж, 33.3 м²,"кирпичный дом, 1992 г.п., жил. площадь 17.6 кв.м., кухня 8.1 кв.м., Имущество АО «Народный Банк Казахстана» Доступно льготное кредитование по программе ""Halyk Sale"" : для физ. лиц. - ставка вознаграждения – от 11%, с первоначальным взносом – от 20%, сроком до 20 лет"
2-комнатная квартира,24 500 000 〒, 3/6 этаж, 63 м²,"монолитный дом, 2010 г.п., состояние: хорошее, жил. площадь 34 кв.м., кухня 11 кв.м., санузел раздельный, частично меблирована, Продается 2х комнатная квартира! Ипотеку рассматривают! документы чистые, звоните"
3-комнатная квартира,30 500 000 〒, 1/5 этаж, 65 м²,"панельный дом, 1983 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет оптика, частично меблирована, Продается отличная 3х комнатная квартира, уютная, с хорошим ремонтом, хорошие соседи, зимой в квартире очень тепло, летом прохладно. Высокий цоколь…"
2-комнатная квартира,27 000 000 〒, 3/6 этаж, 65 м²,"монолитный дом, 2009 г.п., состояние: евроремонт, жил. площадь 34 кв.м., кухня 11.8 кв.м., потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет оптика, пустая, Очень теплая, светлая, уютная квартира в отличном состоянии. Солнечная сторона с обеих сторон, зимой жарко ле…"
1-комнатная квартира,11 300 000 〒, 6/6 этаж, 40 м²,"монолитный дом, 2008 г.п., состояние: евроремонт, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована"
3-комнатная квартира,25 900 000 〒, 1/5 этаж, 65 м²,"панельный дом, 1985 г.п., состояние: хорошее, жил. площадь 48 кв.м., кухня 6 кв.м., санузел раздельный, частично меблирована, Продается 3х комнатная квартира в Айнабулак 2. Теплая, уютная квартира, в хорошем районе все в шаговой доступности. Школы казахская и русские. Несколько детских сад…"
2-комнатная квартира,22 500 000 〒, 3/5 этаж, 50 м²,"панельный дом, 1985 г.п., состояние: среднее, жил. площадь 27 кв.м., кухня 11 кв.м., потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет ADSL, пустая, Предлагаемая нами квартира не угловая, не в залоге, теплая, два балкона. Во дворе большая детская площадка. Рядом парк и аллея дл…"
2-комнатная квартира,24 000 000 〒, 2/6 этаж, 65 м²,"монолитный дом, 2009 г.п., состояние: евроремонт, жил. площадь 33 кв.м., кухня 11.8 кв.м., потолки 2.7м., санузел раздельный, Продается светлая очень теплая квартира, улучшенной планировки. Застекленные балконы с решетками на окнах. В квартире теплые полы, уютная квартира. В шаговой доступност…"
2-комнатная квартира,20 900 000 〒, 2/6 этаж, 64 м²,"монолитный дом, 2007 г.п., состояние: хорошее, санузел раздельный, частично меблирована, Продается 2х комнатная квартира с хорошим ремонтом, меблированная! Ипотеку не рассматривают. Звоните"
2-комнатная квартира,20 000 000 〒, 1/6 этаж, 63 м²,"монолитный дом, 2009 г.п., состояние: хорошее, санузел раздельный, Продается 2х комнатная квартира! Прекрасный район, развитая инфроструктура. Звоните"
1-комнатная квартира,14 000 000 〒, 5/5 этаж, 32 м²,"В залоге, кирпичный дом, 1988 г.п., состояние: хорошее, жил. площадь 19 кв.м., кухня 7.5 кв.м., потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, полностью меблирована, Продам 1-комнатную квартиру после ремонта со всей мебелью и техникой. Кухонному гарнитуру…"
1-комнатная квартира,10 500 000 〒, 1/5 этаж, 40 м²,"жил. комплекс Кокжиек, монолитный дом, 2009 г.п., состояние: среднее, потолки 2.7м., санузел совмещенный, частично меблирована, Срочно! продам 1-комнатную квартиру в мкрн. Кокжиек Отличное местоположение. Квартира по документом переделана (по целевому) на коммерческое помещение, нежилое, м…"
2-комнатная квартира,20 800 000 〒, 3/5 этаж, 61.5 м²,"монолитный дом, 2009 г.п., состояние: хорошее, санузел раздельный, Продается 2х комнатная квартира в хорошем состоянии! Все в шаговой доступности! Школы, детские сады, магазины. Звоните"
1-комнатная квартира,15 400 000 〒, 2/6 этаж, 40 м²,"монолитный дом, 2008 г.п., состояние: хорошее, санузел совмещенный, полностью меблирована, Пластиковые окна, неугловая, встроенная кухня, счётчики. Отличное расположение внутри микрорайона - самый центр. За домом садик, через дорогу школа. В шаговой доступности магазины и остановка. Тихий райо…"
3-комнатная квартира,25 600 000 〒, 4/5 этаж, 58.1 м²,"панельный дом, 1984 г.п., состояние: хорошее, жил. площадь 40.8 кв.м., кухня 5.7 кв.м., санузел совмещенный, Продается солнечная 3х комнатная квартира! Сделан качественный ремонт с использованием качественных материалов в июне 2020 года. В зале установлен кондиционер. Делали все для себя, проду…"
3-комнатная квартира,24 000 000 〒, 2/4 этаж, 64.5 м²,"панельный дом, 1974 г.п., состояние: среднее, жил. площадь 44.6 кв.м., кухня 7.3 кв.м., потолки 2.5м., санузел раздельный, телефон: отдельный, интернет проводной, частично меблирована, Продаётся квартира 3-х комнатная. Пластиковые окна, счётчики, большой балкон. Хорошие соседи, тихий двор, ряд…"
3-комнатная квартира,26 400 000 〒, 4/5 этаж, 71 м²,"панельный дом, 1988 г.п., состояние: евроремонт, санузел раздельный, частично меблирована, Продается 3х комнатная квартира! В прекрасном микрорайоне с развитой инфраструктурой! Все в шаговой доступности: школы, детские сады, поликлиники, базар, магнум! звоните!"
2-комнатная квартира,22 000 000 〒,, 65 м²,"кирпичный дом, 1990 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Удобная локация. Магазины, школы, аптеки, остановки и т.д. Часть многоквартирного дома. Кондаминимум. Удобный заезд. В хорошем состоянии"
3-комнатная квартира,18 500 000 〒, 1/5 этаж, 60 м²,"панельный дом, 1991 г.п., потолки 2.7м., Продается квартира в востребованном районе. Развитая инфраструктура, всё в шаговой доступности! Полное сопровождение сделки"
3-комнатная квартира,25 400 000 〒, 5/5 этаж, 68.1 м²,"панельный дом, 1988 г.п., состояние: хорошее, санузел раздельный, частично меблирована, Продается улучшенная 3-х комнатная квартира в отличном районе с развитой инфраструктурой районе, в шаговой доступности школы, дет. сады, магнум, развивающие центры. Окна выходят на Запад и на Восток. Зимой тепло…"
1-комнатная квартира,16 500 000 〒, 5/5 этаж, 40 м²,"панельный дом, 1972 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 8 кв.м., санузел раздельный, Угловая"
4-комнатная квартира,38 500 000 〒, 4/5 этаж, 88 м²,"панельный дом, 1989 г.п., состояние: хорошее, жил. площадь 63 кв.м., кухня 12 кв.м., санузел раздельный, Угловая"
3-комнатная квартира,20 000 000 〒, 1/3 этаж, 66 м²,"панельный дом, 1984 г.п., состояние: среднее, санузел совмещенный, Продается 3 ком квартира, общая площадь 66кв/м, 1 этаж. Отлично подходит под коммерцию, так как дом стоит у дороги, и у квартиры отдельный вход. В подъезд не заходим, а сразу в квартиру с отдельным входом. Под магазины, аптеки и др…"
2-комнатная квартира,21 900 000 〒, 5/5 этаж, 51 м²,"панельный дом, 1985 г.п., состояние: хорошее, санузел раздельный, частично меблирована, (№61225) Эксклюзивные права на продажу принадлежат агентсву недвижимости ГиганТ! двухкомнатная квартира улучшенной планировки в микрорайоне Айнабулак-3! Расположение дома север-юг, окна выходят на западну…"
3-комнатная квартира,25 500 000 〒, 5/5 этаж, 62 м²,"панельный дом, 1983 г.п., состояние: хорошее, жил. площадь 46 кв.м., кухня 6 кв.м., потолки 2.7м., телефон: отдельный, интернет оптика, полностью меблирована, Не спешно продам свою уютную трёхкомнатную квартиру площадью 62 м2, в отличном состоянии и с хорошей аурой. Не так давно был проведен добро…"
2-комнатная квартира,19 500 000 〒, 4/5 этаж, 45 м²,"панельный дом, 1985 г.п., состояние: среднее, санузел раздельный, частично меблирована, Продается двухкомнатная квартира в районе с развитой инфраструктурой! Все необходимое для комфортной жизни в шаговой доступности: магазины и рынки, детские сады и школы, поликлиника! Торопитесь! Звонить до 24:00!"
2-комнатная квартира,21 900 000 〒, 5/5 этаж, 51 м²,"панельный дом, 1985 г.п., состояние: хорошее, санузел раздельный, частично меблирована, (№61225) Эксклюзивные права на продажу принадлежат агентсву недвижимости ГиганТ! двухкомнатная квартира улучшенной планировки в микрорайоне Айнабулак-3! Расположение дома север-юг, окна выходят на западну…"
2-комнатная квартира,21 900 000 〒, 5/5 этаж, 51 м²,"панельный дом, 1985 г.п., состояние: хорошее, санузел раздельный, частично меблирована, (№61225) Эксклюзивные права на продажу принадлежат агентсву недвижимости ГиганТ! двухкомнатная квартира улучшенной планировки в микрорайоне Айнабулак-3! Расположение дома север-юг, окна выходят на западну…"
1-комнатная квартира,15 000 000 〒, 2/6 этаж, 39 м²,"монолитный дом, 2008 г.п., состояние: хорошее, жил. площадь 20 кв.м., кухня 10 кв.м., потолки 28м., санузел совмещенный, частично меблирована, Микрорайон с собственной инфраструктурой, детский сад, школа, детские площадки, оборудованные футбольные поля, мпгазины поликлиника"
2-комнатная квартира,23 900 000 〒, 2/5 этаж, 54 м²,"панельный дом, 1989 г.п., состояние: хорошее, жил. площадь 35 кв.м., кухня 11 кв.м., санузел раздельный, Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор. Продается квартира, полностью меблирована. Можно без мебели. В…"
