number_of_rooms,Price,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
3-комнатная квартира,31000000.0,3.0,60.0,5.0,,,1977.0,,раздельный,полностью меблирована
1-комнатная квартира,17200000.0,4.0,33.0,5.0,,,1981.0,,совмещенный,частично меблирована
2-комнатная квартира,49000000.0,2.0,65.0,10.0,Центральный,монолитный,2015.0,2.9,совмещенный,частично меблирована
2-комнатная квартира,25000000.0,3.0,41.0,4.0,,,1966.0,2.7,совмещенный,
4-комнатная квартира,64000000.0,6.0,107.0,16.0,Шанырак,монолитный,2015.0,3.0,2 с/у и более,полностью меблирована
3-комнатная квартира,43000000.0,18.0,83.9,18.0,Манхеттан (29 квартал),монолитный,2007.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,30000000.0,2.0,63.5,12.0,,,1993.0,,совмещенный,частично меблирована
1-комнатная квартира,20900000.0,4.0,36.0,5.0,,,1985.0,,совмещенный,частично меблирована
2-комнатная квартира,29500000.0,5.0,70.0,18.0,Алтын Булак 1,монолитный,2011.0,2.8,совмещенный,полностью меблирована
2-комнатная квартира,24200000.0,1.0,54.0,5.0,,,1980.0,2.85,раздельный,частично меблирована
3-комнатная квартира,25500000.0,1.0,63.5,5.0,,,1979.0,,раздельный,частично меблирована
2-комнатная квартира,19900000.0,5.0,53.0,5.0,,,1980.0,,раздельный,частично меблирована
2-комнатная квартира,23500000.0,4.0,45.0,5.0,,,1978.0,,раздельный,
2-комнатная квартира,36500000.0,12.0,82.0,20.0,Манхеттан (29 квартал),монолитный,2012.0,2.8,раздельный,полностью меблирована
1-комнатная квартира,17990000.0,4.0,31.5,5.0,,,1974.0,2.5,совмещенный,частично меблирована
2-комнатная квартира,26000000.0,3.0,47.0,4.0,,,1960.0,3.0,раздельный,пустая
3-комнатная квартира,22800000.0,5.0,60.0,5.0,,,1978.0,,раздельный,пустая
2-комнатная квартира,37000000.0,4.0,51.0,5.0,,,1977.0,,раздельный,
1-комнатная квартира,23500000.0,5.0,38.0,5.0,,,1980.0,,совмещенный,
4-комнатная квартира,89000000.0,3.0,164.0,8.0,КУАТ на Панфилова - Гоголя,монолитный,2004.0,3.0,2 с/у и более,
2-комнатная квартира,26000000.0,3.0,47.0,4.0,,,1960.0,,,пустая
3-комнатная квартира,22500000.0,5.0,63.0,5.0,,,1980.0,,совмещенный,частично меблирована
2-комнатная квартира,33500000.0,9.0,47.5,10.0,Elif Towers,монолитный,2017.0,2.7,совмещенный,частично меблирована
2-комнатная квартира,35400000.0,6.0,65.0,12.0,Молодежный,монолитный,2017.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,24700000.0,5.0,65.0,5.0,,,1979.0,,раздельный,частично меблирована
1-комнатная квартира,16500000.0,2.0,31.0,4.0,,,1975.0,,совмещенный,частично меблирована
3-комнатная квартира,24500000.0,3.0,65.0,5.0,,,1972.0,,совмещенный,
2-комнатная квартира,21500000.0,5.0,43.0,5.0,,,1979.0,2.8,совмещенный,полностью меблирована
3-комнатная квартира,35000000.0,9.0,78.0,9.0,,,1987.0,,раздельный,частично меблирована
2-комнатная квартира,20500000.0,5.0,42.0,5.0,,,1977.0,,совмещенный,частично меблирована
2-комнатная квартира,20500000.0,3.0,42.0,5.0,,,1973.0,2.6,совмещенный,частично меблирована
3-комнатная квартира,46000000.0,3.0,72.0,4.0,,,1964.0,2.65,раздельный,
2-комнатная квартира,35000000.0,3.0,54.0,4.0,,,1966.0,2.8,совмещенный,полностью меблирована
2-комнатная квартира,27500000.0,2.0,47.7,5.0,,,1974.0,2.8,раздельный,
1-комнатная квартира,21500000.0,3.0,40.2,9.0,,,1979.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,29500000.0,4.0,53.4,5.0,,,1986.0,2.8,раздельный,частично меблирована
2-комнатная квартира,46000000.0,5.0,69.0,5.0,,,1982.0,,раздельный,
3-комнатная квартира,24500000.0,2.0,59.0,4.0,,,1972.0,,совмещенный,
2-комнатная квартира,19500000.0,5.0,43.0,5.0,,,1979.0,2.5,совмещенный,
1-комнатная квартира,15000000.0,4.0,32.0,4.0,,,1970.0,2.6,совмещенный,
1-комнатная квартира,23500000.0,5.0,38.0,5.0,,,1980.0,3.0,совмещенный,частично меблирована
1-комнатная квартира,12000000.0,,24.0,,,,1958.0,3.2,совмещенный,полностью меблирована
3-комнатная квартира,33600000.0,2.0,68.0,5.0,,,1987.0,,раздельный,пустая
2-комнатная квартира,34000000.0,4.0,55.0,4.0,,,1974.0,,совмещенный,полностью меблирована
1-комнатная квартира,18900000.0,5.0,32.0,5.0,,,1978.0,,совмещенный,
1-комнатная квартира,17000000.0,2.0,31.0,5.0,,,1980.0,,совмещенный,пустая
1-комнатная квартира,28300000.0,7.0,45.0,13.0,Atlant,монолитный,2018.0,,совмещенный,полностью меблирована
2-комнатная квартира,26000000.0,7.0,53.0,16.0,ЖК на Ташкентской,монолитный,2019.0,2.8,раздельный,частично меблирована
1-комнатная квартира,21500000.0,1.0,39.0,3.0,,,1964.0,,,
2-комнатная квартира,37000000.0,4.0,51.0,5.0,,,1977.0,,раздельный,частично меблирована
2-комнатная квартира,21400000.0,3.0,53.5,5.0,,,1982.0,,раздельный,
2-комнатная квартира,19900000.0,,45.6,,,,1974.0,,раздельный,частично меблирована
1-комнатная квартира,21000000.0,4.0,36.0,5.0,,,1985.0,,совмещенный,частично меблирована
2-комнатная квартира,23500000.0,1.0,43.0,5.0,,,1979.0,,совмещенный,полностью меблирована
3-комнатная квартира,48500000.0,8.0,78.0,9.0,,,1993.0,,раздельный,частично меблирована
2-комнатная квартира,26000000.0,3.0,49.0,5.0,,,1975.0,,раздельный,частично меблирована
3-комнатная квартира,55888888.0,16.0,125.3,18.0,Манхеттан (29 квартал),монолитный,2007.0,3.0,раздельный,полностью меблирована
1-комнатная квартира,14000000.0,5.0,32.0,5.0,,,1982.0,2.7,,
2-комнатная квартира,25000000.0,2.0,50.0,3.0,,,1960.0,,раздельный,
2-комнатная квартира,39000000.0,4.0,54.0,4.0,,,1959.0,3.0,совмещенный,полностью меблирована
3-комнатная квартира,28500000.0,2.0,61.0,5.0,,панельный,1980.0,,,
3-комнатная квартира,23000000.0,5.0,56.0,5.0,,,1980.0,,раздельный,частично меблирована
1-комнатная квартира,8500000.0,2.0,19.2,5.0,,,1984.0,,,
1-комнатная квартира,21000000.0,5.0,33.0,5.0,,,,2.8,совмещенный,полностью меблирована
1-комнатная квартира,19800000.0,3.0,36.0,5.0,,,1985.0,2.75,совмещенный,полностью меблирована
2-комнатная квартира,29000000.0,4.0,49.5,5.0,,,1985.0,2.65,раздельный,
1-комнатная квартира,18000000.0,9.0,40.0,9.0,,,1985.0,,совмещенный,частично меблирована
1-комнатная квартира,17500000.0,1.0,40.0,9.0,,,1992.0,,совмещенный,частично меблирована
3-комнатная квартира,31500000.0,2.0,70.0,5.0,,,1986.0,2.7,раздельный,полностью меблирована
2-комнатная квартира,33000000.0,14.0,62.0,18.0,Алтын Булак 1,монолитный,2011.0,,совмещенный,частично меблирована
1-комнатная квартира,16500000.0,4.0,31.0,4.0,,,1979.0,2.7,совмещенный,частично меблирована
2-комнатная квартира,38800000.0,5.0,65.0,5.0,,,1974.0,,совмещенный,пустая
2-комнатная квартира,30500000.0,3.0,61.1,5.0,,,1988.0,,раздельный,частично меблирована
3-комнатная квартира,75600000.0,17.0,115.0,18.0,Жастар Mag,монолитный,2008.0,3.2,2 с/у и более,полностью меблирована
2-комнатная квартира,30500000.0,5.0,57.0,8.0,,,1977.0,,раздельный,частично меблирована
1-комнатная квартира,20500000.0,2.0,35.8,16.0,ЖК на Ташкентской,монолитный,2019.0,2.8,совмещенный,
3-комнатная квартира,25500000.0,5.0,59.0,5.0,,,1979.0,,совмещенный,пустая
2-комнатная квартира,26500000.0,2.0,56.0,16.0,ЖК на Ташкентской,монолитный,2019.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,41500000.0,4.0,69.0,5.0,,,1992.0,2.6,раздельный,полностью меблирована
2-комнатная квартира,27999999.0,16.0,75.0,18.0,Алтын Булак 1,монолитный,2016.0,,2 с/у и более,полностью меблирована
2-комнатная квартира,29000000.0,4.0,56.7,9.0,,,1986.0,,раздельный,частично меблирована
2-комнатная квартира,29000000.0,7.0,53.0,9.0,,,1985.0,,раздельный,
2-комнатная квартира,38000000.0,8.0,89.0,16.0,Алтын Булак 1,монолитный,2016.0,,раздельный,полностью меблирована
3-комнатная квартира,40000000.0,5.0,84.0,5.0,,,1972.0,,раздельный,полностью меблирована
2-комнатная квартира,30400000.0,3.0,52.0,5.0,,,1983.0,,раздельный,
2-комнатная квартира,37000000.0,6.0,67.0,18.0,,,1984.0,,совмещенный,частично меблирована
3-комнатная квартира,55000000.0,1.0,70.0,5.0,,,1981.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,37500000.0,7.0,80.0,9.0,,,1979.0,,совмещенный,частично меблирована
2-комнатная квартира,27500000.0,4.0,51.0,5.0,,,1990.0,,раздельный,
1-комнатная квартира,18000000.0,4.0,33.1,4.0,,кирпичный,1974.0,,,
2-комнатная квартира,29000000.0,1.0,47.0,5.0,,,1983.0,,,
1-комнатная квартира,19000000.0,1.0,32.8,5.0,,,1978.0,,,
4-комнатная квартира,67700000.0,2.0,117.0,13.0,Atlant,монолитный,2020.0,2.7,2 с/у и более,частично меблирована
4-комнатная квартира,45000000.0,4.0,96.0,5.0,,,1988.0,,раздельный,частично меблирована
2-комнатная квартира,29000000.0,5.0,58.0,9.0,,,1986.0,,раздельный,
2-комнатная квартира,20400000.0,5.0,51.0,5.0,,,1978.0,,совмещенный,
3-комнатная квартира,38500000.0,12.0,85.0,18.0,,монолитный,2011.0,2.8,2 с/у и более,
2-комнатная квартира,28800000.0,5.0,52.0,5.0,,,1980.0,,раздельный,
2-комнатная квартира,45000000.0,1.0,65.0,6.0,,,2004.0,3.0,совмещенный,полностью меблирована
3-комнатная квартира,43000000.0,18.0,86.0,18.0,Алтын Булак 2,монолитный,2012.0,2.8,2 с/у и более,полностью меблирована
2-комнатная квартира,20000000.0,3.0,42.0,4.0,,,1963.0,2.75,совмещенный,
3-комнатная квартира,37000000.0,1.0,76.0,5.0,,,1991.0,,раздельный,
4-комнатная квартира,44000000.0,5.0,96.0,5.0,,,1988.0,,2 с/у и более,частично меблирована
2-комнатная квартира,26300000.0,6.0,58.0,7.0,,,1989.0,,раздельный,частично меблирована
3-комнатная квартира,98500000.0,3.0,110.0,8.0,Престиж Алатау,монолитный,2018.0,3.0,2 с/у и более,полностью меблирована
1-комнатная квартира,14000000.0,5.0,32.0,5.0,,,1982.0,2.7,совмещенный,частично меблирована
2-комнатная квартира,31500000.0,2.0,68.0,7.0,,,1977.0,,раздельный,частично меблирована
1-комнатная квартира,23000000.0,4.0,33.2,8.0,Ак-Кайын,монолитный,2016.0,3.0,совмещенный,
2-комнатная квартира,24500000.0,1.0,64.2,9.0,,,2006.0,,раздельный,
1-комнатная квартира,19000000.0,3.0,46.7,10.0,,,2017.0,,совмещенный,полностью меблирована
3-комнатная квартира,38700000.0,2.0,76.0,5.0,,,1985.0,,раздельный,частично меблирована
3-комнатная квартира,43900000.0,8.0,112.0,9.0,,,1980.0,2.64,2 с/у и более,полностью меблирована
3-комнатная квартира,55800000.0,9.0,128.0,9.0,Береке,монолитный,2011.0,,2 с/у и более,частично меблирована
3-комнатная квартира,39800000.0,4.0,67.0,5.0,,,1987.0,,раздельный,частично меблирована
2-комнатная квартира,17400000.0,1.0,44.2,4.0,,,1967.0,,совмещенный,пустая
3-комнатная квартира,53800000.0,3.0,90.8,5.0,,,1977.0,,раздельный,частично меблирована
3-комнатная квартира,44500000.0,5.0,76.0,5.0,,,1986.0,,раздельный,частично меблирована
3-комнатная квартира,65800000.0,14.0,155.0,18.0,,,1984.0,,2 с/у и более,частично меблирована
3-комнатная квартира,26500000.0,5.0,61.0,5.0,,,1978.0,,раздельный,частично меблирована
4-комнатная квартира,128000000.0,5.0,300.0,6.0,Изумрудный город,кирпичный,2008.0,,2 с/у и более,частично меблирована
3-комнатная квартира,27500000.0,4.0,58.0,4.0,,,1967.0,,совмещенный,частично меблирована
3-комнатная квартира,41000000.0,2.0,76.0,5.0,,,1985.0,,раздельный,
3-комнатная квартира,42000000.0,5.0,120.0,5.0,,,1985.0,,раздельный,частично меблирована
1-комнатная квартира,29900000.0,11.0,62.0,12.0,Жайлы,,2016.0,2.7,совмещенный,полностью меблирована
3-комнатная квартира,28500000.0,3.0,57.0,5.0,,,1979.0,,раздельный,частично меблирована
3-комнатная квартира,26500000.0,2.0,58.0,4.0,,,1964.0,,совмещенный,частично меблирована
3-комнатная квартира,24000000.0,8.0,62.0,9.0,,,2000.0,,раздельный,
3-комнатная квартира,36000000.0,3.0,70.0,9.0,,,1982.0,,раздельный,
3-комнатная квартира,23500000.0,4.0,60.0,4.0,,,1972.0,,совмещенный,
3-комнатная квартира,30500000.0,5.0,63.0,5.0,,,1979.0,,раздельный,частично меблирована
1-комнатная квартира,26500000.0,18.0,60.0,18.0,,,2017.0,,совмещенный,полностью меблирована
3-комнатная квартира,40000000.0,3.0,68.0,5.0,,,1987.0,,раздельный,частично меблирована
3-комнатная квартира,30000000.0,1.0,63.0,5.0,,,1973.0,2.8,раздельный,частично меблирована
3-комнатная квартира,30000000.0,4.0,60.0,5.0,,,1974.0,2.8,раздельный,
2-комнатная квартира,35000000.0,10.0,54.8,12.0,,,1989.0,,раздельный,полностью меблирована
2-комнатная квартира,26500000.0,2.0,54.0,5.0,,,,2.8,раздельный,
1-комнатная квартира,20700000.0,3.0,31.0,5.0,,,1977.0,,,частично меблирована
3-комнатная квартира,25500000.0,5.0,70.0,5.0,,,1981.0,,раздельный,пустая
2-комнатная квартира,26500000.0,12.0,63.8,13.0,,,2015.0,2.75,раздельный,частично меблирована
3-комнатная квартира,33000000.0,2.0,69.0,9.0,,,1980.0,,раздельный,
3-комнатная квартира,23000000.0,2.0,58.1,2.0,,,1958.0,3.0,совмещенный,полностью меблирована
3-комнатная квартира,27500000.0,2.0,60.0,5.0,,,1978.0,,совмещенный,пустая
2-комнатная квартира,27000000.0,5.0,52.0,7.0,,кирпичный,1982.0,,раздельный,полностью меблирована
2-комнатная квартира,48500000.0,10.0,91.0,18.0,Жастар Mag,монолитный,2010.0,3.0,,
2-комнатная квартира,33500000.0,3.0,63.0,5.0,,кирпичный,1982.0,2.65,совмещенный,частично меблирована
1-комнатная квартира,9500000.0,2.0,20.0,5.0,,,1979.0,,совмещенный,частично меблирована
2-комнатная квартира,25700000.0,20.0,55.0,21.0,Каусар,монолитный,2012.0,,совмещенный,частично меблирована
3-комнатная квартира,36000000.0,5.0,66.7,9.0,,,1980.0,2.7,раздельный,полностью меблирована
2-комнатная квартира,30000000.0,2.0,53.0,5.0,,,1983.0,,раздельный,пустая
1-комнатная квартира,19000000.0,6.0,43.0,13.0,12 месяцев,монолитный,2020.0,2.8,,
3-комнатная квартира,28000000.0,5.0,68.0,5.0,,,1979.0,,совмещенный,частично меблирована
2-комнатная квартира,34500000.0,7.0,49.0,12.0,,,2017.0,,совмещенный,полностью меблирована
3-комнатная квартира,30500000.0,4.0,70.0,12.0,,,1993.0,,совмещенный,частично меблирована
2-комнатная квартира,21500000.0,5.0,48.0,5.0,,,1987.0,,,
1-комнатная квартира,18200000.0,7.0,43.0,13.0,12 месяцев,монолитный,2017.0,,,
2-комнатная квартира,26000000.0,3.0,46.0,4.0,,,1961.0,3.0,,
2-комнатная квартира,33500000.0,3.0,55.0,3.0,,,1960.0,,совмещенный,частично меблирована
2-комнатная квартира,23500000.0,12.0,34.0,12.0,Весна,монолитный,2016.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,24500000.0,4.0,59.0,5.0,,панельный,1977.0,,раздельный,частично меблирована
2-комнатная квартира,19500000.0,1.0,43.0,5.0,,,1972.0,,совмещенный,
3-комнатная квартира,25500000.0,1.0,62.0,5.0,,,1978.0,,совмещенный,частично меблирована
3-комнатная квартира,26500000.0,5.0,60.0,5.0,,,1974.0,,совмещенный,частично меблирована
2-комнатная квартира,32500000.0,12.0,70.0,16.0,,,2016.0,,2 с/у и более,частично меблирована
2-комнатная квартира,19800000.0,3.0,43.0,4.0,,,1965.0,,,
1-комнатная квартира,18900000.0,5.0,41.5,13.0,12 месяцев,монолитный,2017.0,2.8,,
1-комнатная квартира,25000000.0,5.0,40.0,13.0,Atlant,монолитный,2017.0,2.7,совмещенный,пустая
3-комнатная квартира,25000000.0,1.0,61.8,5.0,,,1977.0,,раздельный,
3-комнатная квартира,27500000.0,4.0,66.0,5.0,,,1987.0,2.8,раздельный,частично меблирована
3-комнатная квартира,26000000.0,2.0,59.8,5.0,,,1974.0,,совмещенный,частично меблирована
3-комнатная квартира,31500000.0,3.0,67.0,4.0,,,1971.0,,раздельный,
3-комнатная квартира,27000000.0,2.0,61.5,5.0,,,1980.0,,раздельный,частично меблирована
4-комнатная квартира,32500000.0,4.0,85.0,5.0,,,1987.0,2.0,раздельный,пустая
3-комнатная квартира,24500000.0,5.0,70.0,5.0,,,1981.0,,раздельный,частично меблирована
3-комнатная квартира,25500000.0,5.0,68.0,5.0,,,1980.0,,раздельный,частично меблирована
2-комнатная квартира,28500000.0,4.0,58.0,9.0,,,,,,
2-комнатная квартира,29500000.0,2.0,50.0,5.0,,,1978.0,,раздельный,частично меблирована
3-комнатная квартира,29500000.0,1.0,72.0,9.0,,,1991.0,,раздельный,полностью меблирована
3-комнатная квартира,35500000.0,4.0,70.0,5.0,,,1986.0,,раздельный,полностью меблирована
3-комнатная квартира,39000000.0,3.0,68.0,5.0,,,1987.0,,раздельный,полностью меблирована
3-комнатная квартира,40500000.0,3.0,68.0,5.0,,,1988.0,,раздельный,частично меблирована
3-комнатная квартира,33500000.0,2.0,68.0,9.0,,,1986.0,,раздельный,частично меблирована
3-комнатная квартира,25500000.0,1.0,62.0,4.0,,,1975.0,,раздельный,пустая
2-комнатная квартира,20500000.0,2.0,42.0,3.0,,,1961.0,,,
2-комнатная квартира,35500000.0,7.0,54.1,9.0,,,1973.0,,раздельный,частично меблирована
2-комнатная квартира,31000000.0,14.0,75.0,18.0,Алтын Булак 2,монолитный,2013.0,3.0,раздельный,полностью меблирована
2-комнатная квартира,18500000.0,4.0,39.0,4.0,,,1962.0,,,
3-комнатная квартира,30500000.0,3.0,62.0,5.0,,,1979.0,2.7,,
1-комнатная квартира,22500000.0,4.0,42.0,13.0,Atlant,монолитный,2017.0,,совмещенный,пустая
3-комнатная квартира,28000000.0,2.0,61.0,5.0,,панельный,1980.0,,совмещенный,
3-комнатная квартира,36000000.0,3.0,71.0,5.0,,панельный,1980.0,,раздельный,
2-комнатная квартира,20900000.0,5.0,43.0,5.0,,,1974.0,,совмещенный,полностью меблирована
2-комнатная квартира,21700000.0,3.0,43.0,5.0,,,1978.0,,,полностью меблирована
2-комнатная квартира,22200000.0,3.0,42.0,5.0,,,1975.0,,совмещенный,частично меблирована
1-комнатная квартира,34000000.0,5.0,45.5,12.0,Exclusive Star,монолитный,2021.0,2.85,,
2-комнатная квартира,21000000.0,4.0,41.8,4.0,,,1970.0,,совмещенный,пустая
2-комнатная квартира,27000000.0,3.0,42.0,4.0,,,1964.0,,совмещенный,полностью меблирована
1-комнатная квартира,16500000.0,5.0,33.0,5.0,,,1978.0,,совмещенный,
2-комнатная квартира,23200000.0,4.0,44.0,5.0,,,1980.0,,2 с/у и более,
3-комнатная квартира,24000000.0,5.0,58.0,5.0,,,1974.0,2.5,совмещенный,частично меблирована
2-комнатная квартира,35000000.0,10.0,66.0,21.0,Каусар,монолитный,2012.0,2.7,совмещенный,полностью меблирована
3-комнатная квартира,30000000.0,9.0,72.0,9.0,,,1985.0,,совмещенный,частично меблирована
2-комнатная квартира,50000000.0,3.0,57.0,3.0,,,1954.0,,совмещенный,полностью меблирована
3-комнатная квартира,33000000.0,1.0,64.0,9.0,,,1984.0,,совмещенный,частично меблирована
3-комнатная квартира,44500000.0,2.0,70.0,12.0,,,1993.0,,раздельный,частично меблирована
3-комнатная квартира,30500000.0,2.0,58.0,5.0,,,1973.0,,совмещенный,полностью меблирована
3-комнатная квартира,24000000.0,4.0,58.0,5.0,,,1984.0,,совмещенный,
4-комнатная квартира,30500000.0,3.0,80.0,5.0,,,1980.0,,раздельный,частично меблирована
2-комнатная квартира,32300000.0,15.0,82.0,22.0,Жайлы,монолитный,2011.0,2.7,раздельный,
2-комнатная квартира,22900000.0,1.0,43.0,5.0,,,1978.0,,совмещенный,
3-комнатная квартира,26500000.0,,66.0,,,,1978.0,2.7,раздельный,частично меблирована
3-комнатная квартира,31000000.0,4.0,62.5,9.0,,,1979.0,,раздельный,
4-комнатная квартира,53500000.0,3.0,92.0,9.0,,,1981.0,,2 с/у и более,частично меблирована
3-комнатная квартира,35500000.0,2.0,68.0,5.0,,,1981.0,,раздельный,частично меблирована
3-комнатная квартира,35000000.0,4.0,68.0,9.0,,,1993.0,,раздельный,
3-комнатная квартира,34500000.0,3.0,64.0,5.0,,,1983.0,,раздельный,
4-комнатная квартира,40000000.0,3.0,80.0,12.0,,,1988.0,,раздельный,частично меблирована
3-комнатная квартира,26500000.0,4.0,65.0,5.0,,,1987.0,,совмещенный,пустая
2-комнатная квартира,32500000.0,1.0,54.0,4.0,,кирпичный,1969.0,,раздельный,частично меблирована
2-комнатная квартира,23500000.0,1.0,43.0,5.0,,,1979.0,,,
3-комнатная квартира,25500000.0,4.0,61.0,4.0,,,1971.0,5.0,раздельный,частично меблирована
3-комнатная квартира,24500000.0,4.0,61.0,4.0,,,1971.0,,раздельный,частично меблирована
3-комнатная квартира,26000000.0,2.0,58.0,5.0,,,1978.0,,совмещенный,полностью меблирована
3-комнатная квартира,27500000.0,2.0,57.0,5.0,,,1973.0,,раздельный,частично меблирована
3-комнатная квартира,24500000.0,5.0,58.0,5.0,,панельный,1974.0,,совмещенный,частично меблирована
3-комнатная квартира,27500000.0,3.0,58.0,4.0,,,1971.0,,совмещенный,полностью меблирована
3-комнатная квартира,23500000.0,8.0,64.0,9.0,,монолитный,2000.0,3.0,раздельный,частично меблирована
2-комнатная квартира,29500000.0,3.0,40.0,5.0,,,1963.0,,совмещенный,полностью меблирована
4-комнатная квартира,44000000.0,3.0,98.0,5.0,,,1991.0,,2 с/у и более,
4-комнатная квартира,31500000.0,3.0,84.0,5.0,,,1980.0,2.2,раздельный,
3-комнатная квартира,32500000.0,3.0,68.0,9.0,,,1980.0,2.0,совмещенный,пустая
3-комнатная квартира,29500000.0,3.0,58.0,5.0,,,1978.0,,совмещенный,пустая
3-комнатная квартира,31000000.0,7.0,72.0,9.0,,,1989.0,,,полностью меблирована
3-комнатная квартира,35500000.0,7.0,68.0,9.0,,,1985.0,2.0,раздельный,частично меблирована
2-комнатная квартира,48500000.0,3.0,64.0,14.0,LEGENDA,монолитный,2019.0,3.0,совмещенный,частично меблирована
3-комнатная квартира,27400000.0,2.0,58.5,5.0,,,1984.0,,раздельный,частично меблирована
2-комнатная квартира,19400000.0,1.0,35.9,5.0,,,1973.0,,,
3-комнатная квартира,34000000.0,6.0,68.0,8.0,,,1985.0,,,
2-комнатная квартира,30700000.0,11.0,75.6,18.0,Алтын Булак 2,монолитный,2015.0,,совмещенный,частично меблирована
1-комнатная квартира,19000000.0,3.0,40.0,4.0,,,1963.0,,совмещенный,
1-комнатная квартира,18800000.0,4.0,33.0,5.0,,,1982.0,,совмещенный,частично меблирована
1-комнатная квартира,19000000.0,4.0,30.0,4.0,,,1970.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,27000000.0,5.0,68.0,5.0,,,1978.0,,совмещенный,частично меблирована
3-комнатная квартира,28900000.0,3.0,57.0,5.0,,,1979.0,,,
3-комнатная квартира,70000000.0,11.0,128.0,13.0,,,2007.0,,2 с/у и более,частично меблирована
1-комнатная квартира,18600000.0,4.0,32.4,5.0,,,1978.0,,совмещенный,частично меблирована
3-комнатная квартира,29000000.0,3.0,57.0,5.0,,,1979.0,,,
2-комнатная квартира,23000000.0,5.0,50.0,6.0,,,1985.0,,совмещенный,полностью меблирована
1-комнатная квартира,17000000.0,1.0,33.0,3.0,,,1949.0,,совмещенный,
2-комнатная квартира,30700000.0,11.0,75.6,18.0,Алтын Булак 2,монолитный,2015.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,28400000.0,3.0,57.0,5.0,,,1979.0,,раздельный,частично меблирована
2-комнатная квартира,23700000.0,4.0,54.0,5.0,,,1985.0,,раздельный,частично меблирована
4-комнатная квартира,55000000.0,1.0,87.0,5.0,,,1969.0,2.8,раздельный,полностью меблирована
2-комнатная квартира,24000000.0,5.0,45.0,5.0,,,1976.0,2.7,совмещенный,полностью меблирована
1-комнатная квартира,18500000.0,1.0,41.0,13.0,12 месяцев,монолитный,2021.0,2.8,совмещенный,пустая
2-комнатная квартира,31000000.0,7.0,51.5,9.0,,,1985.0,,раздельный,
3-комнатная квартира,42000000.0,8.0,77.0,9.0,,,2000.0,2.8,раздельный,полностью меблирована
2-комнатная квартира,22500000.0,4.0,45.0,5.0,,,1971.0,,,
3-комнатная квартира,30000000.0,9.0,72.0,9.0,,,1988.0,,раздельный,полностью меблирована
3-комнатная квартира,41800000.0,2.0,78.0,8.0,,,1977.0,,раздельный,частично меблирована
3-комнатная квартира,36400000.0,3.0,71.0,5.0,,,1980.0,,раздельный,частично меблирована
2-комнатная квартира,23500000.0,1.0,48.0,5.0,,,1980.0,,,
3-комнатная квартира,36300000.0,3.0,72.0,5.0,,,1980.0,,раздельный,частично меблирована
2-комнатная квартира,18200000.0,4.0,44.0,5.0,,,1971.0,,,
3-комнатная квартира,35300000.0,5.0,81.3,5.0,,,1978.0,,2 с/у и более,частично меблирована
3-комнатная квартира,45000000.0,9.0,77.0,13.0,Varlamova,монолитный,2017.0,3.0,2 с/у и более,полностью меблирована
1-комнатная квартира,18000000.0,9.0,36.0,9.0,,,1984.0,,,
1-комнатная квартира,36800000.0,8.0,46.6,10.0,Elif Towers,монолитный,2019.0,2.7,совмещенный,пустая
3-комнатная квартира,30000000.0,2.0,64.0,12.0,,,1993.0,,совмещенный,
1-комнатная квартира,18500000.0,4.0,42.0,13.0,12 месяцев,монолитный,2021.0,,,
1-комнатная квартира,7000000.0,3.0,20.0,5.0,,,1979.0,3.0,совмещенный,пустая
2-комнатная квартира,27500000.0,5.0,52.0,7.0,,кирпичный,1982.0,2.75,раздельный,полностью меблирована
3-комнатная квартира,29000000.0,3.0,65.0,5.0,,,1990.0,,раздельный,частично меблирована
3-комнатная квартира,25500000.0,1.0,58.0,5.0,,,1980.0,,совмещенный,частично меблирована
2-комнатная квартира,25300000.0,5.0,43.0,5.0,,,1979.0,,совмещенный,полностью меблирована
3-комнатная квартира,23000000.0,4.0,60.0,4.0,,,1971.0,,совмещенный,частично меблирована
1-комнатная квартира,18000000.0,1.0,32.0,5.0,,,1978.0,,совмещенный,полностью меблирована
2-комнатная квартира,25500000.0,1.0,50.0,5.0,,,1979.0,,раздельный,полностью меблирована
1-комнатная квартира,22700000.0,1.0,33.0,5.0,,,1981.0,,совмещенный,частично меблирована
2-комнатная квартира,25000000.0,1.0,43.0,5.0,,,1978.0,,совмещенный,полностью меблирована
1-комнатная квартира,19500000.0,1.0,40.0,9.0,,,1985.0,,совмещенный,полностью меблирована
2-комнатная квартира,22000000.0,5.0,43.0,5.0,,,1975.0,,совмещенный,полностью меблирована
3-комнатная квартира,23000000.0,4.0,59.0,4.0,,,1970.0,,раздельный,частично меблирована
1-комнатная квартира,17000000.0,1.0,30.2,4.0,,,1977.0,,совмещенный,частично меблирована
1-комнатная квартира,22900000.0,3.0,42.0,5.0,,,1987.0,,совмещенный,полностью меблирована
