number_of_rooms,Price,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
2-комнатная квартира,39000000.0,4.0,54.0,5.0,,,1971.0,,раздельный,
4-комнатная квартира,133590000.0,4.0,183.11,7.0,ile de France,панельный,2015.0,3.3,,
1-комнатная квартира,41610000.0,3.0,57.2,7.0,ile de France,монолитный,2015.0,,,
3-комнатная квартира,68000000.0,4.0,120.0,6.0,Европолис,монолитный,2006.0,,,
3-комнатная квартира,62000000.0,3.0,100.0,6.0,Европолис,монолитный,2018.0,,,
1-комнатная квартира,25000000.0,4.0,35.0,4.0,,,1970.0,,совмещенный,
3-комнатная квартира,98000000.0,17.0,118.0,21.0,AFD Plaza,монолитный,2015.0,,,
3-комнатная квартира,98000000.0,15.0,118.0,21.0,AFD Plaza,монолитный,2015.0,,,
2-комнатная квартира,65000000.0,12.0,70.0,21.0,AFD Plaza,монолитный,2015.0,,,
2-комнатная квартира,65000000.0,15.0,70.0,21.0,AFD Plaza,монолитный,2015.0,,,
3-комнатная квартира,88330000.0,5.0,121.44,7.0,ile de France,монолитный,2015.0,3.3,,
2-комнатная квартира,75920000.0,7.0,104.14,7.0,ile de France,монолитный,2015.0,3.3,,
1-комнатная квартира,46720000.0,3.0,64.53,7.0,ile de France,монолитный,2015.0,3.3,,
2-комнатная квартира,73000000.0,2.0,99.86,7.0,ile de France,монолитный,2018.0,3.3,2 с/у и более,пустая
1-комнатная квартира,41610000.0,3.0,57.2,7.0,ile de France,монолитный,2018.0,3.3,совмещенный,пустая
1-комнатная квартира,41610000.0,2.0,57.2,7.0,ile de France,монолитный,2018.0,3.3,совмещенный,пустая
3-комнатная квартира,96200000.0,5.0,130.0,7.0,ile de France,монолитный,2018.0,3.3,,
2-комнатная квартира,53290000.0,2.0,73.43,7.0,ile de France,монолитный,2018.0,3.3,2 с/у и более,пустая
2-комнатная квартира,78840000.0,3.0,108.67,7.0,ile de France,монолитный,2018.0,3.3,2 с/у и более,пустая
2-комнатная квартира,53600000.0,5.0,80.0,7.0,Европолис,монолитный,2018.0,,,
2-комнатная квартира,56000000.0,8.0,80.0,14.0,Терренкур,монолитный,2007.0,,,
2-комнатная квартира,11500000.0,3.0,45.0,4.0,,,1961.0,,,
6-комнатная квартира,110000000.0,5.0,221.0,6.0,,,2007.0,,2 с/у и более,
3-комнатная квартира,45000000.0,6.0,75.0,13.0,Восточный Парк,монолитный,2018.0,,,
1-комнатная квартира,20500000.0,5.0,52.0,5.0,,,2018.0,,совмещенный,частично меблирована
2-комнатная квартира,35500000.0,2.0,67.0,9.0,На Богенбай Батыра,монолитный,2021.0,2.7,раздельный,пустая
2-комнатная квартира,29500000.0,5.0,82.0,5.0,,,2016.0,,совмещенный,частично меблирована
3-комнатная квартира,65000000.0,2.0,95.0,5.0,,,1987.0,2.6,раздельный,частично меблирована
2-комнатная квартира,22500000.0,4.0,41.0,4.0,,,1961.0,,,
2-комнатная квартира,54000000.0,19.0,90.0,30.0,Нурлы Тау,монолитный,2009.0,3.0,раздельный,полностью меблирована
2-комнатная квартира,22800000.0,3.0,46.1,4.0,,,1967.0,,совмещенный,полностью меблирована
3-комнатная квартира,90000000.0,2.0,120.2,6.0,Ак Бота,монолитный,2007.0,3.0,2 с/у и более,пустая
4-комнатная квартира,61000000.0,4.0,102.0,5.0,,,1989.0,,2 с/у и более,частично меблирована
3-комнатная квартира,44500000.0,4.0,65.5,9.0,,,1993.0,2.8,раздельный,частично меблирована
6-комнатная квартира,182800000.0,2.0,412.0,4.0,,,2013.0,3.5,2 с/у и более,
3-комнатная квартира,55000000.0,1.0,100.0,8.0,Европолис,монолитный,2010.0,3.3,совмещенный,частично меблирована
3-комнатная квартира,53000000.0,5.0,90.0,5.0,,,1980.0,2.65,раздельный,частично меблирована
3-комнатная квартира,43500000.0,4.0,75.0,9.0,,,1976.0,2.66,раздельный,полностью меблирована
5-комнатная квартира,139000000.0,6.0,185.0,9.0,Базис на Зенкова 33,монолитный,1997.0,2.85,2 с/у и более,полностью меблирована
3-комнатная квартира,37000000.0,8.0,72.3,9.0,,,1992.0,2.7,раздельный,частично меблирована
1-комнатная квартира,27000000.0,2.0,45.0,5.0,,,1975.0,,совмещенный,полностью меблирована
2-комнатная квартира,14500000.0,4.0,40.1,5.0,,,1979.0,3.0,совмещенный,частично меблирована
5-комнатная квартира,222000000.0,2.0,303.0,9.0,Royal,монолитный,2017.0,3.0,2 с/у и более,
4-комнатная квартира,51000000.0,5.0,86.0,5.0,,,1992.0,,раздельный,
4-комнатная квартира,115000000.0,2.0,163.0,7.0,Максима Резидентс,монолитный,2011.0,2.8,2 с/у и более,
3-комнатная квартира,50000000.0,3.0,70.0,5.0,,,1973.0,2.7,раздельный,
6-комнатная квартира,170000000.0,1.0,265.0,7.0,Dostyk Residence,монолитный,2017.0,3.15,2 с/у и более,
4-комнатная квартира,65000000.0,4.0,105.0,5.0,,,1974.0,,2 с/у и более,пустая
1-комнатная квартира,16500000.0,3.0,33.0,5.0,,,,,совмещенный,частично меблирована
3-комнатная квартира,29000000.0,4.0,63.0,4.0,,,1973.0,2.5,,
2-комнатная квартира,43000000.0,4.0,58.0,4.0,,,1958.0,,совмещенный,полностью меблирована
2-комнатная квартира,36000000.0,4.0,83.7,10.0,Ush Qońyr,монолитный,2021.0,2.7,раздельный,
2-комнатная квартира,21900000.0,5.0,62.9,9.0,Vostochka.kz,монолитный,2021.0,2.8,,
1-комнатная квартира,30300000.0,4.0,56.0,5.0,,,2008.0,,,
1-комнатная квартира,19000000.0,5.0,35.0,5.0,,,1986.0,,,
3-комнатная квартира,45000000.0,9.0,64.2,12.0,,,1988.0,,совмещенный,частично меблирована
2-комнатная квартира,25300000.0,5.0,46.0,6.0,,,1977.0,2.7,совмещенный,полностью меблирована
1-комнатная квартира,31000000.0,7.0,40.5,7.0,,,1994.0,2.7,совмещенный,полностью меблирована
4-комнатная квартира,98000000.0,8.0,148.0,15.0,Самал Делюкс,монолитный,2008.0,3.0,2 с/у и более,
5-комнатная квартира,170000000.0,5.0,182.0,7.0,Максима Резидентс,монолитный,2010.0,3.0,2 с/у и более,
2-комнатная квартира,40000000.0,9.0,54.0,14.0,Central Park Residence,монолитный,2014.0,3.0,совмещенный,
2-комнатная квартира,85495200.0,2.0,112.0,7.0,ile de France,монолитный,2017.0,3.3,,
2-комнатная квартира,66564120.0,2.0,87.2,7.0,ile de France,монолитный,2017.0,3.3,,
1-комнатная квартира,48549060.0,,63.6,,ile de France,монолитный,2017.0,3.3,,
2-комнатная квартира,64197735.0,2.0,84.1,7.0,ile de France,монолитный,2017.0,3.3,,
2-комнатная квартира,59464965.0,5.0,77.9,7.0,ile de France,монолитный,2017.0,3.3,,
1-комнатная квартира,49236075.0,2.0,64.5,7.0,ile de France,монолитный,2017.0,3.3,,
1-комнатная квартира,42823935.0,2.0,56.1,7.0,ile de France,монолитный,2017.0,3.3,,
2-комнатная квартира,79464735.0,,104.1,,ile de France,монолитный,2017.0,3.3,,
2-комнатная квартира,69464850.0,2.0,91.0,7.0,ile de France,монолитный,2017.0,3.3,,
3-комнатная квартира,122365005.0,,160.3,,ile de France,монолитный,2017.0,3.3,,
1-комнатная квартира,52136805.0,,68.3,,ile de France,монолитный,2017.0,3.3,,
2-комнатная квартира,69235845.0,,90.7,,ile de France,монолитный,2017.0,3.3,,
2-комнатная квартира,32000000.0,4.0,65.0,5.0,Европолис,монолитный,2018.0,5.0,,
3-комнатная квартира,90000000.0,7.0,160.0,20.0,Samal Tower,монолитный,2017.0,3.0,2 с/у и более,
3-комнатная квартира,50500000.0,5.0,70.0,9.0,,,1988.0,,раздельный,
3-комнатная квартира,43500000.0,8.0,63.5,9.0,,,1993.0,,раздельный,
3-комнатная квартира,91000000.0,2.0,90.0,6.0,,,1997.0,,раздельный,
3-комнатная квартира,90000000.0,12.0,155.0,14.0,Арман,монолитный,2007.0,3.0,2 с/у и более,
3-комнатная квартира,60000000.0,2.0,70.0,8.0,,,1991.0,,раздельный,
2-комнатная квартира,48000000.0,,76.7,,Европолис,монолитный,2015.0,3.0,2 с/у и более,
3-комнатная квартира,85000000.0,1.0,105.0,6.0,Тау Шатыр,монолитный,2017.0,3.6,2 с/у и более,полностью меблирована
5-комнатная квартира,250000000.0,7.0,208.0,7.0,Dostyk Residence,монолитный,2018.0,3.15,2 с/у и более,полностью меблирована
3-комнатная квартира,52000000.0,1.0,70.0,5.0,,,,,,
3-комнатная квартира,25500000.0,1.0,63.8,5.0,,,1974.0,,совмещенный,частично меблирована
2-комнатная квартира,17900000.0,6.0,43.0,9.0,Vostochka.kz,монолитный,2020.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,30000000.0,1.0,70.0,6.0,,,1991.0,,раздельный,частично меблирована
3-комнатная квартира,28500000.0,4.0,60.0,4.0,,,1967.0,,совмещенный,полностью меблирована
2-комнатная квартира,75000000.0,4.0,81.9,9.0,Максима Резидентс,монолитный,2011.0,4.0,2 с/у и более,частично меблирована
4-комнатная квартира,150000000.0,5.0,210.0,9.0,Салем-2,монолитный,2012.0,3.2,2 с/у и более,
2-комнатная квартира,36000000.0,5.0,65.0,7.0,,,2008.0,,раздельный,
4-комнатная квартира,160000000.0,14.0,226.6,20.0,,,,3.0,2 с/у и более,частично меблирована
3-комнатная квартира,96000000.0,12.0,100.0,15.0,Сункар,монолитный,2012.0,3.0,,
4-комнатная квартира,110000000.0,9.0,174.0,17.0,,,2006.0,3.0,2 с/у и более,полностью меблирована
2-комнатная квартира,42000000.0,2.0,85.0,5.0,,,2018.0,2.75,2 с/у и более,полностью меблирована
1-комнатная квартира,15500000.0,6.0,36.0,9.0,Dostar,монолитный,2018.0,2.6,совмещенный,полностью меблирована
2-комнатная квартира,35000000.0,7.0,54.0,8.0,,,1972.0,,,
4-комнатная квартира,215000000.0,3.0,245.0,7.0,Рапсодия,монолитный,2006.0,3.0,2 с/у и более,
2-комнатная квартира,46000000.0,4.0,82.0,5.0,,,,2.7,совмещенный,полностью меблирована
2-комнатная квартира,38900000.0,8.0,51.5,8.0,,,1990.0,,раздельный,полностью меблирована
6-комнатная квартира,305900000.0,7.0,400.0,7.0,Ренессанс,кирпичный,2007.0,3.5,2 с/у и более,полностью меблирована
4-комнатная квартира,85000000.0,6.0,134.0,7.0,Пионер,,2002.0,,,
4-комнатная квартира,118900000.0,5.0,160.0,5.0,Европолис,монолитный,2006.0,3.0,раздельный,полностью меблирована
1-комнатная квартира,17300000.0,3.0,31.0,5.0,,,,,раздельный,полностью меблирована
1-комнатная квартира,29000000.0,6.0,59.0,12.0,Молодежный,монолитный,2020.0,2.8,,
2-комнатная квартира,125000000.0,2.0,99.6,7.0,ile de France,монолитный,2017.0,,,
5-комнатная квартира,363000000.0,7.0,235.0,7.0,Tau-house,кирпичный,2017.0,3.5,2 с/у и более,частично меблирована
2-комнатная квартира,26500000.0,1.0,50.0,5.0,,,1981.0,3.0,совмещенный,полностью меблирована
3-комнатная квартира,75000000.0,5.0,113.0,5.0,,,1972.0,,2 с/у и более,
2-комнатная квартира,107000000.0,1.0,103.5,7.0,Dostyk Residence,,2017.0,3.1,2 с/у и более,
3-комнатная квартира,33000000.0,4.0,94.4,5.0,,,2020.0,2.7,,
1-комнатная квартира,28800000.0,6.0,52.1,9.0,,,2020.0,2.7,раздельный,
2-комнатная квартира,26500000.0,4.0,43.8,5.0,,,1978.0,,совмещенный,частично меблирована
2-комнатная квартира,22999999.0,1.0,44.0,4.0,,,1970.0,2.7,совмещенный,полностью меблирована
1-комнатная квартира,45000000.0,7.0,48.0,12.0,Art Residence,монолитный,2018.0,3.0,совмещенный,
1-комнатная квартира,19000000.0,7.0,40.0,9.0,Vostochka.kz,монолитный,2020.0,2.75,совмещенный,пустая
2-комнатная квартира,47900000.0,5.0,50.7,5.0,,,1976.0,,раздельный,полностью меблирована
1-комнатная квартира,32000000.0,3.0,55.0,16.0,Айсулу,,2017.0,3.0,раздельный,полностью меблирована
3-комнатная квартира,25900000.0,9.0,83.0,9.0,Vostochka.kz,монолитный,2018.0,2.75,2 с/у и более,
4-комнатная квартира,105000000.0,1.0,132.0,8.0,Европолис,,2015.0,3.8,2 с/у и более,частично меблирована
7-комнатная квартира,650000000.0,,500.0,,,,2019.0,3.5,2 с/у и более,полностью меблирована
1-комнатная квартира,24990000.0,5.0,33.8,5.0,,,1991.0,,совмещенный,частично меблирована
3-комнатная квартира,35000000.0,2.0,90.0,9.0,,,1985.0,,раздельный,полностью меблирована
2-комнатная квартира,35000000.0,2.0,88.9,5.0,,,2018.0,,2 с/у и более,
2-комнатная квартира,39000000.0,12.0,68.0,16.0,Астана,монолитный,2008.0,2.8,совмещенный,полностью меблирована
8-комнатная квартира,233590000.0,9.0,334.0,10.0,Клубный дом DeVille,монолитный,2017.0,3.3,2 с/у и более,
3-комнатная квартира,49500000.0,7.0,76.4,9.0,,монолитный,1991.0,2.7,раздельный,полностью меблирована
2-комнатная квартира,34500000.0,1.0,91.0,5.0,,,2010.0,,2 с/у и более,частично меблирована
4-комнатная квартира,115000000.0,11.0,146.0,14.0,КУАТ на Барибаева - Гоголя,монолитный,2005.0,3.0,,
2-комнатная квартира,21000000.0,3.0,42.0,5.0,,панельный,1974.0,,совмещенный,частично меблирована
3-комнатная квартира,27000000.0,3.0,57.5,4.0,,,1974.0,,совмещенный,частично меблирована
3-комнатная квартира,75000000.0,7.0,108.0,20.0,Samal Tower,монолитный,2017.0,3.1,2 с/у и более,полностью меблирована
4-комнатная квартира,90000000.0,4.0,134.0,9.0,,,1994.0,,,
3-комнатная квартира,50000000.0,2.0,90.0,5.0,,,1989.0,2.7,раздельный,
2-комнатная квартира,56000000.0,5.0,87.1,7.0,Тау Шатыр,монолитный,2008.0,,2 с/у и более,полностью меблирована
4-комнатная квартира,154222000.0,1.0,265.9,7.0,Dostyk Residence,монолитный,2017.0,3.15,2 с/у и более,
1-комнатная квартира,26000000.0,15.0,33.0,15.0,Сункар,монолитный,2017.0,2.7,совмещенный,полностью меблирована
6-комнатная квартира,299999000.0,8.0,440.1,8.0,Аскарбек,монолитный,2007.0,3.2,2 с/у и более,полностью меблирована
2-комнатная квартира,30300000.0,1.0,56.0,6.0,Парк Горького,монолитный,2010.0,3.0,совмещенный,частично меблирована
5-комнатная квартира,250000000.0,7.0,208.0,7.0,Dostyk Residence,монолитный,2018.0,3.15,2 с/у и более,частично меблирована
2-комнатная квартира,56900000.0,4.0,77.0,7.0,ile de France,монолитный,2015.0,3.3,,
4-комнатная квартира,55000000.0,5.0,90.0,5.0,,,1976.0,2.8,раздельный,частично меблирована
1-комнатная квартира,43000000.0,1.0,55.0,7.0,ile de France,монолитный,2015.0,3.3,раздельный,
2-комнатная квартира,19900000.0,1.0,41.0,5.0,,,1970.0,2.8,раздельный,
1-комнатная квартира,37900000.0,4.0,53.0,9.0,,,1994.0,2.8,,полностью меблирована
2-комнатная квартира,38000000.0,5.0,58.0,14.0,Central Park Residence,монолитный,2014.0,3.0,совмещенный,полностью меблирована
2-комнатная квартира,48100000.0,2.0,65.0,7.0,ile de France,монолитный,2015.0,3.3,,
1-комнатная квартира,23000000.0,5.0,35.0,5.0,,,1980.0,,совмещенный,частично меблирована
2-комнатная квартира,38900000.0,6.0,64.0,12.0,,,1987.0,,раздельный,частично меблирована
3-комнатная квартира,59500000.0,2.0,92.0,12.0,Медеу Парк,монолитный,2018.0,3.0,2 с/у и более,частично меблирована
1-комнатная квартира,22000000.0,5.0,30.0,5.0,,,1975.0,2.7,совмещенный,частично меблирована
2-комнатная квартира,27000000.0,1.0,55.0,5.0,,,2006.0,,раздельный,частично меблирована
2-комнатная квартира,27000000.0,2.0,50.8,5.0,,,1969.0,,раздельный,
3-комнатная квартира,87000000.0,9.0,101.0,12.0,,,1977.0,,раздельный,частично меблирована
3-комнатная квартира,74000000.0,4.0,102.0,7.0,ile de France,монолитный,2015.0,3.3,,
2-комнатная квартира,51800000.0,5.0,70.0,7.0,ile de France,монолитный,2015.0,3.3,,
3-комнатная квартира,70300000.0,3.0,98.0,7.0,ile de France,монолитный,2015.0,3.3,раздельный,
4-комнатная квартира,136900000.0,5.0,185.0,7.0,ile de France,монолитный,2015.0,3.3,2 с/у и более,
4-комнатная квартира,75000000.0,1.0,126.0,6.0,Европолис,монолитный,2018.0,,2 с/у и более,частично меблирована
3-комнатная квартира,60000000.0,6.0,123.0,7.0,Тау Шатыр,монолитный,2017.0,3.7,,
3-комнатная квартира,46590000.0,3.0,105.0,10.0,Кок Жер,монолитный,2016.0,,2 с/у и более,
3-комнатная квартира,45000000.0,1.0,63.0,5.0,,,1989.0,,совмещенный,полностью меблирована
1-комнатная квартира,24800000.0,5.0,40.0,5.0,,,1985.0,2.8,раздельный,
3-комнатная квартира,42000000.0,3.0,86.0,5.0,,,1990.0,2.7,раздельный,пустая
2-комнатная квартира,49000000.0,4.0,81.8,5.0,,,1973.0,2.7,совмещенный,
1-комнатная квартира,54000000.0,4.0,57.0,7.0,ile de France,монолитный,2015.0,3.3,совмещенный,
2-комнатная квартира,70000000.0,3.0,88.6,20.0,Тау Самал на Мендыкулова,монолитный,2004.0,,2 с/у и более,полностью меблирована
3-комнатная квартира,42000000.0,4.0,69.0,4.0,,,1969.0,2.9,совмещенный,полностью меблирована
3-комнатная квартира,44999999.0,5.0,73.5,5.0,,,,2.8,2 с/у и более,
2-комнатная квартира,33900000.0,9.0,52.0,9.0,,панельный,1993.0,,раздельный,
2-комнатная квартира,36500000.0,3.0,75.0,5.0,,,1986.0,,раздельный,полностью меблирована
2-комнатная квартира,32000000.0,7.0,47.4,9.0,,,1986.0,,раздельный,частично меблирована
3-комнатная квартира,30900000.0,3.0,58.0,5.0,,,1974.0,,совмещенный,частично меблирована
2-комнатная квартира,24900000.0,2.0,63.0,10.0,Vostochka.kz,монолитный,2018.0,,,
1-комнатная квартира,25700000.0,3.0,33.0,5.0,,,1977.0,,совмещенный,пустая
4-комнатная квартира,68000000.0,2.0,125.0,10.0,Восточный Парк,монолитный,2018.0,3.0,совмещенный,
3-комнатная квартира,79000000.0,1.0,100.0,3.0,Esentai City,монолитный,2018.0,,2 с/у и более,
1-комнатная квартира,47800000.0,5.0,64.53,7.0,ile de France,монолитный,2015.0,3.3,,
2-комнатная квартира,100000000.0,5.0,100.0,7.0,Dostyk Residence,монолитный,2018.0,3.15,2 с/у и более,полностью меблирована
1-комнатная квартира,19800000.0,3.0,30.0,4.0,,,1967.0,,,
2-комнатная квартира,46620000.0,3.0,61.5,7.0,ile de France,монолитный,2015.0,3.3,раздельный,
1-комнатная квартира,43000000.0,3.0,50.0,7.0,ile de France,монолитный,2015.0,3.3,раздельный,
3-комнатная квартира,68900000.0,14.0,138.0,22.0,Алматы Тауэрс,монолитный,2008.0,3.0,2 с/у и более,частично меблирована
3-комнатная квартира,51900000.0,11.0,73.0,13.0,Восточный Парк,монолитный,2017.0,3.0,раздельный,частично меблирована
1-комнатная квартира,17500000.0,1.0,40.0,5.0,,,1987.0,,,
3-комнатная квартира,56500000.0,4.0,85.3,5.0,,,1975.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,34000000.0,5.0,46.0,14.0,Central Park Residence,монолитный,2015.0,3.0,совмещенный,частично меблирована
2-комнатная квартира,63000000.0,6.0,93.0,9.0,Этюд,монолитный,2006.0,3.0,совмещенный,пустая
3-комнатная квартира,66600000.0,5.0,95.0,7.0,ile de France,монолитный,2015.0,3.3,,
3-комнатная квартира,81000000.0,5.0,96.8,7.0,Tau-house,кирпичный,2017.0,3.0,2 с/у и более,полностью меблирована
3-комнатная квартира,36000000.0,1.0,72.5,4.0,,,1967.0,2.7,раздельный,
2-комнатная квартира,32000000.0,3.0,85.0,5.0,,,2015.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,7000000.0,2.0,19.0,2.0,,,,,,
3-комнатная квартира,80000000.0,4.0,124.0,8.0,Европолис,монолитный,2013.0,3.3,2 с/у и более,
3-комнатная квартира,90000000.0,3.0,101.5,5.0,,,1995.0,3.0,раздельный,пустая
4-комнатная квартира,120000000.0,15.0,165.0,16.0,Тюркуаз Тауэрс,монолитный,2005.0,,2 с/у и более,
3-комнатная квартира,54999999.0,2.0,78.0,12.0,,,1982.0,2.8,раздельный,частично меблирована
1-комнатная квартира,43660000.0,2.0,59.5,7.0,ile de France,монолитный,2015.0,3.3,,
1-комнатная квартира,23000000.0,3.0,35.9,5.0,,,1980.0,,совмещенный,частично меблирована
3-комнатная квартира,45000000.0,3.0,70.0,5.0,,,1987.0,,,
3-комнатная квартира,80000000.0,6.0,125.0,14.0,,,2004.0,2.9,2 с/у и более,полностью меблирована
3-комнатная квартира,57500000.0,8.0,80.0,21.0,Самал Делюкс,монолитный,2008.0,3.0,2 с/у и более,
3-комнатная квартира,90000000.0,4.0,125.0,8.0,Европолис,монолитный,2018.0,3.2,,пустая
2-комнатная квартира,33000000.0,5.0,51.0,5.0,,,1984.0,2.6,раздельный,полностью меблирована
3-комнатная квартира,25200000.0,5.0,62.0,5.0,,,1974.0,2.6,совмещенный,
3-комнатная квартира,59000000.0,2.0,92.0,12.0,Медеу Парк,монолитный,2020.0,3.0,2 с/у и более,частично меблирована
4-комнатная квартира,63000000.0,5.0,87.0,9.0,,,1994.0,3.0,раздельный,полностью меблирована
4-комнатная квартира,57000000.0,2.0,122.4,7.0,Тау Шатыр,,2008.0,3.8,,
2-комнатная квартира,52450000.0,3.0,71.0,7.0,ile de France,монолитный,2015.0,3.3,,
2-комнатная квартира,20500000.0,4.0,41.0,4.0,,,1967.0,2.6,совмещенный,частично меблирована
1-комнатная квартира,25999000.0,8.0,54.0,9.0,,,2016.0,,совмещенный,
2-комнатная квартира,15400000.0,9.0,55.0,10.0,,,2017.0,,,
1-комнатная квартира,18000000.0,2.0,35.0,9.0,,,,,совмещенный,
3-комнатная квартира,98000000.0,4.0,121.0,6.0,Ак Бота,монолитный,2010.0,3.0,2 с/у и более,полностью меблирована
4-комнатная квартира,45500000.0,2.0,74.0,5.0,,,1978.0,2.8,совмещенный,
6-комнатная квартира,92000000.0,2.0,200.0,3.0,Зеленая Долина,монолитный,2006.0,,2 с/у и более,частично меблирована
5-комнатная квартира,110000000.0,3.0,194.0,13.0,,,1996.0,2.9,2 с/у и более,полностью меблирована
2-комнатная квартира,85000000.0,5.0,127.0,7.0,Пионер,монолитный,2002.0,3.0,,
2-комнатная квартира,62400000.0,3.0,50.0,4.0,,,1960.0,2.6,совмещенный,
3-комнатная квартира,69000000.0,19.0,137.0,20.0,Алматы Тауэрс,монолитный,2006.0,,2 с/у и более,полностью меблирована
1-комнатная квартира,28000000.0,2.0,41.0,5.0,,,1990.0,2.8,совмещенный,полностью меблирована
3-комнатная квартира,65000000.0,2.0,107.0,8.0,Европолис,монолитный,2013.0,3.2,совмещенный,частично меблирована
4-комнатная квартира,42000000.0,5.0,159.0,5.0,,,1986.0,2.7,,
3-комнатная квартира,45000000.0,6.0,85.4,9.0,,,1975.0,2.6,раздельный,частично меблирована
2-комнатная квартира,22500000.0,16.0,45.0,17.0,Спутник,монолитный,2014.0,,,
2-комнатная квартира,46500000.0,4.0,62.0,7.0,ile de France,монолитный,2015.0,3.3,,
5-комнатная квартира,340000000.0,1.0,205.1,1.0,Esentai City,кирпичный,2019.0,,2 с/у и более,полностью меблирована
3-комнатная квартира,102200000.0,5.0,140.0,7.0,ile de France,монолитный,2015.0,3.3,,
1-комнатная квартира,19000000.0,2.0,39.7,9.0,Vostochka.kz,панельный,2020.0,2.7,совмещенный,
4-комнатная квартира,66600000.0,2.0,125.0,10.0,Восточный Парк,монолитный,2017.0,,2 с/у и более,
3-комнатная квартира,98000000.0,14.0,130.0,16.0,Самал Делюкс,монолитный,2010.0,3.0,2 с/у и более,полностью меблирована
1-комнатная квартира,14773000.0,5.0,31.1,10.0,River Park,монолитный,2022.0,,раздельный,
2-комнатная квартира,27000000.0,2.0,45.0,4.0,,,1961.0,,совмещенный,
2-комнатная квартира,54000000.0,19.0,90.0,30.0,Нурлы Тау,монолитный,2009.0,3.0,2 с/у и более,полностью меблирована
2-комнатная квартира,23000000.0,11.0,49.0,12.0,,,2017.0,,,
1-комнатная квартира,28000000.0,4.0,33.7,5.0,,,1989.0,,совмещенный,полностью меблирована
3-комнатная квартира,62000000.0,3.0,80.0,5.0,,,1992.0,,раздельный,пустая
3-комнатная квартира,32023425.0,4.0,67.4,4.0,River Park,монолитный,2022.0,,,
1-комнатная квартира,23000000.0,5.0,35.0,5.0,,,1980.0,,,
2-комнатная квартира,43000000.0,5.0,74.0,14.0,Central Park Residence,монолитный,2017.0,3.0,2 с/у и более,полностью меблирована
3-комнатная квартира,60000000.0,2.0,75.0,5.0,,,1979.0,2.8,раздельный,частично меблирована
3-комнатная квартира,28499000.0,1.0,62.7,4.0,,панельный,1972.0,,,
3-комнатная квартира,187500000.0,2.0,125.0,3.0,Exclusive Юбилейный,монолитный,2021.0,,,
2-комнатная квартира,19000000.0,5.0,48.3,5.0,,,1981.0,2.5,совмещенный,полностью меблирована
2-комнатная квартира,38500000.0,2.0,56.0,12.0,Exclusive Star,монолитный,2021.0,2.8,,
5-комнатная квартира,150000000.0,5.0,204.0,5.0,Максима Резидентс,монолитный,2004.0,,,
1-комнатная квартира,28000000.0,5.0,54.0,12.0,Молодежный на Тулебаева,монолитный,2021.0,,,
2-комнатная квартира,45000000.0,9.0,68.0,9.0,НИКО-2 на Толе би - Абдулиных,монолитный,2005.0,2.8,раздельный,полностью меблирована
4-комнатная квартира,58000000.0,1.0,106.0,5.0,,,1978.0,,раздельный,
3-комнатная квартира,49500000.0,9.0,70.0,9.0,,,1988.0,,раздельный,полностью меблирована
1-комнатная квартира,26000000.0,4.0,42.4,8.0,,,1974.0,,совмещенный,полностью меблирована
1-комнатная квартира,17000000.0,5.0,39.8,9.0,Vostochka.kz,монолитный,2020.0,2.75,совмещенный,частично меблирована
4-комнатная квартира,110000000.0,6.0,145.0,6.0,,,2009.0,3.0,2 с/у и более,частично меблирована
3-комнатная квартира,106000000.0,5.0,120.0,7.0,Максима Резидентс,монолитный,2010.0,3.0,2 с/у и более,частично меблирована
4-комнатная квартира,265000000.0,5.0,150.0,7.0,Dostyk Residence,монолитный,2016.0,3.15,,
4-комнатная квартира,120000000.0,7.0,177.0,19.0,Самал Делюкс,монолитный,2003.0,3.0,2 с/у и более,полностью меблирована
2-комнатная квартира,28000000.0,11.0,41.0,11.0,Восточный Парк,монолитный,2018.0,3.1,,
1-комнатная квартира,38500000.0,3.0,45.0,5.0,,,1980.0,2.7,совмещенный,полностью меблирована
3-комнатная квартира,84000000.0,6.0,153.0,21.0,Samal Tower,монолитный,2015.0,,,пустая
1-комнатная квартира,20000000.0,5.0,40.0,5.0,,,1985.0,,совмещенный,частично меблирована
3-комнатная квартира,55000000.0,7.0,68.0,12.0,,,1990.0,2.8,совмещенный,частично меблирована
1-комнатная квартира,18000000.0,7.0,39.8,9.0,Vostochka.kz,монолитный,2020.0,2.75,,
2-комнатная квартира,35000000.0,8.0,81.8,10.0,Ush Qońyr,монолитный,2020.0,2.75,раздельный,
4-комнатная квартира,126000000.0,2.0,180.0,3.0,Silverwood,монолитный,2018.0,3.6,2 с/у и более,
6-комнатная квартира,98000000.0,5.0,180.0,6.0,,,1996.0,3.0,раздельный,полностью меблирована
3-комнатная квартира,46500000.0,3.0,75.5,4.0,,,1979.0,2.8,совмещенный,
2-комнатная квартира,40000000.0,7.0,83.0,10.0,Ush Qońyr,монолитный,2021.0,2.75,раздельный,
2-комнатная квартира,32000000.0,2.0,42.0,4.0,,,1968.0,2.7,совмещенный,
1-комнатная квартира,25400000.0,2.0,36.0,9.0,,,1986.0,,совмещенный,полностью меблирована
