number_of_rooms,Price,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
1-комнатная квартира,13500500.0,6.0,40.3,6.0,,,2022.0,2.8,совмещенный,
2-комнатная квартира,21645000.0,3.0,67.0,6.0,,,2022.0,2.7,,
1-комнатная квартира,17500000.0,3.0,38.0,12.0,Алмалы,монолитный,2017.0,2.7,совмещенный,
2-комнатная квартира,22300000.0,1.0,66.0,5.0,,,2015.0,,раздельный,
3-комнатная квартира,26556800.0,3.0,77.0,6.0,,,2021.0,2.7,раздельный,пустая
2-комнатная квартира,21645000.0,4.0,66.6,6.0,,,2022.0,2.8,раздельный,
1-комнатная квартира,13500500.0,3.0,40.0,6.0,,,2022.0,2.7,,
2-комнатная квартира,25500000.0,9.0,71.0,9.0,,,2011.0,2.8,раздельный,частично меблирована
2-комнатная квартира,26000000.0,3.0,68.0,16.0,Аккент,монолитный,2012.0,,,частично меблирована
2-комнатная квартира,23400000.0,9.0,65.3,9.0,Аккент,монолитный,2010.0,2.6,совмещенный,
2-комнатная квартира,11000000.0,1.0,37.0,2.0,,,1962.0,,совмещенный,
2-комнатная квартира,22000000.0,1.0,68.2,2.0,,,,,2 с/у и более,
3-комнатная квартира,38000000.0,1.0,88.0,9.0,,,2017.0,,раздельный,полностью меблирована
1-комнатная квартира,14200000.0,4.0,35.0,5.0,,,2014.0,2.8,совмещенный,
2-комнатная квартира,18500000.0,2.0,46.0,5.0,,,2018.0,,совмещенный,частично меблирована
2-комнатная квартира,24500000.0,12.0,68.4,13.0,,,2018.0,3.0,раздельный,частично меблирована
1-комнатная квартира,20000000.0,2.0,50.3,9.0,,,2010.0,,,
1-комнатная квартира,17000000.0,8.0,45.0,9.0,,,2010.0,,совмещенный,частично меблирована
1-комнатная квартира,16800000.0,9.0,41.0,9.0,Athletic village,монолитный,2017.0,2.8,,полностью меблирована
1-комнатная квартира,23400000.0,9.0,65.3,9.0,,,2010.0,2.8,совмещенный,полностью меблирована
2-комнатная квартира,11000000.0,2.0,40.7,2.0,,,,2.7,раздельный,полностью меблирована
1-комнатная квартира,12744000.0,2.0,35.0,6.0,,,2021.0,2.7,совмещенный,пустая
1-комнатная квартира,12500000.0,5.0,29.0,5.0,,,2018.0,,совмещенный,частично меблирована
3-комнатная квартира,33000000.0,9.0,88.2,9.0,Athletic village,монолитный,2017.0,2.6,2 с/у и более,полностью меблирована
1-комнатная квартира,17000000.0,1.0,40.0,9.0,,,2015.0,,совмещенный,частично меблирована
1-комнатная квартира,14500000.0,9.0,39.6,9.0,,,2012.0,,совмещенный,частично меблирована
1-комнатная квартира,17500000.0,5.0,41.2,12.0,,,2017.0,3.0,совмещенный,частично меблирована
3-комнатная квартира,24500000.0,7.0,70.0,12.0,Alatau City,монолитный,2018.0,2.7,2 с/у и более,пустая
1-комнатная квартира,23000000.0,3.0,48.7,9.0,,,2017.0,,совмещенный,
2-комнатная квартира,26500000.0,3.0,65.0,9.0,,,2012.0,2.8,совмещенный,полностью меблирована
1-комнатная квартира,18000000.0,7.0,45.0,9.0,Аккент,монолитный,2010.0,,совмещенный,частично меблирована
1-комнатная квартира,18000000.0,2.0,35.0,12.0,Алмалы,монолитный,2018.0,2.8,совмещенный,частично меблирована
1-комнатная квартира,20000000.0,1.0,40.0,5.0,,,2016.0,2.75,совмещенный,
2-комнатная квартира,22000000.0,12.0,56.0,12.0,Alatau City,,2022.0,,,
3-комнатная квартира,24000000.0,3.0,71.0,4.0,,,1997.0,2.7,раздельный,частично меблирована
2-комнатная квартира,28900000.0,2.0,69.0,9.0,,,2009.0,2.8,,полностью меблирована
3-комнатная квартира,36000000.0,13.0,73.0,14.0,,,2019.0,2.75,,
3-комнатная квартира,49900000.0,9.0,160.2,10.0,Эталон (На Райымбека),монолитный,2012.0,,2 с/у и более,частично меблирована
1-комнатная квартира,18500000.0,,41.0,,Athletic village,монолитный,2017.0,2.7,совмещенный,пустая
3-комнатная квартира,29000000.0,1.0,82.0,9.0,Аккент,,2013.0,3.0,2 с/у и более,частично меблирована
2-комнатная квартира,9900000.0,1.0,34.0,3.0,,,2017.0,2.75,,пустая
1-комнатная квартира,13800000.0,2.0,33.0,7.0,Северное кольцо,монолитный,2015.0,2.8,совмещенный,
2-комнатная квартира,23400000.0,9.0,65.0,9.0,Аккент,монолитный,2010.0,2.6,совмещенный,
3-комнатная квартира,26000000.0,1.0,75.7,9.0,,,2018.0,2.8,раздельный,частично меблирована
3-комнатная квартира,26000000.0,1.0,75.0,9.0,,,2017.0,2.8,раздельный,
1-комнатная квартира,16000000.0,2.0,36.1,4.0,,,2014.0,,совмещенный,полностью меблирована
2-комнатная квартира,21000000.0,2.0,68.0,4.0,,,,,2 с/у и более,
2-комнатная квартира,28000000.0,8.0,70.0,9.0,,,2010.0,,совмещенный,полностью меблирована
2-комнатная квартира,25900000.0,6.0,68.0,9.0,,,2018.0,2.7,,
2-комнатная квартира,25500000.0,8.0,55.0,14.0,Алмалы,монолитный,2017.0,2.7,совмещенный,полностью меблирована
1-комнатная квартира,16800000.0,4.0,45.0,9.0,Северное кольцо,монолитный,2016.0,2.9,совмещенный,
1-комнатная квартира,15000000.0,3.0,38.0,9.0,,,2014.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,19500000.0,2.0,63.0,2.0,,,1968.0,2.7,раздельный,
2-комнатная квартира,35000000.0,3.0,65.0,9.0,Аккент,монолитный,2015.0,2.6,,
2-комнатная квартира,28500000.0,4.0,56.0,9.0,,,2018.0,2.7,раздельный,частично меблирована
2-комнатная квартира,25200000.0,11.0,58.0,12.0,Алмалы,монолитный,2016.0,,совмещенный,пустая
1-комнатная квартира,5200000.0,2.0,18.0,2.0,,,1970.0,3.0,раздельный,пустая
1-комнатная квартира,20200000.0,5.0,40.8,9.0,Эталон (На Райымбека),монолитный,2013.0,,совмещенный,частично меблирована
3-комнатная квартира,37000000.0,8.0,90.0,9.0,Аккент,,2011.0,,2 с/у и более,
2-комнатная квартира,24000000.0,1.0,65.0,9.0,Аккент,монолитный,2010.0,3.2,,частично меблирована
1-комнатная квартира,17500000.0,4.0,44.3,5.0,,,2017.0,2.7,,частично меблирована
2-комнатная квартира,22000000.0,2.0,73.0,2.0,Алгабас (КГ),,2010.0,3.5,совмещенный,частично меблирована
1-комнатная квартира,11000000.0,1.0,25.0,2.0,,,1960.0,2.5,совмещенный,
2-комнатная квартира,23500000.0,9.0,65.3,9.0,Аккент,монолитный,2015.0,2.6,совмещенный,полностью меблирована
1-комнатная квартира,8807000.0,3.0,34.4,3.0,,кирпичный,1989.0,,раздельный,
2-комнатная квартира,23500000.0,1.0,58.0,12.0,Alatau City,монолитный,2017.0,2.7,раздельный,полностью меблирована
1-комнатная квартира,14600000.0,3.0,36.0,4.0,,,2015.0,3.0,,
2-комнатная квартира,17500000.0,1.0,64.0,9.0,,,2014.0,,раздельный,частично меблирована
2-комнатная квартира,19300000.0,9.0,63.4,9.0,,,2013.0,,раздельный,частично меблирована
2-комнатная квартира,23400000.0,9.0,65.3,9.0,,,2010.0,,совмещенный,
1-комнатная квартира,15300000.0,1.0,41.0,9.0,Нуркент,панельный,2017.0,3.0,совмещенный,
2-комнатная квартира,23500000.0,9.0,65.3,9.0,Аккент,монолитный,2015.0,2.6,совмещенный,частично меблирована
2-комнатная квартира,23500000.0,1.0,58.0,12.0,Alatau City,монолитный,2018.0,2.7,раздельный,частично меблирована
1-комнатная квартира,16000000.0,1.0,34.5,12.0,Алмалы,монолитный,2017.0,2.7,,частично меблирована
1-комнатная квартира,17000000.0,1.0,40.0,9.0,Нуркент,монолитный,2015.0,3.0,совмещенный,
2-комнатная квартира,23200000.0,10.0,54.0,12.0,,,2017.0,,совмещенный,частично меблирована
3-комнатная квартира,31999999.0,5.0,90.0,5.0,,,2011.0,2.7,раздельный,полностью меблирована
2-комнатная квартира,22500000.0,3.0,69.0,9.0,,,2009.0,,раздельный,частично меблирована
1-комнатная квартира,15300000.0,1.0,41.0,9.0,,,2017.0,,совмещенный,частично меблирована
2-комнатная квартира,23500000.0,10.0,55.0,12.0,,,2016.0,,совмещенный,
2-комнатная квартира,17500000.0,1.0,64.0,9.0,,монолитный,2014.0,,раздельный,частично меблирована
3-комнатная квартира,34600000.0,3.0,70.0,12.0,,,2018.0,,раздельный,
2-комнатная квартира,23000000.0,9.0,60.0,9.0,,,2011.0,,раздельный,частично меблирована
2-комнатная квартира,19300000.0,9.0,63.4,9.0,,монолитный,2013.0,,раздельный,частично меблирована
3-комнатная квартира,23000000.0,5.0,76.0,5.0,,монолитный,2018.0,2.7,раздельный,частично меблирована
1-комнатная квартира,16700000.0,11.0,37.0,12.0,Алмалы,монолитный,2019.0,,совмещенный,
2-комнатная квартира,27400000.0,4.0,52.0,5.0,,,1990.0,,раздельный,частично меблирована
3-комнатная квартира,27000000.0,1.0,75.0,9.0,,,2018.0,,раздельный,частично меблирована
3-комнатная квартира,27000000.0,5.0,78.0,5.0,,,,,,
1-комнатная квартира,16000000.0,6.0,37.0,12.0,Алмалы,монолитный,2021.0,2.7,,
3-комнатная квартира,32000000.0,9.0,80.0,10.0,Аккент,монолитный,2010.0,2.6,2 с/у и более,полностью меблирована
1-комнатная квартира,12000000.0,1.0,33.0,3.0,,,1989.0,,,
2-комнатная квартира,23000000.0,2.0,64.0,5.0,,,2017.0,2.7,раздельный,
1-комнатная квартира,15999999.0,7.0,37.0,12.0,Алмалы,,2021.0,,,
2-комнатная квартира,29000000.0,6.0,70.0,9.0,,,2010.0,2.9,совмещенный,
3-комнатная квартира,22300000.0,5.0,76.0,5.0,,панельный,1976.0,2.8,раздельный,
2-комнатная квартира,25500000.0,6.0,65.3,9.0,,,2010.0,2.6,совмещенный,
3-комнатная квартира,30000000.0,4.0,70.4,12.0,Alatau City,,2019.0,,,полностью меблирована
2-комнатная квартира,26500000.0,2.0,70.0,9.0,,,2011.0,2.8,раздельный,частично меблирована
1-комнатная квартира,15000000.0,7.0,45.0,9.0,,,2014.0,,раздельный,пустая
2-комнатная квартира,27000000.0,1.0,52.4,5.0,,,1982.0,,совмещенный,частично меблирована
1-комнатная квартира,16000000.0,4.0,37.9,5.0,,,2016.0,2.7,совмещенный,частично меблирована
2-комнатная квартира,27000000.0,5.0,67.0,9.0,,монолитный,2013.0,2.7,совмещенный,полностью меблирована
2-комнатная квартира,21000000.0,1.0,54.2,5.0,,,1990.0,2.75,раздельный,
1-комнатная квартира,18000000.0,2.0,45.0,5.0,,монолитный,2015.0,2.7,совмещенный,полностью меблирована
3-комнатная квартира,35500000.0,2.0,96.3,10.0,,,2010.0,2.7,раздельный,полностью меблирована
2-комнатная квартира,23500000.0,2.0,70.0,4.0,,,2014.0,,раздельный,частично меблирована
1-комнатная квартира,16000000.0,2.0,36.0,4.0,,,2014.0,2.8,совмещенный,полностью меблирована
3-комнатная квартира,28000000.0,4.0,75.7,5.0,,,2015.0,3.0,раздельный,полностью меблирована
1-комнатная квартира,23000000.0,7.0,50.0,9.0,,,2010.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,22900000.0,2.0,67.0,5.0,,,2012.0,,раздельный,полностью меблирована
2-комнатная квартира,30500000.0,4.0,62.0,12.0,,,2020.0,2.9,раздельный,полностью меблирована
3-комнатная квартира,21000000.0,1.0,50.2,2.0,,,2017.0,3.0,совмещенный,полностью меблирована
3-комнатная квартира,13000000.0,1.0,70.0,1.0,,,,2.8,совмещенный,частично меблирована
1-комнатная квартира,16500000.0,3.0,47.0,4.0,,,2005.0,2.8,совмещенный,
3-комнатная квартира,32000000.0,1.0,86.0,5.0,,,2015.0,2.8,раздельный,
3-комнатная квартира,28000000.0,2.0,80.0,9.0,,,2015.0,,раздельный,
2-комнатная квартира,26000000.0,11.0,59.0,12.0,Алмалы,монолитный,2018.0,2.7,раздельный,частично меблирована
3-комнатная квартира,30000000.0,5.0,84.6,5.0,,,2015.0,2.75,раздельный,полностью меблирована
3-комнатная квартира,19000000.0,2.0,60.0,2.0,,кирпичный,1976.0,3.0,раздельный,
2-комнатная квартира,24500000.0,4.0,70.0,5.0,,,2012.0,2.8,раздельный,частично меблирована
2-комнатная квартира,28000000.0,13.0,69.6,13.0,,,,3.0,раздельный,частично меблирована
1-комнатная квартира,13500000.0,3.0,40.5,6.0,,,2022.0,2.7,совмещенный,
1-комнатная квартира,18000000.0,6.0,45.0,9.0,,,2018.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,16000000.0,2.0,38.0,5.0,,кирпичный,2012.0,2.8,совмещенный,частично меблирована
1-комнатная квартира,15300000.0,1.0,41.0,9.0,,,2017.0,,раздельный,
1-комнатная квартира,18700000.0,6.0,49.0,9.0,,монолитный,2018.0,3.0,раздельный,
2-комнатная квартира,23200000.0,10.0,54.0,12.0,Alatau City,монолитный,2018.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,35000000.0,3.0,86.0,5.0,ЖК в мкр. Саялы,монолитный,2017.0,2.8,раздельный,частично меблирована
2-комнатная квартира,22000000.0,3.0,63.0,5.0,,монолитный,2017.0,2.5,раздельный,полностью меблирована
2-комнатная квартира,23200000.0,10.0,54.0,12.0,,,2018.0,,совмещенный,частично меблирована
2-комнатная квартира,26000000.0,7.0,53.5,8.0,Athletic village,панельный,2017.0,2.5,совмещенный,полностью меблирована
2-комнатная квартира,22500000.0,3.0,69.0,9.0,,,2009.0,,раздельный,пустая
1-комнатная квартира,15000000.0,6.0,39.6,9.0,,,2013.0,2.8,совмещенный,
2-комнатная квартира,26000000.0,1.0,66.1,5.0,,,2015.0,,раздельный,
3-комнатная квартира,36000000.0,7.0,89.0,9.0,,,2015.0,2.7,2 с/у и более,частично меблирована
2-комнатная квартира,22500000.0,1.0,68.7,3.0,Алгабас (КГ),монолитный,2007.0,3.2,совмещенный,
2-комнатная квартира,23000000.0,1.0,62.0,5.0,,,2016.0,,совмещенный,
1-комнатная квартира,16000000.0,10.0,60.0,10.0,,,2010.0,4.0,совмещенный,
2-комнатная квартира,19000000.0,5.0,54.6,5.0,,,1993.0,3.0,раздельный,полностью меблирована
1-комнатная квартира,18500000.0,2.0,42.1,10.0,,,2012.0,,совмещенный,
1-комнатная квартира,16700000.0,3.0,46.0,4.0,,панельный,2014.0,2.7,совмещенный,полностью меблирована
2-комнатная квартира,28500000.0,3.0,68.0,9.0,Аккент,монолитный,2013.0,2.7,совмещенный,полностью меблирована
2-комнатная квартира,23300000.0,4.0,62.0,5.0,,,2015.0,2.5,раздельный,полностью меблирована
2-комнатная квартира,22500000.0,3.0,70.0,9.0,,,2009.0,,,
1-комнатная квартира,16000000.0,1.0,36.0,12.0,Алмалы,монолитный,2017.0,3.0,совмещенный,частично меблирована
3-комнатная квартира,18500000.0,5.0,60.0,5.0,,,,,,
3-комнатная квартира,27000000.0,1.0,70.0,12.0,Alatau City,,2018.0,,,
2-комнатная квартира,22000000.0,2.0,55.0,6.0,,,2013.0,2.85,раздельный,полностью меблирована
2-комнатная квартира,20500000.0,2.0,66.0,5.0,,,2012.0,2.8,раздельный,полностью меблирована
1-комнатная квартира,16500000.0,6.0,44.0,9.0,,,2016.0,3.0,совмещенный,частично меблирована
2-комнатная квартира,24200000.0,1.0,62.0,5.0,,,2015.0,2.7,,частично меблирована
2-комнатная квартира,25600000.0,7.0,53.5,12.0,Alatau City,монолитный,2018.0,2.8,,
2-комнатная квартира,20000000.0,5.0,65.0,5.0,,,2016.0,2.4,раздельный,частично меблирована
2-комнатная квартира,21600000.0,3.0,72.2,4.0,,,2014.0,2.7,раздельный,частично меблирована
2-комнатная квартира,27500000.0,7.0,54.0,12.0,Alatau City,монолитный,1975.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,26900000.0,5.0,70.4,12.0,Alatau City,монолитный,2021.0,,,
3-комнатная квартира,35000000.0,2.0,84.0,16.0,,,2012.0,2.8,2 с/у и более,частично меблирована
1-комнатная квартира,17000000.0,2.0,40.0,5.0,,,2015.0,2.8,совмещенный,пустая
2-комнатная квартира,22498548.0,3.0,69.0,9.0,,,2009.0,,,
1-комнатная квартира,17370000.0,4.0,40.0,5.0,,монолитный,2017.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,22500000.0,3.0,69.0,9.0,,,2009.0,,,
2-комнатная квартира,20000000.0,5.0,62.6,5.0,,,2016.0,2.8,раздельный,
2-комнатная квартира,26000000.0,1.0,67.0,9.0,Аккент,монолитный,2015.0,3.0,,
1-комнатная квартира,21500000.0,9.0,50.5,10.0,,,2011.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,42000000.0,5.0,75.0,5.0,,,1987.0,2.8,раздельный,частично меблирована
2-комнатная квартира,18000000.0,1.0,46.0,2.0,,,1969.0,,совмещенный,полностью меблирована
2-комнатная квартира,25500000.0,1.0,58.0,12.0,Алмалы,монолитный,2017.0,2.7,совмещенный,
1-комнатная квартира,12800000.0,1.0,26.0,10.0,,,2017.0,2.8,совмещенный,частично меблирована
3-комнатная квартира,31000000.0,1.0,67.9,12.0,,,2017.0,2.8,совмещенный,полностью меблирована
1-комнатная квартира,17500000.0,3.0,44.7,5.0,,,2015.0,2.7,совмещенный,полностью меблирована
1-комнатная квартира,17500000.0,5.0,41.2,12.0,,,2017.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,27500000.0,3.0,66.5,16.0,,,2015.0,2.8,совмещенный,частично меблирована
2-комнатная квартира,25000000.0,7.0,47.0,9.0,,,2010.0,2.6,совмещенный,полностью меблирована
1-комнатная квартира,17000000.0,8.0,52.0,9.0,,,2014.0,,совмещенный,
3-комнатная квартира,35000000.0,5.0,90.0,9.0,Аккент,монолитный,2010.0,2.75,2 с/у и более,полностью меблирована
3-комнатная квартира,20000000.0,4.0,88.0,5.0,,,2010.0,2.86,раздельный,
2-комнатная квартира,27000000.0,3.0,68.0,9.0,,,2015.0,2.8,2 с/у и более,частично меблирована
1-комнатная квартира,11500000.0,5.0,30.0,9.0,Аккент,монолитный,2017.0,2.6,совмещенный,пустая
1-комнатная квартира,16000000.0,6.0,34.3,12.0,Алмалы,монолитный,2020.0,2.7,совмещенный,
3-комнатная квартира,14700000.0,1.0,63.0,3.0,,,1989.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,16000000.0,1.0,40.0,9.0,,,2018.0,,совмещенный,полностью меблирована
1-комнатная квартира,20000000.0,7.0,44.0,12.0,,,2017.0,3.0,совмещенный,полностью меблирована
2-комнатная квартира,25000000.0,9.0,60.0,12.0,Alatau City,монолитный,2018.0,2.7,раздельный,частично меблирована
1-комнатная квартира,15300000.0,1.0,41.0,9.0,,,2017.0,,раздельный,полностью меблирована
4-комнатная квартира,30000000.0,1.0,87.0,5.0,,,1978.0,2.5,раздельный,
1-комнатная квартира,15000000.0,4.0,34.4,12.0,,,2021.0,2.8,совмещенный,
1-комнатная квартира,16500000.0,4.0,47.0,5.0,,,2014.0,2.8,совмещенный,полностью меблирована
3-комнатная квартира,38500000.0,6.0,92.0,9.0,,,,3.0,2 с/у и более,полностью меблирована
1-комнатная квартира,19300000.0,7.0,52.0,9.0,,,2011.0,,совмещенный,частично меблирована
1-комнатная квартира,19000000.0,9.0,45.0,12.0,,,2017.0,,совмещенный,частично меблирована
1-комнатная квартира,17000000.0,6.0,35.0,12.0,Алмалы,монолитный,2017.0,2.7,совмещенный,пустая
3-комнатная квартира,33000000.0,8.0,97.0,9.0,,монолитный,2017.0,,2 с/у и более,
1-комнатная квартира,15300000.0,1.0,41.0,9.0,,,2017.0,2.6,совмещенный,полностью меблирована
1-комнатная квартира,13000000.0,4.0,29.4,7.0,Северное кольцо,монолитный,2015.0,,совмещенный,
1-комнатная квартира,18500000.0,2.0,36.0,5.0,,,1986.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,15300000.0,2.0,30.0,6.0,,,2015.0,3.0,совмещенный,полностью меблирована
1-комнатная квартира,14883000.0,3.0,45.0,6.0,,,2022.0,2.7,,
3-комнатная квартира,30000000.0,9.0,83.5,9.0,,,2010.0,,,
2-комнатная квартира,22000000.0,1.0,68.0,2.0,,,2007.0,,2 с/у и более,
1-комнатная квартира,18500000.0,5.0,40.0,9.0,,,2018.0,2.8,совмещенный,полностью меблирована
1-комнатная квартира,18000000.0,8.0,52.0,9.0,,,2012.0,,совмещенный,частично меблирована
1-комнатная квартира,12500000.0,5.0,29.0,5.0,,,2019.0,,совмещенный,частично меблирована
3-комнатная квартира,26600000.0,9.0,72.0,12.0,Alatau City,монолитный,2018.0,2.7,2 с/у и более,частично меблирована
2-комнатная квартира,26000000.0,5.0,60.0,12.0,Алмалы,монолитный,2017.0,2.7,2 с/у и более,
1-комнатная квартира,15800000.0,,35.0,,,,2014.0,,совмещенный,
3-комнатная квартира,32000000.0,1.0,89.0,9.0,,,2017.0,2.8,2 с/у и более,
1-комнатная квартира,16500000.0,2.0,39.0,12.0,,,2014.0,,совмещенный,
1-комнатная квартира,17000000.0,5.0,41.0,9.0,,монолитный,2017.0,2.5,совмещенный,пустая
3-комнатная квартира,27000000.0,12.0,70.0,13.0,Alatau City,монолитный,2018.0,3.0,раздельный,
1-комнатная квартира,17000000.0,4.0,46.3,4.0,,,2014.0,2.9,совмещенный,частично меблирована
1-комнатная квартира,14000000.0,5.0,45.0,5.0,,,,,,
1-комнатная квартира,14100000.0,5.0,39.0,5.0,,,2013.0,,,полностью меблирована
3-комнатная квартира,27500000.0,1.0,83.0,9.0,,,2013.0,,,
1-комнатная квартира,11000000.0,6.0,30.0,9.0,,,2017.0,2.8,совмещенный,пустая
2-комнатная квартира,25000000.0,5.0,66.5,16.0,,,2010.0,,совмещенный,
2-комнатная квартира,25500000.0,6.0,54.4,12.0,Alatau City,монолитный,2018.0,,совмещенный,частично меблирована
1-комнатная квартира,20000000.0,1.0,41.0,8.0,,,2015.0,2.5,совмещенный,частично меблирована
3-комнатная квартира,27500000.0,1.0,90.0,5.0,,,,3.0,раздельный,полностью меблирована
3-комнатная квартира,33000000.0,8.0,83.0,9.0,Аккент,монолитный,2012.0,2.8,раздельный,
1-комнатная квартира,14000000.0,12.0,35.0,12.0,Алмалы,монолитный,2017.0,2.7,совмещенный,пустая
1-комнатная квартира,13500000.0,1.0,45.0,7.0,Северное кольцо,монолитный,2014.0,,совмещенный,полностью меблирована
2-комнатная квартира,23400000.0,9.0,65.3,9.0,Аккент,монолитный,2010.0,2.6,,
1-комнатная квартира,14883000.0,3.0,45.1,6.0,,,2022.0,2.7,,
1-комнатная квартира,16800000.0,11.0,37.0,12.0,Алмалы,монолитный,2018.0,2.7,,
1-комнатная квартира,19800000.0,2.0,55.0,5.0,,,2009.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,16200000.0,12.0,37.0,12.0,Алмалы,монолитный,2016.0,2.7,,
2-комнатная квартира,23000000.0,9.0,66.0,10.0,,,2013.0,2.8,раздельный,частично меблирована
1-комнатная квартира,16700000.0,11.0,37.0,12.0,Алмалы,монолитный,2017.0,2.7,,
1-комнатная квартира,13500000.0,9.0,28.3,10.0,Alma City,монолитный,2021.0,2.8,совмещенный,полностью меблирована
2-комнатная квартира,13900000.0,2.0,52.0,3.0,,,1981.0,3.0,раздельный,частично меблирована
2-комнатная квартира,17000000.0,1.0,50.0,9.0,,монолитный,2015.0,,,
3-комнатная квартира,38000000.0,1.0,86.3,9.0,,,2014.0,,,
1-комнатная квартира,12300000.0,2.0,31.6,6.0,Северное кольцо,монолитный,2014.0,2.7,совмещенный,
2-комнатная квартира,22000000.0,7.0,51.1,8.0,,,,,,
3-комнатная квартира,24500000.0,9.0,81.0,9.0,,,2011.0,,раздельный,частично меблирована
1-комнатная квартира,14500000.0,1.0,37.0,5.0,,,2013.0,,совмещенный,частично меблирована
2-комнатная квартира,12800000.0,1.0,36.0,2.0,,,1970.0,2.9,совмещенный,
2-комнатная квартира,28000000.0,2.0,72.0,9.0,,,2018.0,2.7,2 с/у и более,
2-комнатная квартира,18000000.0,2.0,48.0,2.0,,,1974.0,2.8,раздельный,частично меблирована
3-комнатная квартира,31000000.0,9.0,83.0,9.0,,,2010.0,,раздельный,
2-комнатная квартира,20600000.0,2.0,68.0,5.0,,,2011.0,,раздельный,
2-комнатная квартира,22000000.0,1.0,68.5,3.0,,,2008.0,,раздельный,частично меблирована
1-комнатная квартира,12500000.0,5.0,29.0,5.0,,,2018.0,,совмещенный,
2-комнатная квартира,25500000.0,4.0,67.5,5.0,,,2011.0,,раздельный,
3-комнатная квартира,25000000.0,2.0,60.0,5.0,,,2017.0,,раздельный,
1-комнатная квартира,10999999.0,2.0,30.0,7.0,Северное кольцо,монолитный,2014.0,,совмещенный,пустая
2-комнатная квартира,24500000.0,3.0,58.2,12.0,Alatau City,,2021.0,,2 с/у и более,пустая
1-комнатная квартира,14000000.0,5.0,40.0,9.0,,,2014.0,,совмещенный,частично меблирована
2-комнатная квартира,25400000.0,10.0,75.0,16.0,Премьера,монолитный,2014.0,2.8,,частично меблирована
1-комнатная квартира,13800000.0,2.0,33.0,7.0,,,2016.0,2.8,совмещенный,
2-комнатная квартира,28000000.0,2.0,58.0,9.0,Алмалы,монолитный,2017.0,2.7,раздельный,частично меблирована
3-комнатная квартира,30000000.0,9.0,86.0,16.0,Аккент,монолитный,2012.0,,,
2-комнатная квартира,23000000.0,4.0,63.0,9.0,,,2010.0,,совмещенный,пустая
2-комнатная квартира,18700000.0,7.0,40.4,8.0,Alatau Village,монолитный,2016.0,2.65,раздельный,полностью меблирована
1-комнатная квартира,6500000.0,4.0,20.0,4.0,,,2006.0,2.8,,
2-комнатная квартира,23900000.0,8.0,65.0,9.0,,,2010.0,,совмещенный,частично меблирована
1-комнатная квартира,15000000.0,6.0,37.0,12.0,Алмалы,монолитный,2017.0,2.7,совмещенный,пустая
2-комнатная квартира,25000000.0,1.0,70.0,3.0,,,2007.0,3.0,совмещенный,частично меблирована
2-комнатная квартира,22000000.0,9.0,59.0,12.0,Алмалы,монолитный,2017.0,2.7,2 с/у и более,пустая
3-комнатная квартира,30500000.0,4.0,85.0,9.0,Аккент,монолитный,2016.0,2.6,раздельный,частично меблирована
1-комнатная квартира,13500000.0,10.0,30.0,10.0,Alma City,монолитный,2021.0,2.8,совмещенный,полностью меблирована
3-комнатная квартира,25000000.0,7.0,70.0,12.0,Alatau City,монолитный,2017.0,2.8,раздельный,пустая
2-комнатная квартира,26000000.0,8.0,63.0,9.0,,,2010.0,2.7,совмещенный,частично меблирована
1-комнатная квартира,18900000.0,9.0,45.0,12.0,Alatau City,монолитный,2017.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,42000000.0,2.0,90.0,4.0,,,2014.0,2.8,раздельный,
2-комнатная квартира,21000000.0,9.0,58.0,12.0,Алмалы,монолитный,2017.0,2.7,раздельный,
1-комнатная квартира,6450000.0,4.0,25.0,4.0,,,2014.0,2.8,совмещенный,пустая
1-комнатная квартира,14500000.0,1.0,36.8,5.0,,,2013.0,,совмещенный,
3-комнатная квартира,21000000.0,6.0,66.5,6.0,,,,2.8,совмещенный,полностью меблирована
1-комнатная квартира,17000000.0,1.0,41.1,12.0,,,2014.0,,,
3-комнатная квартира,31000000.0,1.0,70.0,12.0,Alatau City,монолитный,2018.0,3.0,раздельный,
2-комнатная квартира,21990000.0,5.0,65.7,5.0,,монолитный,2018.0,2.75,,
2-комнатная квартира,23500000.0,10.0,54.0,12.0,Alatau City,монолитный,2017.0,2.7,совмещенный,частично меблирована
3-комнатная квартира,32500000.0,8.0,84.0,16.0,Аккент,,2011.0,,2 с/у и более,
2-комнатная квартира,23000000.0,2.0,66.0,12.0,Нуркент,монолитный,2014.0,,совмещенный,
1-комнатная квартира,13450000.0,5.0,34.0,5.0,,,2013.0,2.7,совмещенный,частично меблирована
