index,number_of_rooms,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
357,3-комнатная квартира,4.0,141.0,10.0,Жасмин,монолитный,2014.0,3.0,2 с/у и более,MISSING
4478,1-комнатная квартира,3.0,35.0,12.0,SIRIUS,монолитный,2021.0,3.0,совмещенный,MISSING
3811,1-комнатная квартира,3.0,40.0,9.0,MISSING,MISSING,1986.0,-999.0,MISSING,MISSING
2463,1-комнатная квартира,3.0,42.0,5.0,MISSING,MISSING,1978.0,3.0,раздельный,MISSING
1654,1-комнатная квартира,2.0,37.0,9.0,MISSING,MISSING,1987.0,2.85,совмещенный,MISSING
2102,3-комнатная квартира,8.0,78.0,9.0,MISSING,MISSING,1993.0,-999.0,раздельный,полностью меблирована
4419,2-комнатная квартира,17.0,75.0,18.0,Алтын Булак 2,монолитный,2012.0,2.8,2 с/у и более,полностью меблирована
2985,2-комнатная квартира,3.0,54.0,5.0,MISSING,MISSING,1985.0,2.65,раздельный,MISSING
3477,2-комнатная квартира,7.0,75.0,7.0,MISSING,MISSING,1977.0,-999.0,2 с/у и более,частично меблирована
1398,1-комнатная квартира,3.0,42.0,13.0,12 месяцев,монолитный,2020.0,2.8,MISSING,пустая
3747,2-комнатная квартира,5.0,52.0,5.0,MISSING,MISSING,1983.0,-999.0,раздельный,MISSING
1597,3-комнатная квартира,6.0,70.0,7.0,MISSING,MISSING,1979.0,-999.0,раздельный,частично меблирована
1606,1-комнатная квартира,5.0,30.6,5.0,MISSING,MISSING,-999.0,-999.0,совмещенный,MISSING
775,1-комнатная квартира,4.0,45.5,5.0,MISSING,MISSING,1974.0,-999.0,раздельный,MISSING
5067,2-комнатная квартира,3.0,55.0,3.0,MISSING,MISSING,1960.0,3.2,совмещенный,полностью меблирована
1229,1-комнатная квартира,3.0,40.0,9.0,MISSING,MISSING,1979.0,-999.0,совмещенный,частично меблирована
615,1-комнатная квартира,4.0,30.0,4.0,MISSING,MISSING,1970.0,2.8,совмещенный,частично меблирована
5704,1-комнатная квартира,1.0,31.0,5.0,MISSING,MISSING,1978.0,-999.0,раздельный,MISSING
3626,3-комнатная квартира,1.0,65.7,5.0,MISSING,MISSING,1977.0,-999.0,совмещенный,пустая
4495,4-комнатная квартира,9.0,145.0,10.0,Lotos Terrace,монолитный,2022.0,2.9,MISSING,MISSING
2273,1-комнатная квартира,4.0,36.0,5.0,MISSING,MISSING,1978.0,-999.0,совмещенный,MISSING
2552,2-комнатная квартира,10.0,90.7,18.0,Манхеттан (29 квартал),монолитный,2008.0,2.8,MISSING,MISSING
592,2-комнатная квартира,1.0,54.0,4.0,MISSING,кирпичный,1969.0,-999.0,раздельный,частично меблирована
3735,1-комнатная квартира,2.0,34.2,5.0,MISSING,MISSING,1985.0,2.8,совмещенный,полностью меблирована
383,2-комнатная квартира,5.0,70.0,18.0,Алтын Булак 1,монолитный,2011.0,2.8,совмещенный,полностью меблирована
3946,2-комнатная квартира,3.0,42.7,5.0,MISSING,MISSING,1980.0,2.8,совмещенный,частично меблирована
4588,2-комнатная квартира,5.0,62.0,5.0,MISSING,MISSING,1975.0,-999.0,раздельный,MISSING
4892,3-комнатная квартира,12.0,165.0,18.0,MISSING,MISSING,2008.0,-999.0,2 с/у и более,полностью меблирована
1278,2-комнатная квартира,4.0,64.0,22.0,Жагалау - 46 квартал,монолитный,-999.0,-999.0,MISSING,MISSING
