index,number_of_rooms,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
1702,3-комнатная квартира,2.0,87.5,3.0,MISSING,панельный,1984.0,2.7,2 с/у и более,частично меблирована
1301,2-комнатная квартира,4.0,45.1,5.0,MISSING,MISSING,1981.0,2.8,совмещенный,частично меблирована
71,1-комнатная квартира,2.0,23.0,3.0,MISSING,MISSING,1985.0,3.0,совмещенный,полностью меблирована
773,1-комнатная квартира,1.0,35.0,6.0,MISSING,MISSING,2008.0,2.7,совмещенный,MISSING
379,1-комнатная квартира,2.0,30.0,2.0,MISSING,MISSING,1961.0,2.7,совмещенный,MISSING
1629,2-комнатная квартира,2.0,50.0,5.0,MISSING,MISSING,1987.0,2.7,MISSING,MISSING
658,1-комнатная квартира,1.0,42.0,5.0,MISSING,MISSING,1987.0,-999.0,совмещенный,частично меблирована
629,4-комнатная квартира,3.0,84.0,5.0,MISSING,MISSING,1989.0,2.6,раздельный,частично меблирована
414,1-комнатная квартира,1.0,44.0,5.0,MISSING,MISSING,2012.0,-999.0,раздельный,частично меблирована
903,1-комнатная квартира,3.0,33.0,3.0,MISSING,MISSING,2017.0,-999.0,совмещенный,MISSING
578,2-комнатная квартира,2.0,60.0,5.0,MISSING,MISSING,1989.0,3.0,раздельный,частично меблирована
1466,1-комнатная квартира,1.0,39.0,6.0,Кокжиек,монолитный,2010.0,2.8,совмещенный,пустая
789,2-комнатная квартира,3.0,52.5,5.0,MISSING,MISSING,1989.0,2.7,раздельный,пустая
598,3-комнатная квартира,5.0,64.0,5.0,MISSING,MISSING,1983.0,-999.0,раздельный,MISSING
1212,1-комнатная квартира,3.0,42.0,5.0,MISSING,MISSING,1985.0,-999.0,совмещенный,полностью меблирована
1175,3-комнатная квартира,3.0,78.0,9.0,MISSING,MISSING,2015.0,-999.0,MISSING,MISSING
659,1-комнатная квартира,3.0,40.0,5.0,MISSING,MISSING,2007.0,-999.0,совмещенный,частично меблирована
84,3-комнатная квартира,1.0,65.0,5.0,MISSING,MISSING,1985.0,-999.0,раздельный,MISSING
449,3-комнатная квартира,1.0,60.0,5.0,MISSING,MISSING,1986.0,2.7,раздельный,MISSING
1069,2-комнатная квартира,6.0,63.0,6.0,MISSING,MISSING,-999.0,3.0,совмещенный,частично меблирована
60,1-комнатная квартира,2.0,32.0,4.0,MISSING,MISSING,1982.0,-999.0,совмещенный,частично меблирована
340,2-комнатная квартира,1.0,38.5,1.0,MISSING,MISSING,1958.0,2.8,совмещенный,полностью меблирована
1414,2-комнатная квартира,1.0,50.0,3.0,MISSING,MISSING,1987.0,-999.0,MISSING,MISSING
1328,2-комнатная квартира,1.0,54.0,5.0,MISSING,MISSING,1983.0,2.9,раздельный,полностью меблирована
1497,1-комнатная квартира,6.0,43.0,9.0,Максима на Райымбека,монолитный,2006.0,-999.0,MISSING,MISSING
488,3-комнатная квартира,5.0,58.0,5.0,MISSING,панельный,1985.0,-999.0,раздельный,MISSING
1633,2-комнатная квартира,4.0,45.0,5.0,MISSING,MISSING,1985.0,-999.0,раздельный,MISSING
1075,4-комнатная квартира,3.0,83.2,5.0,MISSING,MISSING,1993.0,2.5,раздельный,MISSING
1536,2-комнатная квартира,4.0,52.0,5.0,MISSING,MISSING,1991.0,-999.0,совмещенный,частично меблирована
212,1-комнатная квартира,1.0,38.0,5.0,MISSING,MISSING,2015.0,3.0,совмещенный,пустая
1525,2-комнатная квартира,9.0,57.0,9.0,Максима на Райымбека,монолитный,2007.0,2.7,раздельный,полностью меблирована
8,2-комнатная квартира,6.0,65.0,6.0,MISSING,MISSING,2009.0,2.8,раздельный,полностью меблирована
843,2-комнатная квартира,4.0,45.0,5.0,MISSING,MISSING,1985.0,-999.0,раздельный,MISSING
1305,1-комнатная квартира,1.0,17.0,2.0,MISSING,MISSING,-999.0,-999.0,совмещенный,пустая
1252,2-комнатная квартира,-999.0,30.0,-999.0,MISSING,MISSING,-999.0,-999.0,MISSING,MISSING
474,1-комнатная квартира,2.0,13.0,3.0,MISSING,MISSING,1984.0,3.0,совмещенный,полностью меблирована
441,2-комнатная квартира,2.0,45.0,3.0,MISSING,MISSING,1983.0,-999.0,совмещенный,MISSING
746,3-комнатная квартира,1.0,76.0,10.0,MISSING,MISSING,2009.0,2.8,раздельный,частично меблирована
1615,2-комнатная квартира,2.0,50.0,5.0,MISSING,MISSING,1980.0,2.8,MISSING,MISSING
6,1-комнатная квартира,1.0,59.0,3.0,MISSING,MISSING,1983.0,3.0,совмещенный,полностью меблирована
403,2-комнатная квартира,2.0,54.0,5.0,MISSING,MISSING,1989.0,2.7,раздельный,полностью меблирована
