index,number_of_rooms,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
718,1-комнатная квартира,3.0,43.5,10.0,Alma City,монолитный,2018,2.8,MISSING,MISSING
1214,3-комнатная квартира,7.0,84.0,9.0,Хан-Тенгри,монолитный,1999,3.0,совмещенный,MISSING
1629,1-комнатная квартира,10.0,47.0,10.0,Alma City,монолитный,2019,2.8,MISSING,MISSING
817,2-комнатная квартира,6.0,71.0,9.0,MISSING,MISSING,2020,2.7,совмещенный,пустая
1732,1-комнатная квартира,8.0,41.0,10.0,MISSING,MISSING,2017,-999.0,совмещенный,частично меблирована
809,3-комнатная квартира,7.0,77.0,10.0,Alma City,монолитный,2019,2.8,раздельный,полностью меблирована
1011,3-комнатная квартира,3.0,88.0,10.0,Хан-Тенгри,монолитный,2015,2.9,2 с/у и более,MISSING
617,3-комнатная квартира,6.0,76.0,9.0,Шугыла,монолитный,2016,2.7,раздельный,полностью меблирована
114,3-комнатная квартира,2.0,78.0,6.0,MISSING,MISSING,2017,-999.0,совмещенный,MISSING
506,2-комнатная квартира,11.0,74.0,16.0,Премьера,MISSING,2012,2.8,2 с/у и более,частично меблирована
580,2-комнатная квартира,1.0,47.0,3.0,MISSING,MISSING,1984,2.5,совмещенный,частично меблирована
1270,2-комнатная квартира,5.0,57.5,16.0,MISSING,MISSING,MISSING,2.7,MISSING,MISSING
452,1-комнатная квартира,6.0,45.0,6.0,MISSING,MISSING,2017,2.7,совмещенный,частично меблирована
316,3-комнатная квартира,1.0,57.0,10.0,MISSING,MISSING,2017,-999.0,раздельный,полностью меблирована
1372,1-комнатная квартира,2.0,20.0,2.0,MISSING,MISSING,MISSING,2.5,совмещенный,полностью меблирована
1199,1-комнатная квартира,4.0,45.0,9.0,MISSING,MISSING,2018,-999.0,MISSING,MISSING
497,3-комнатная квартира,9.0,88.0,10.0,MISSING,MISSING,2017,-999.0,2 с/у и более,полностью меблирована
690,2-комнатная квартира,6.0,72.0,9.0,MISSING,MISSING,2010,-999.0,совмещенный,пустая
1527,2-комнатная квартира,3.0,38.0,5.0,MISSING,MISSING,1980,-999.0,совмещенный,MISSING
526,3-комнатная квартира,9.0,76.0,9.0,Шугыла,монолитный,2018,2.8,раздельный,пустая
1753,3-комнатная квартира,1.0,63.5,5.0,MISSING,MISSING,2002,2.8,раздельный,полностью меблирована
567,3-комнатная квартира,9.0,165.0,9.0,Аль-Фараби,монолитный,2012,-999.0,2 с/у и более,частично меблирована
1464,1-комнатная квартира,10.0,28.3,10.0,MISSING,MISSING,MISSING,2.7,совмещенный,полностью меблирована
1218,2-комнатная квартира,7.0,95.0,16.0,Премьера,монолитный,2013,2.8,совмещенный,MISSING
126,3-комнатная квартира,9.0,83.0,10.0,Alma City,монолитный,2020,2.7,совмещенный,частично меблирована
296,2-комнатная квартира,9.0,64.1,10.0,MISSING,MISSING,2021,-999.0,MISSING,MISSING
1195,2-комнатная квартира,8.0,100.0,12.0,Премьера,монолитный,2012,2.7,совмещенный,частично меблирована
1241,1-комнатная квартира,2.0,10.0,2.0,MISSING,MISSING,2016,-999.0,MISSING,MISSING
1741,2-комнатная квартира,1.0,55.0,5.0,MISSING,MISSING,1979,3.1,совмещенный,полностью меблирована
1828,3-комнатная квартира,9.0,66.9,10.0,MISSING,MISSING,2011,2.8,раздельный,частично меблирована
724,2-комнатная квартира,3.0,38.0,5.0,MISSING,MISSING,1980,-999.0,совмещенный,полностью меблирована
1182,1-комнатная квартира,10.0,28.0,10.0,MISSING,MISSING,MISSING,-999.0,MISSING,MISSING
1030,1-комнатная квартира,9.0,28.0,10.0,MISSING,MISSING,2017,-999.0,совмещенный,MISSING
1878,1-комнатная квартира,2.0,14.0,4.0,MISSING,MISSING,1983,2.7,MISSING,MISSING
289,1-комнатная квартира,1.0,17.0,6.0,MISSING,MISSING,2013,-999.0,совмещенный,полностью меблирована
1613,1-комнатная квартира,1.0,44.4,4.0,Жайсан,монолитный,2022,2.9,MISSING,MISSING
1546,1-комнатная квартира,3.0,11.0,4.0,MISSING,MISSING,MISSING,3.0,MISSING,MISSING
919,1-комнатная квартира,8.0,39.0,9.0,MISSING,MISSING,MISSING,2.8,MISSING,частично меблирована
326,2-комнатная квартира,3.0,93.0,12.0,Премьера,монолитный,2012,-999.0,совмещенный,частично меблирована
155,2-комнатная квартира,1.0,43.0,3.0,Pioneer,монолитный,2020,-999.0,совмещенный,MISSING
166,1-комнатная квартира,7.0,42.0,10.0,MISSING,MISSING,2016,-999.0,совмещенный,MISSING
1907,1-комнатная квартира,2.0,20.0,4.0,MISSING,MISSING,MISSING,3.0,совмещенный,полностью меблирована
479,2-комнатная квартира,10.0,56.0,10.0,Хан-Тенгри,монолитный,2011,2.9,совмещенный,полностью меблирована
1092,2-комнатная квартира,3.0,68.0,9.0,Хан-Тенгри,монолитный,2008,2.8,MISSING,MISSING
590,3-комнатная квартира,2.0,65.0,5.0,MISSING,MISSING,1990,-999.0,раздельный,MISSING
1384,2-комнатная квартира,14.0,59.8,16.0,Gulder,монолитный,2021,2.7,совмещенный,MISSING
932,3-комнатная квартира,3.0,130.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,MISSING
391,1-комнатная квартира,2.0,36.0,6.0,Аскар Тау,монолитный,2015,2.75,совмещенный,полностью меблирована
1418,2-комнатная квартира,6.0,68.6,6.0,Green,монолитный,2019,3.2,совмещенный,MISSING
223,2-комнатная квартира,9.0,93.0,16.0,Премьера,монолитный,2012,2.8,совмещенный,MISSING
906,1-комнатная квартира,6.0,28.0,10.0,Alma City,монолитный,2021,2.8,совмещенный,частично меблирована
834,3-комнатная квартира,3.0,94.1,4.0,Dolce Vita Residence,монолитный,2021,3.2,2 с/у и более,MISSING
967,3-комнатная квартира,5.0,88.3,9.0,MISSING,MISSING,MISSING,-999.0,MISSING,MISSING
928,1-комнатная квартира,10.0,50.0,10.0,MISSING,MISSING,2017,2.7,MISSING,MISSING
1185,1-комнатная квартира,1.0,45.0,10.0,MISSING,MISSING,MISSING,-999.0,совмещенный,пустая
1583,3-комнатная квартира,5.0,88.3,9.0,MISSING,MISSING,2009,2.8,раздельный,MISSING
1682,1-комнатная квартира,6.0,57.0,10.0,Хан-Тенгри,монолитный,2013,2.9,MISSING,MISSING
162,2-комнатная квартира,8.0,44.0,10.0,MISSING,MISSING,2010,-999.0,совмещенный,полностью меблирована
425,3-комнатная квартира,9.0,110.4,9.0,Аль-Фараби,монолитный,2009,-999.0,2 с/у и более,полностью меблирована
1523,3-комнатная квартира,2.0,80.1,6.0,MISSING,MISSING,2018,2.8,раздельный,полностью меблирована
608,2-комнатная квартира,9.0,65.0,9.0,Шугыла-Сити,монолитный,2021,2.7,совмещенный,полностью меблирована
628,3-комнатная квартира,9.0,80.0,10.0,Alma City,монолитный,2020,2.8,2 с/у и более,полностью меблирована
99,3-комнатная квартира,8.0,116.7,12.0,Премьера,монолитный,2011,2.8,2 с/у и более,частично меблирована
2,2-комнатная квартира,-999.0,57.52,-999.0,Lancashire,MISSING,"3 этажа, 2022",3.2,совмещенный,MISSING
1072,1-комнатная квартира,5.0,44.0,9.0,Шугыла,монолитный,2018,2.7,совмещенный,частично меблирована
1155,1-комнатная квартира,1.0,39.0,9.0,Шугыла,монолитный,2018,2.7,совмещенный,полностью меблирована
582,1-комнатная квартира,12.0,64.0,16.0,MISSING,монолитный,2014,2.8,совмещенный,частично меблирована
1670,4-комнатная квартира,1.0,162.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,частично меблирована
1685,3-комнатная квартира,12.0,130.0,16.0,Премьера,монолитный,2012,2.8,совмещенный,полностью меблирована
905,1-комнатная квартира,1.0,30.3,9.0,Nurly Dala,монолитный,2021,2.8,совмещенный,пустая
51,2-комнатная квартира,-999.0,49.52,-999.0,Lancashire,MISSING,"3 этажа, 2022",3.2,совмещенный,MISSING
929,3-комнатная квартира,3.0,80.0,12.0,Gulder,монолитный,2022,3.0,MISSING,MISSING
328,1-комнатная квартира,13.0,45.0,16.0,Премьера,монолитный,2012,2.8,MISSING,полностью меблирована
365,1-комнатная квартира,2.0,71.0,16.0,MISSING,MISSING,2012,3.0,совмещенный,частично меблирована
515,3-комнатная квартира,16.0,117.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,частично меблирована
1622,1-комнатная квартира,9.0,38.15,16.0,Gulder,монолитный,2021,2.7,MISSING,MISSING
983,3-комнатная квартира,8.0,51.0,10.0,MISSING,MISSING,2017,2.8,совмещенный,частично меблирована
1378,2-комнатная квартира,2.0,57.0,10.0,MISSING,MISSING,2018,-999.0,совмещенный,частично меблирована
1053,1-комнатная квартира,1.0,47.0,10.0,MISSING,MISSING,2020,2.7,MISSING,MISSING
1634,3-комнатная квартира,2.0,135.2,4.0,Alatau Golf Residences,кирпичный,2017,3.2,2 с/у и более,MISSING
1120,3-комнатная квартира,15.0,117.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,полностью меблирована
1361,3-комнатная квартира,3.0,81.0,3.0,MISSING,кирпичный,2015,-999.0,совмещенный,частично меблирована
1597,1-комнатная квартира,4.0,15.0,5.0,MISSING,MISSING,1987,2.5,раздельный,полностью меблирована
999,2-комнатная квартира,3.0,63.0,9.0,MISSING,MISSING,2017,2.7,совмещенный,частично меблирована
636,1-комнатная квартира,3.0,40.0,16.0,Gulder,монолитный,2017,2.7,совмещенный,частично меблирована
772,1-комнатная квартира,6.0,44.0,9.0,Шугыла,монолитный,2017,2.7,совмещенный,частично меблирована
537,1-комнатная квартира,15.0,38.0,16.0,Gulder,MISSING,2022,2.8,совмещенный,MISSING
125,2-комнатная квартира,15.0,61.0,16.0,Премьера,монолитный,2012,3.0,MISSING,частично меблирована
1236,2-комнатная квартира,10.0,71.0,10.0,Alma City,монолитный,2020,2.8,MISSING,полностью меблирована
31,2-комнатная квартира,-999.0,89.9,-999.0,Lancashire,MISSING,"3 этажа, 2022",3.2,совмещенный,MISSING
775,3-комнатная квартира,2.0,65.0,10.0,MISSING,MISSING,2013,2.8,раздельный,полностью меблирована
1359,3-комнатная квартира,7.0,91.0,10.0,Alma City,монолитный,2020,2.8,2 с/у и более,полностью меблирована
767,3-комнатная квартира,7.0,102.0,9.0,Хан-Тенгри,кирпичный,2012,2.8,2 с/у и более,полностью меблирована
1055,4-комнатная квартира,15.0,131.0,16.0,Премьера,монолитный,2012,2.8,совмещенный,частично меблирована
758,1-комнатная квартира,1.0,21.0,3.0,MISSING,MISSING,2013,2.8,совмещенный,полностью меблирована
1526,4-комнатная квартира,4.0,153.7,4.0,Lancashire,монолитный,2022,3.2,2 с/у и более,пустая
1595,1-комнатная квартира,4.0,18.0,5.0,MISSING,MISSING,1987,2.7,раздельный,полностью меблирована
1910,1-комнатная квартира,10.0,28.0,10.0,Alma City,монолитный,2021,2.8,совмещенный,MISSING
1138,1-комнатная квартира,5.0,28.3,9.0,Alma City,монолитный,2021,2.7,совмещенный,пустая
73,2-комнатная квартира,3.0,62.8,9.0,Шугыла,монолитный,2017,2.7,раздельный,частично меблирована
74,7-комнатная квартира,-999.0,242.9,-999.0,Crystal Air Village (КГ),монолитный,2004,2.7,2 с/у и более,полностью меблирована
588,1-комнатная квартира,8.0,42.0,9.0,MISSING,MISSING,2021,-999.0,совмещенный,пустая
1278,3-комнатная квартира,2.0,75.0,10.0,Alma City,монолитный,2019,2.7,MISSING,MISSING
577,1-комнатная квартира,4.0,40.0,9.0,MISSING,MISSING,2017,-999.0,совмещенный,частично меблирована
1105,2-комнатная квартира,10.0,58.8,10.0,Alma City,монолитный,2019,2.8,совмещенный,MISSING
194,1-комнатная квартира,7.0,43.0,10.0,MISSING,MISSING,2015,2.8,совмещенный,пустая
1234,2-комнатная квартира,2.0,40.0,2.0,MISSING,MISSING,1960,2.8,раздельный,полностью меблирована
298,3-комнатная квартира,1.0,85.0,3.0,MISSING,MISSING,MISSING,3.2,MISSING,частично меблирована
1550,2-комнатная квартира,6.0,62.0,9.0,Шугыла,монолитный,2017,2.8,раздельный,частично меблирована
490,3-комнатная квартира,3.0,84.0,4.0,MISSING,MISSING,2022,2.85,MISSING,MISSING
1026,3-комнатная квартира,4.0,132.0,16.0,MISSING,MISSING,2012,3.0,2 с/у и более,частично меблирована
844,2-комнатная квартира,3.0,54.4,4.0,MISSING,MISSING,1986,2.7,совмещенный,частично меблирована
891,1-комнатная квартира,3.0,17.0,5.0,MISSING,MISSING,1980,-999.0,MISSING,MISSING
235,4-комнатная квартира,13.0,133.0,16.0,Премьера,монолитный,2010,2.4,совмещенный,полностью меблирована
1718,2-комнатная квартира,3.0,62.0,9.0,MISSING,MISSING,2017,-999.0,совмещенный,частично меблирована
96,2-комнатная квартира,15.0,106.0,16.0,Премьера,монолитный,2014,2.8,совмещенный,частично меблирована
1864,4-комнатная квартира,2.0,145.0,5.0,Алатау Плюс (КГ),монолитный,2007,3.0,раздельный,MISSING
1133,3-комнатная квартира,1.0,75.0,5.0,MISSING,MISSING,2001,2.65,раздельный,частично меблирована
917,1-комнатная квартира,8.0,31.0,10.0,Alma City,монолитный,2022,-999.0,MISSING,MISSING
994,2-комнатная квартира,5.0,59.0,10.0,MISSING,MISSING,2017,-999.0,раздельный,MISSING
53,2-комнатная квартира,7.0,51.0,10.0,MISSING,MISSING,2017,2.7,MISSING,MISSING
1129,2-комнатная квартира,10.0,64.0,16.0,Премьера,монолитный,2012,2.8,совмещенный,частично меблирована
918,3-комнатная квартира,10.0,71.0,10.0,Alma City,монолитный,2020,3.0,совмещенный,MISSING
1313,3-комнатная квартира,7.0,88.0,16.0,Gulder,монолитный,2020,2.8,раздельный,полностью меблирована
1275,2-комнатная квартира,2.0,65.0,10.0,Alma City,монолитный,2021,2.85,MISSING,MISSING
0,3-комнатная квартира,-999.0,81.0,-999.0,Gulder,MISSING,"16 этажей, 2020",2.7,2 с/у и более,MISSING
685,1-комнатная квартира,1.0,37.0,12.0,Gulder,монолитный,2021,2.7,MISSING,MISSING
1639,1-комнатная квартира,9.0,47.0,10.0,MISSING,MISSING,2020,-999.0,MISSING,MISSING
1285,1-комнатная квартира,5.0,35.0,6.0,MISSING,MISSING,2014,-999.0,совмещенный,пустая
1194,5-комнатная квартира,2.0,176.0,10.0,Хан-Тенгри,монолитный,2010,3.0,MISSING,MISSING
55,1-комнатная квартира,3.0,31.8,5.0,MISSING,MISSING,1988,-999.0,совмещенный,частично меблирована
1875,1-комнатная квартира,2.0,39.0,14.0,Gulder,монолитный,2015,2.75,MISSING,MISSING
1882,2-комнатная квартира,6.0,61.0,12.0,Gulder,монолитный,2020,2.8,совмещенный,частично меблирована
753,4-комнатная квартира,-999.0,187.0,-999.0,MISSING,MISSING,2016,-999.0,2 с/у и более,полностью меблирована
1673,3-комнатная квартира,8.0,64.0,10.0,MISSING,MISSING,MISSING,2.7,совмещенный,полностью меблирована
398,2-комнатная квартира,5.0,52.0,9.0,Аль-Фараби,монолитный,2008,3.0,совмещенный,полностью меблирована
792,2-комнатная квартира,7.0,67.5,9.0,Шугыла-Сити,монолитный,2020,2.8,MISSING,MISSING
454,1-комнатная квартира,8.0,31.0,10.0,Alma City,панельный,2022,2.8,совмещенный,MISSING
1444,1-комнатная квартира,1.0,45.0,9.0,Шугыла,монолитный,2019,2.8,совмещенный,частично меблирована
1365,1-комнатная квартира,7.0,29.0,10.0,Alma City,монолитный,2021,-999.0,MISSING,MISSING
1029,3-комнатная квартира,3.0,90.0,10.0,Хан-Тенгри,монолитный,2011,-999.0,2 с/у и более,частично меблирована
198,1-комнатная квартира,7.0,41.0,10.0,MISSING,MISSING,2017,-999.0,совмещенный,пустая
1614,2-комнатная квартира,2.0,78.0,3.0,MISSING,MISSING,2015,3.0,2 с/у и более,полностью меблирована
890,1-комнатная квартира,1.0,21.0,2.0,MISSING,MISSING,2019,2.5,совмещенный,частично меблирована
1446,3-комнатная квартира,6.0,130.0,16.0,Премьера,монолитный,2013,2.8,2 с/у и более,частично меблирована
1083,1-комнатная квартира,10.0,45.0,10.0,Alma City,MISSING,2021,2.7,совмещенный,MISSING
720,1-комнатная квартира,6.0,45.0,9.0,Шугыла,монолитный,2017,2.8,совмещенный,частично меблирована
1432,1-комнатная квартира,-999.0,47.5,-999.0,MISSING,MISSING,MISSING,-999.0,MISSING,MISSING
288,3-комнатная квартира,9.0,78.0,9.0,MISSING,MISSING,2020,2.8,раздельный,MISSING
117,3-комнатная квартира,2.0,64.0,3.0,MISSING,MISSING,1985,2.8,раздельный,полностью меблирована
1884,4-комнатная квартира,5.0,160.0,16.0,Премьера,монолитный,2012,2.9,2 с/у и более,частично меблирована
669,1-комнатная квартира,10.0,47.66,10.0,MISSING,MISSING,2022,2.7,MISSING,MISSING
348,2-комнатная квартира,4.0,38.0,9.0,MISSING,MISSING,2015,2.8,совмещенный,MISSING
1201,2-комнатная квартира,1.0,57.73,10.0,Alma City,монолитный,2021,2.8,MISSING,MISSING
1366,2-комнатная квартира,9.0,58.5,16.0,MISSING,MISSING,2013,2.8,совмещенный,частично меблирована
821,2-комнатная квартира,10.0,60.0,10.0,MISSING,MISSING,2019,-999.0,раздельный,MISSING
791,1-комнатная квартира,6.0,60.0,16.0,Премьера,монолитный,2014,-999.0,раздельный,полностью меблирована
920,2-комнатная квартира,6.0,71.4,9.0,MISSING,MISSING,2021,2.67,совмещенный,пустая
448,1-комнатная квартира,1.0,43.0,3.0,Pioneer,монолитный,2019,2.8,раздельный,частично меблирована
1217,3-комнатная квартира,5.0,86.0,10.0,MISSING,MISSING,2020,2.7,раздельный,пустая
745,1-комнатная квартира,7.0,62.8,12.0,Премьера,монолитный,2012,2.8,совмещенный,полностью меблирована
318,2-комнатная квартира,7.0,62.0,10.0,MISSING,MISSING,MISSING,-999.0,раздельный,полностью меблирована
1739,1-комнатная квартира,10.0,45.0,16.0,Премьера,монолитный,2014,-999.0,MISSING,MISSING
103,3-комнатная квартира,3.0,170.0,4.0,MISSING,MISSING,2012,3.0,2 с/у и более,полностью меблирована
1581,1-комнатная квартира,5.0,39.0,9.0,Шугыла,монолитный,2019,2.8,совмещенный,полностью меблирована
640,2-комнатная квартира,3.0,47.0,10.0,MISSING,MISSING,2015,2.8,MISSING,MISSING
245,1-комнатная квартира,2.0,28.0,10.0,MISSING,MISSING,2016,-999.0,совмещенный,пустая
749,1-комнатная квартира,10.0,44.0,10.0,MISSING,MISSING,2018,-999.0,совмещенный,MISSING
211,1-комнатная квартира,7.0,40.7,9.0,Alma City,MISSING,2020,-999.0,MISSING,MISSING
799,1-комнатная квартира,9.0,65.0,16.0,Премьера,монолитный,2013,2.8,совмещенный,пустая
1885,1-комнатная квартира,1.0,41.0,9.0,MISSING,MISSING,1989,-999.0,раздельный,MISSING
46,3-комнатная квартира,3.0,110.0,4.0,MISSING,MISSING,2022,-999.0,MISSING,MISSING
1336,1-комнатная квартира,9.0,28.0,10.0,MISSING,MISSING,2016,-999.0,совмещенный,пустая
1807,3-комнатная квартира,1.0,88.0,9.0,MISSING,MISSING,2009,2.8,раздельный,частично меблирована
572,3-комнатная квартира,2.0,70.0,9.0,MISSING,MISSING,MISSING,-999.0,MISSING,частично меблирована
510,1-комнатная квартира,3.0,54.0,8.0,Аль-Фараби,монолитный,2008,-999.0,MISSING,MISSING
1231,2-комнатная квартира,15.0,64.0,16.0,MISSING,MISSING,2014,-999.0,MISSING,MISSING
1651,3-комнатная квартира,2.0,65.3,5.0,MISSING,MISSING,1990,2.8,раздельный,частично меблирована
17,2-комнатная квартира,-999.0,92.2,-999.0,Lafayette,MISSING,"3 этажа, 2022",3.2,2 с/у и более,MISSING
1906,2-комнатная квартира,7.0,51.0,9.0,MISSING,MISSING,MISSING,2.9,раздельный,пустая
924,1-комнатная квартира,3.0,31.5,9.0,MISSING,MISSING,MISSING,2.7,раздельный,MISSING
1658,1-комнатная квартира,1.0,28.0,10.0,Alma City,MISSING,2021,2.8,MISSING,MISSING
344,3-комнатная квартира,1.0,73.0,2.0,MISSING,MISSING,MISSING,3.0,раздельный,полностью меблирована
717,2-комнатная квартира,2.0,75.0,16.0,Премьера,монолитный,2013,2.8,совмещенный,полностью меблирована
800,1-комнатная квартира,15.0,60.0,16.0,Премьера,монолитный,2010,2.8,совмещенный,MISSING
1220,3-комнатная квартира,5.0,72.0,6.0,Alma City,монолитный,2019,2.7,раздельный,полностью меблирована
683,3-комнатная квартира,2.0,65.2,3.0,MISSING,MISSING,1985,-999.0,раздельный,частично меблирована
550,2-комнатная квартира,3.0,43.0,5.0,MISSING,MISSING,1989,-999.0,MISSING,MISSING
426,3-комнатная квартира,2.0,135.2,4.0,Alatau Golf Residences,MISSING,2021,3.2,2 с/у и более,MISSING
1040,2-комнатная квартира,9.0,74.0,16.0,Премьера,монолитный,MISSING,-999.0,MISSING,MISSING
1769,1-комнатная квартира,1.0,28.0,9.0,Nurly Dala,MISSING,2021,3.0,совмещенный,MISSING
1736,1-комнатная квартира,9.0,44.5,9.0,MISSING,MISSING,2017,-999.0,совмещенный,пустая
457,3-комнатная квартира,5.0,88.0,9.0,Хан-Тенгри,MISSING,2011,-999.0,MISSING,частично меблирована
1650,2-комнатная квартира,9.0,63.0,10.0,Alma City,MISSING,2021,-999.0,MISSING,MISSING
1708,2-комнатная квартира,6.0,69.0,16.0,Премьера,монолитный,2014,2.7,совмещенный,частично меблирована
1386,1-комнатная квартира,13.0,59.2,16.0,MISSING,MISSING,2012,2.8,совмещенный,пустая
623,4-комнатная квартира,14.0,160.3,16.0,Премьера,MISSING,2016,2.85,2 с/у и более,частично меблирована
1442,1-комнатная квартира,5.0,30.91,10.0,Alma City,монолитный,2022,3.0,MISSING,MISSING
1830,3-комнатная квартира,5.0,75.0,9.0,Шугыла,монолитный,2017,2.8,2 с/у и более,пустая
1849,2-комнатная квартира,5.0,90.0,12.0,MISSING,MISSING,2022,-999.0,раздельный,пустая
1637,2-комнатная квартира,6.0,36.6,6.0,MISSING,MISSING,2017,-999.0,совмещенный,частично меблирована
886,2-комнатная квартира,3.0,40.0,5.0,MISSING,MISSING,1985,2.5,совмещенный,частично меблирована
107,6-комнатная квартира,1.0,210.0,3.0,MISSING,MISSING,2016,3.0,2 с/у и более,частично меблирована
450,3-комнатная квартира,1.0,76.0,9.0,Шугыла,монолитный,2018,2.75,раздельный,полностью меблирована
502,2-комнатная квартира,5.0,60.0,12.0,Gulder,монолитный,2021,2.7,совмещенный,пустая
1417,2-комнатная квартира,1.0,52.0,3.0,Pioneer,монолитный,2020,2.7,совмещенный,полностью меблирована
1796,1-комнатная квартира,9.0,51.0,10.0,Alma City,монолитный,2021,-999.0,совмещенный,MISSING
1653,1-комнатная квартира,10.0,45.0,10.0,Alma City,MISSING,2021,3.0,MISSING,MISSING
1439,1-комнатная квартира,7.0,44.0,10.0,MISSING,MISSING,2016,2.8,MISSING,полностью меблирована
1826,2-комнатная квартира,8.0,70.0,10.0,Alma City,монолитный,2021,2.8,раздельный,MISSING
1821,1-комнатная квартира,9.0,44.0,9.0,Шугыла,монолитный,2017,2.7,совмещенный,MISSING
1399,1-комнатная квартира,9.0,44.0,10.0,MISSING,MISSING,2017,-999.0,MISSING,MISSING
419,2-комнатная квартира,9.0,60.4,9.0,MISSING,монолитный,2015,-999.0,совмещенный,частично меблирована
1320,1-комнатная квартира,4.0,44.0,10.0,Alma City,монолитный,2019,2.7,совмещенный,полностью меблирована
1847,3-комнатная квартира,1.0,128.0,16.0,MISSING,MISSING,2012,2.7,2 с/у и более,пустая
1254,1-комнатная квартира,3.0,28.5,10.0,Alma City,монолитный,2021,-999.0,MISSING,MISSING
228,2-комнатная квартира,10.0,72.0,10.0,Alma City,монолитный,2021,2.7,MISSING,MISSING
123,3-комнатная квартира,3.0,80.0,3.0,MISSING,MISSING,2015,-999.0,2 с/у и более,частично меблирована
210,1-комнатная квартира,1.0,27.7,9.0,Nurly Dala,MISSING,2021,-999.0,MISSING,MISSING
1531,3-комнатная квартира,1.0,97.0,9.0,Хан-Тенгри,монолитный,2010,-999.0,2 с/у и более,пустая
381,3-комнатная квартира,7.0,110.0,9.0,Аль-Фараби,монолитный,2009,-999.0,2 с/у и более,MISSING
1107,1-комнатная квартира,5.0,60.0,16.0,Премьера,монолитный,2013,-999.0,MISSING,MISSING
1307,2-комнатная квартира,11.0,97.3,16.0,MISSING,MISSING,2012,2.8,совмещенный,частично меблирована
870,1-комнатная квартира,7.0,48.0,9.0,Хан-Тенгри,монолитный,2011,-999.0,совмещенный,MISSING
295,3-комнатная квартира,7.0,78.0,10.0,Alma City,монолитный,2019,2.8,раздельный,MISSING
184,1-комнатная квартира,12.0,38.0,16.0,Gulder,монолитный,2020,-999.0,MISSING,MISSING
214,4-комнатная квартира,13.0,133.0,16.0,Премьера,монолитный,2010,2.8,MISSING,полностью меблирована
658,1-комнатная квартира,7.0,31.0,9.0,MISSING,MISSING,2022,2.8,совмещенный,MISSING
293,1-комнатная квартира,3.0,47.66,10.0,Alma City,MISSING,2022,2.8,совмещенный,MISSING
1358,1-комнатная квартира,7.0,44.0,10.0,MISSING,MISSING,2016,-999.0,MISSING,MISSING
1894,1-комнатная квартира,9.0,51.0,10.0,Alma City,монолитный,2021,2.8,совмещенный,пустая
626,1-комнатная квартира,2.0,31.0,5.0,MISSING,MISSING,1988,2.6,совмещенный,частично меблирована
1560,1-комнатная квартира,7.0,42.7,10.0,Alma City,монолитный,2020,2.7,совмещенный,частично меблирована
1210,3-комнатная квартира,1.0,130.9,16.0,Премьера,монолитный,2013,2.7,2 с/у и более,MISSING
970,1-комнатная квартира,7.0,28.0,10.0,Alma City,MISSING,2020,2.7,совмещенный,MISSING
1068,2-комнатная квартира,6.0,71.0,9.0,MISSING,MISSING,2020,-999.0,совмещенный,пустая
1848,1-комнатная квартира,4.0,28.0,10.0,MISSING,MISSING,2017,2.8,совмещенный,частично меблирована
1783,3-комнатная квартира,2.0,70.0,9.0,MISSING,MISSING,2015,-999.0,MISSING,частично меблирована
1822,2-комнатная квартира,9.0,62.0,9.0,Шугыла,монолитный,2017,2.7,раздельный,полностью меблирована
514,1-комнатная квартира,5.0,65.0,16.0,Премьера,монолитный,2014,-999.0,MISSING,MISSING
1059,1-комнатная квартира,7.0,44.0,10.0,MISSING,MISSING,2016,-999.0,MISSING,MISSING
33,4-комнатная квартира,-999.0,163.6,-999.0,Lancashire,MISSING,"3 этажа, 2022",3.2,2 с/у и более,MISSING
282,1-комнатная квартира,6.0,28.0,10.0,MISSING,MISSING,2016,-999.0,совмещенный,пустая
813,2-комнатная квартира,11.0,108.0,16.0,Премьера,монолитный,2013,2.8,раздельный,частично меблирована
1426,2-комнатная квартира,11.0,108.0,16.0,Премьера,монолитный,2013,2.85,2 с/у и более,частично меблирована
657,1-комнатная квартира,7.0,43.0,10.0,Alma City,MISSING,2020,2.8,MISSING,MISSING
252,1-комнатная квартира,1.0,51.8,9.0,Alma City,MISSING,2022,-999.0,MISSING,MISSING
361,2-комнатная квартира,5.0,62.0,9.0,Шугыла,монолитный,2019,2.7,совмещенный,полностью меблирована
246,1-комнатная квартира,8.0,44.0,9.0,Шугыла,монолитный,2016,2.7,совмещенный,частично меблирована
239,3-комнатная квартира,4.0,75.0,9.0,Шугыла,монолитный,2017,2.7,раздельный,полностью меблирована
1543,1-комнатная квартира,10.0,28.0,10.0,Alma City,монолитный,2020,2.8,совмещенный,полностью меблирована
1603,3-комнатная квартира,4.0,54.0,4.0,MISSING,MISSING,MISSING,-999.0,MISSING,MISSING
116,4-комнатная квартира,6.0,134.3,9.0,Аль-Фараби,MISSING,2010,2.8,2 с/у и более,полностью меблирована
1570,3-комнатная квартира,2.0,91.0,9.0,Alma City,MISSING,MISSING,-999.0,MISSING,MISSING
